gauge,year,month,day,tmax,tmin
83589,1980,1,1,30.7,
83589,1980,1,1,,22.1
83589,1980,1,2,30.6,
83589,1980,1,2,,21.7
83589,1980,1,3,31.2,
83589,1980,1,3,,20.7
83589,1980,1,4,32.3,
83589,1980,1,4,,22.0
83589,1980,1,5,30.8,
83589,1980,1,5,,21.5
83589,1980,1,7,30.5,
83589,1980,1,7,,21.8
83589,1980,1,8,26.5,
83589,1980,1,8,,22.7
83589,1980,1,9,30.3,
83589,1980,1,9,,21.7
83589,1980,1,10,32.5,
83589,1980,1,10,,22.7
83589,1980,1,11,28.9,
83589,1980,1,11,,22.2
83589,1980,1,12,27.0,
83589,1980,1,12,,21.4
83589,1980,1,13,24.5,
83589,1980,1,13,,20.5
83589,1980,1,14,28.0,
83589,1980,1,14,,21.2
83589,1980,1,15,24.1,
83589,1980,1,15,,21.5
83589,1980,1,16,26.3,
83589,1980,1,16,,20.8
83589,1980,1,19,32.7,
83589,1980,1,19,,22.2
83589,1980,1,20,35.5,
83589,1980,1,20,,20.9
83589,1980,1,21,34.5,
83589,1980,1,21,,22.1
83589,1980,1,23,33.0,
83589,1980,1,23,,21.5
83589,1980,1,24,32.2,
83589,1980,1,24,,20.9
83589,1980,1,25,31.8,
83589,1980,1,25,,21.7
83589,1980,1,26,32.7,
83589,1980,1,26,,21.9
83589,1980,1,27,32.7,
83589,1980,1,27,,22.0
83589,1980,1,28,33.5,
83589,1980,1,28,,20.9
83589,1980,1,29,32.3,
83589,1980,1,29,,21.1
83589,1980,1,30,30.5,
83589,1980,1,30,,22.4
83589,1980,2,1,32.0,
83589,1980,2,1,,19.0
83589,1980,2,2,29.6,
83589,1980,2,2,,22.0
83589,1980,2,3,29.2,
83589,1980,2,3,,21.6
83589,1980,2,4,32.2,
83589,1980,2,4,,21.0
83589,1980,2,5,32.8,
83589,1980,2,5,,19.1
83589,1980,2,6,34.2,
83589,1980,2,6,,19.7
83589,1980,2,7,32.8,
83589,1980,2,7,,21.5
83589,1980,2,8,34.8,
83589,1980,2,8,,21.5
83589,1980,2,9,31.0,
83589,1980,2,9,,21.8
83589,1980,2,10,31.4,
83589,1980,2,10,,22.3
83589,1980,2,11,30.8,
83589,1980,2,11,,18.8
83589,1980,2,12,33.4,
83589,1980,2,12,,20.5
83589,1980,2,13,29.4,
83589,1980,2,13,,20.8
83589,1980,2,14,28.2,
83589,1980,2,14,,19.6
83589,1980,2,15,27.6,
83589,1980,2,15,,19.8
83589,1980,2,16,25.2,
83589,1980,2,16,,19.9
83589,1980,2,17,30.2,
83589,1980,2,17,,19.6
83589,1980,2,18,24.0,
83589,1980,2,18,,21.2
83589,1980,2,19,31.6,
83589,1980,2,19,,20.6
83589,1980,2,20,31.3,
83589,1980,2,20,,17.6
83589,1980,2,21,31.9,
83589,1980,2,21,,20.4
83589,1980,2,22,30.6,
83589,1980,2,22,,21.9
83589,1980,2,23,31.8,
83589,1980,2,23,,20.5
83589,1980,2,24,31.3,
83589,1980,2,24,,18.5
83589,1980,2,25,31.5,
83589,1980,2,25,,20.4
83589,1980,2,26,31.8,
83589,1980,2,26,,20.2
83589,1980,2,27,31.2,
83589,1980,2,27,,20.7
83589,1980,2,28,32.1,
83589,1980,2,28,,22.3
83589,1980,2,29,30.8,
83589,1980,2,29,,21.4
83589,1980,3,1,,
83589,1980,3,1,,21.0
83589,1980,3,2,,
83589,1980,3,2,,21.8
83589,1980,3,3,,
83589,1980,3,3,,20.8
83589,1980,3,4,,
83589,1980,3,4,,20.8
83589,1980,3,5,,
83589,1980,3,5,,21.0
83589,1980,3,6,,
83589,1980,3,6,,19.3
83589,1980,3,7,,
83589,1980,3,7,,18.4
83589,1980,3,8,,
83589,1980,3,8,,17.6
83589,1980,3,9,,
83589,1980,3,9,,17.0
83589,1980,3,10,,
83589,1980,3,10,,17.0
83589,1980,3,11,,
83589,1980,3,11,,17.3
83589,1980,3,12,,
83589,1980,3,12,,18.5
83589,1980,3,13,,
83589,1980,3,13,,21.5
83589,1980,3,14,,
83589,1980,3,14,,20.6
83589,1980,3,15,,
83589,1980,3,15,,20.4
83589,1980,3,16,,
83589,1980,3,16,,21.6
83589,1980,3,17,,
83589,1980,3,17,,18.4
83589,1980,3,18,,
83589,1980,3,18,,21.2
83589,1980,3,19,,
83589,1980,3,19,,18.4
83589,1980,3,20,,
83589,1980,3,20,,17.1
83589,1980,3,21,,
83589,1980,3,21,,16.4
83589,1980,3,22,,
83589,1980,3,22,,15.6
83589,1980,3,23,,
83589,1980,3,23,,17.4
83589,1980,3,24,,
83589,1980,3,24,,16.9
83589,1980,3,25,,
83589,1980,3,25,,14.2
83589,1980,3,26,,
83589,1980,3,26,,18.7
83589,1980,3,27,,
83589,1980,3,27,,16.1
83589,1980,3,28,,
83589,1980,3,28,,15.5
83589,1980,3,29,,
83589,1980,3,29,,15.4
83589,1980,3,30,,
83589,1980,3,30,,16.3
83589,1980,3,31,,
83589,1980,3,31,,19.3
83589,1980,4,1,,
83589,1980,4,1,,20.6
83589,1980,4,2,,
83589,1980,4,2,,21.5
83589,1980,4,3,,
83589,1980,4,3,,21.7
83589,1980,4,4,,
83589,1980,4,4,,22.3
83589,1980,4,5,,
83589,1980,4,5,,20.9
83589,1980,4,6,,
83589,1980,4,6,,21.6
83589,1980,4,8,,
83589,1980,4,8,,22.0
83589,1980,4,9,,
83589,1980,4,9,,22.8
83589,1980,4,10,,
83589,1980,4,10,,22.4
83589,1980,4,11,,
83589,1980,4,11,,22.8
83589,1980,4,12,,
83589,1980,4,12,,21.0
83589,1980,4,13,,
83589,1980,4,13,,21.5
83589,1980,4,14,,
83589,1980,4,14,,21.2
83589,1980,4,15,,
83589,1980,4,15,,21.4
83589,1980,4,16,,
83589,1980,4,16,,21.2
83589,1980,4,17,,
83589,1980,4,17,,22.5
83589,1980,4,18,,
83589,1980,4,18,,21.4
83589,1980,4,19,,
83589,1980,4,19,,18.8
83589,1980,4,20,,
83589,1980,4,20,,16.0
83589,1980,4,22,,
83589,1980,4,22,,21.1
83589,1980,4,23,,
83589,1980,4,23,,18.2
83589,1980,4,24,,
83589,1980,4,24,,16.5
83589,1980,4,25,,
83589,1980,4,25,,18.2
83589,1980,4,26,,
83589,1980,4,26,,18.2
83589,1980,4,27,,
83589,1980,4,27,,18.6
83589,1980,4,28,,
83589,1980,4,28,,16.7
83589,1980,4,29,,
83589,1980,4,29,,16.0
83589,1980,4,30,,
83589,1980,4,30,,16.4
83589,1980,5,1,,
83589,1980,5,1,,16.4
83589,1980,5,2,,
83589,1980,5,2,,16.6
83589,1980,5,4,,
83589,1980,5,4,,19.8
83589,1980,5,5,,
83589,1980,5,5,,18.6
83589,1980,5,6,,
83589,1980,5,6,,19.1
83589,1980,5,7,,
83589,1980,5,7,,19.7
83589,1980,5,8,,
83589,1980,5,8,,18.9
83589,1980,5,9,,
83589,1980,5,9,,16.1
83589,1980,5,10,,
83589,1980,5,10,,13.9
83589,1980,5,12,,
83589,1980,5,12,,16.1
83589,1980,5,13,,
83589,1980,5,13,,18.1
83589,1980,5,14,,
83589,1980,5,14,,17.9
83589,1980,5,15,,
83589,1980,5,15,,18.3
83589,1980,5,16,,
83589,1980,5,16,,19.6
83589,1980,5,17,,
83589,1980,5,17,,17.3
83589,1980,5,18,,
83589,1980,5,18,,19.5
83589,1980,5,19,,
83589,1980,5,19,,19.8
83589,1980,5,20,,
83589,1980,5,20,,18.4
83589,1980,5,21,,
83589,1980,5,21,,18.3
83589,1980,5,22,,
83589,1980,5,22,,18.0
83589,1980,5,23,,
83589,1980,5,23,,16.7
83589,1980,5,24,,
83589,1980,5,24,,18.2
83589,1980,5,25,,
83589,1980,5,25,,18.5
83589,1980,5,26,,
83589,1980,5,26,,15.9
83589,1980,5,27,,
83589,1980,5,27,,16.7
83589,1980,5,28,,
83589,1980,5,28,,15.1
83589,1980,5,29,,
83589,1980,5,29,,17.9
83589,1980,5,30,,
83589,1980,5,30,,13.3
83589,1980,5,31,,
83589,1980,5,31,,17.2
83589,1980,6,1,,
83589,1980,6,1,,14.1
83589,1980,6,2,,
83589,1980,6,2,,18.8
83589,1980,6,3,,
83589,1980,6,3,,16.0
83589,1980,6,4,,
83589,1980,6,4,,15.9
83589,1980,6,6,,
83589,1980,6,6,,15.2
83589,1980,6,7,,
83589,1980,6,7,,13.9
83589,1980,6,8,,
83589,1980,6,8,,15.9
83589,1980,6,9,,
83589,1980,6,9,,17.4
83589,1980,6,10,,
83589,1980,6,10,,15.7
83589,1980,6,12,28.6,
83589,1980,6,12,,13.7
83589,1980,6,13,30.4,
83589,1980,6,13,,12.4
83589,1980,6,14,27.1,
83589,1980,6,14,,13.7
83589,1980,6,15,22.5,
83589,1980,6,15,,13.0
83589,1980,6,17,25.6,
83589,1980,6,17,,13.0
83589,1980,6,18,24.9,
83589,1980,6,18,,12.8
83589,1980,6,19,26.7,
83589,1980,6,19,,14.9
83589,1980,6,20,26.5,
83589,1980,6,20,,13.9
83589,1980,6,22,29.6,
83589,1980,6,22,,18.7
83589,1980,6,23,23.7,
83589,1980,6,23,,16.1
83589,1980,6,25,27.4,
83589,1980,6,25,,18.9
83589,1980,6,26,22.3,
83589,1980,6,26,,16.7
83589,1980,6,27,27.2,
83589,1980,6,27,,15.5
83589,1980,6,28,24.6,
83589,1980,6,28,,17.1
83589,1980,6,29,21.7,
83589,1980,6,29,,17.7
83589,1980,6,30,27.5,
83589,1980,6,30,,13.5
83589,1980,7,1,27.1,
83589,1980,7,1,,15.2
83589,1980,7,2,27.8,
83589,1980,7,2,,10.7
83589,1980,7,3,25.8,
83589,1980,7,3,,16.6
83589,1980,7,4,27.7,
83589,1980,7,4,,14.6
83589,1980,7,5,26.8,
83589,1980,7,5,,13.2
83589,1980,7,6,22.4,
83589,1980,7,6,,13.3
83589,1980,7,7,23.4,
83589,1980,7,7,,12.7
83589,1980,7,8,24.8,
83589,1980,7,8,,12.1
83589,1980,7,9,26.8,
83589,1980,7,9,,13.2
83589,1980,7,11,25.9,
83589,1980,7,11,,12.4
83589,1980,7,12,27.2,
83589,1980,7,12,,14.3
83589,1980,7,13,28.8,
83589,1980,7,13,,11.7
83589,1980,7,14,30.8,
83589,1980,7,14,,11.4
83589,1980,7,15,32.5,
83589,1980,7,15,,9.8
83589,1980,7,16,21.3,
83589,1980,7,16,,14.3
83589,1980,7,17,25.8,
83589,1980,7,17,,15.6
83589,1980,7,18,28.8,
83589,1980,7,18,,11.9
83589,1980,7,19,27.2,
83589,1980,7,19,,11.7
83589,1980,7,20,28.6,
83589,1980,7,20,,11.6
83589,1980,7,21,30.4,
83589,1980,7,21,,11.7
83589,1980,7,22,31.3,
83589,1980,7,22,,12.3
83589,1980,7,23,30.4,
83589,1980,7,23,,13.2
83589,1980,7,25,23.8,
83589,1980,7,25,,16.2
83589,1980,7,26,27.3,
83589,1980,7,26,,12.9
83589,1980,7,27,29.7,
83589,1980,7,27,,14.3
83589,1980,7,28,28.8,
83589,1980,7,28,,12.4
83589,1980,7,29,27.8,
83589,1980,7,29,,12.9
83589,1980,7,30,31.3,
83589,1980,7,30,,16.3
83589,1980,7,31,29.0,
83589,1980,7,31,,12.5
83589,1980,8,1,22.5,
83589,1980,8,1,,16.7
83589,1980,8,2,22.9,
83589,1980,8,2,,17.5
83589,1980,8,3,24.8,
83589,1980,8,3,,17.2
83589,1980,8,4,25.7,
83589,1980,8,4,,13.5
83589,1980,8,5,28.6,
83589,1980,8,5,,15.8
83589,1980,8,6,29.1,
83589,1980,8,6,,13.4
83589,1980,8,7,30.0,
83589,1980,8,7,,11.1
83589,1980,8,8,29.1,
83589,1980,8,8,,11.9
83589,1980,8,9,27.4,
83589,1980,8,9,,11.2
83589,1980,8,10,26.8,
83589,1980,8,10,,14.5
83589,1980,8,11,29.0,
83589,1980,8,11,,16.8
83589,1980,8,12,26.0,
83589,1980,8,12,,16.0
83589,1980,8,13,22.6,
83589,1980,8,13,,16.0
83589,1980,8,14,24.2,
83589,1980,8,14,,17.4
83589,1980,8,15,26.9,
83589,1980,8,15,,13.2
83589,1980,8,17,33.4,
83589,1980,8,17,,16.1
83589,1980,8,18,32.8,
83589,1980,8,18,,15.4
83589,1980,8,19,30.6,
83589,1980,8,19,,16.0
83589,1980,8,20,31.4,
83589,1980,8,20,,15.4
83589,1980,8,21,27.8,
83589,1980,8,21,,12.7
83589,1980,8,22,31.4,
83589,1980,8,22,,11.6
83589,1980,8,23,32.5,
83589,1980,8,23,,12.2
83589,1980,8,24,31.2,
83589,1980,8,24,,14.4
83589,1980,8,25,32.0,
83589,1980,8,25,,13.6
83589,1980,8,27,27.8,
83589,1980,8,27,,15.6
83589,1980,8,28,20.8,
83589,1980,8,28,,15.8
83589,1980,8,29,21.6,
83589,1980,8,29,,16.3
83589,1980,8,30,27.0,
83589,1980,8,30,,13.1
83589,1980,8,31,29.0,
83589,1980,8,31,,10.1
83589,1980,9,1,30.6,
83589,1980,9,1,,9.0
83589,1980,9,2,32.5,
83589,1980,9,2,,9.7
83589,1980,9,3,36.1,
83589,1980,9,3,,11.3
83589,1980,9,4,36.4,
83589,1980,9,4,,12.2
83589,1980,9,5,26.1,
83589,1980,9,5,,19.3
83589,1980,9,6,24.1,
83589,1980,9,6,,19.8
83589,1980,9,7,25.7,
83589,1980,9,7,,19.1
83589,1980,9,8,30.3,
83589,1980,9,8,,19.7
83589,1980,9,9,30.7,
83589,1980,9,9,,14.6
83589,1980,9,10,31.7,
83589,1980,9,10,,13.7
83589,1980,9,11,30.5,
83589,1980,9,11,,12.7
83589,1980,9,12,26.4,
83589,1980,9,12,,15.9
83589,1980,9,13,28.1,
83589,1980,9,13,,18.7
83589,1980,9,14,29.6,
83589,1980,9,14,,14.7
83589,1980,9,15,32.5,
83589,1980,9,15,,14.5
83589,1980,9,16,33.4,
83589,1980,9,16,,13.7
83589,1980,9,17,30.3,
83589,1980,9,17,,19.1
83589,1980,9,18,23.4,
83589,1980,9,18,,18.1
83589,1980,9,19,29.5,
83589,1980,9,19,,17.9
83589,1980,9,20,31.9,
83589,1980,9,20,,19.4
83589,1980,9,21,34.7,
83589,1980,9,21,,17.1
83589,1980,9,22,31.3,
83589,1980,9,22,,21.8
83589,1980,9,24,27.2,
83589,1980,9,24,,19.0
83589,1980,9,25,25.0,
83589,1980,9,25,,19.1
83589,1980,9,26,23.5,
83589,1980,9,26,,17.9
83589,1980,9,27,22.1,
83589,1980,9,27,,17.1
83589,1980,9,28,20.7,
83589,1980,9,28,,17.1
83589,1980,9,29,31.4,
83589,1980,9,29,,16.9
83589,1980,9,30,26.0,
83589,1980,9,30,,18.1
83589,1980,11,1,24.7,
83589,1980,11,1,,19.2
83589,1980,11,2,22.5,
83589,1980,11,2,,17.9
83589,1980,11,3,25.9,
83589,1980,11,3,,19.3
83589,1980,11,4,30.3,
83589,1980,11,4,,17.6
83589,1980,11,5,30.3,
83589,1980,11,5,,15.5
83589,1980,11,6,35.3,
83589,1980,11,6,,20.6
83589,1980,11,7,34.7,
83589,1980,11,7,,21.0
83589,1980,11,8,32.9,
83589,1980,11,8,,23.5
83589,1980,11,9,27.3,
83589,1980,11,9,,22.3
83589,1980,11,10,30.3,
83589,1980,11,10,,22.9
83589,1980,11,11,32.3,
83589,1980,11,11,,22.1
83589,1980,11,12,25.9,
83589,1980,11,12,,21.5
83589,1980,11,13,24.3,
83589,1980,11,13,,21.1
83589,1980,11,14,30.7,
83589,1980,11,14,,19.9
83589,1980,11,15,30.8,
83589,1980,11,15,,20.1
83589,1980,11,16,32.9,
83589,1980,11,16,,19.3
83589,1980,11,18,30.9,
83589,1980,11,18,,19.3
83589,1980,11,20,31.7,
83589,1980,11,20,,21.7
83589,1980,11,21,33.9,
83589,1980,11,21,,21.5
83589,1980,11,22,33.9,
83589,1980,11,22,,23.1
83589,1980,11,23,30.2,
83589,1980,11,23,,23.1
83589,1980,11,24,29.9,
83589,1980,11,24,,22.3
83589,1980,11,27,32.1,
83589,1980,11,27,,22.1
83589,1980,11,28,28.5,
83589,1980,11,28,,23.1
83589,1980,11,29,30.8,
83589,1980,11,29,,20.7
83589,1980,11,30,32.6,
83589,1980,11,30,,23.7
83589,1981,1,1,23.6,
83589,1981,1,1,,21.1
83589,1981,1,2,23.6,
83589,1981,1,2,,20.7
83589,1981,1,3,30.8,
83589,1981,1,3,,19.7
83589,1981,1,4,33.4,
83589,1981,1,4,,19.5
83589,1981,1,5,34.3,
83589,1981,1,5,,20.7
83589,1981,1,6,32.6,
83589,1981,1,6,,18.5
83589,1981,1,7,33.7,
83589,1981,1,7,,17.7
83589,1981,1,8,33.3,
83589,1981,1,8,,19.7
83589,1981,1,9,29.0,
83589,1981,1,9,,21.7
83589,1981,1,10,24.6,
83589,1981,1,10,,21.0
83589,1981,1,12,26.0,
83589,1981,1,12,,20.7
83589,1981,1,13,29.4,
83589,1981,1,13,,21.3
83589,1981,1,14,28.9,
83589,1981,1,14,,21.8
83589,1981,1,15,30.3,
83589,1981,1,15,,22.3
83589,1981,1,16,32.4,
83589,1981,1,16,,21.5
83589,1981,1,17,34.6,
83589,1981,1,17,,21.5
83589,1981,1,18,31.2,
83589,1981,1,18,,20.9
83589,1981,1,19,32.0,
83589,1981,1,19,,18.2
83589,1981,1,20,33.2,
83589,1981,1,20,,20.1
83589,1981,1,21,35.1,
83589,1981,1,21,,19.7
83589,1981,1,22,31.6,
83589,1981,1,22,,21.4
83589,1981,1,23,27.1,
83589,1981,1,23,,20.9
83589,1981,1,24,28.9,
83589,1981,1,24,,22.0
83589,1981,1,25,30.0,
83589,1981,1,25,,22.2
83589,1981,1,26,28.5,
83589,1981,1,26,,21.6
83589,1981,1,27,25.0,
83589,1981,1,27,,21.3
83589,1981,1,28,29.5,
83589,1981,1,28,,20.5
83589,1981,1,29,31.9,
83589,1981,1,29,,21.0
83589,1981,1,30,32.4,
83589,1981,1,30,,19.4
83589,1981,1,31,32.9,
83589,1981,1,31,,20.1
83589,1981,2,2,32.0,
83589,1981,2,2,,19.9
83589,1981,2,3,32.9,
83589,1981,2,3,,19.2
83589,1981,2,4,33.3,
83589,1981,2,4,,18.6
83589,1981,2,5,33.7,
83589,1981,2,5,,16.8
83589,1981,2,6,32.7,
83589,1981,2,6,,19.0
83589,1981,2,7,31.1,
83589,1981,2,7,,19.7
83589,1981,2,8,31.5,
83589,1981,2,8,,19.4
83589,1981,2,9,31.6,
83589,1981,2,9,,20.7
83589,1981,2,10,30.0,
83589,1981,2,10,,19.8
83589,1981,2,11,29.4,
83589,1981,2,11,,19.7
83589,1981,2,12,31.2,
83589,1981,2,12,,18.9
83589,1981,2,14,30.3,
83589,1981,2,14,,20.8
83589,1981,2,15,30.1,
83589,1981,2,15,,19.7
83589,1981,2,16,29.5,
83589,1981,2,16,,20.9
83589,1981,2,17,31.1,
83589,1981,2,17,,19.3
83589,1981,2,18,31.4,
83589,1981,2,18,,21.0
83589,1981,2,19,31.3,
83589,1981,2,19,,20.4
83589,1981,2,20,29.6,
83589,1981,2,20,,20.9
83589,1981,2,21,31.3,
83589,1981,2,21,,20.7
83589,1981,2,22,30.7,
83589,1981,2,22,,18.7
83589,1981,2,23,27.9,
83589,1981,2,23,,17.8
83589,1981,2,24,30.1,
83589,1981,2,24,,19.8
83589,1981,2,25,30.6,
83589,1981,2,25,,20.6
83589,1981,2,26,29.7,
83589,1981,2,26,,20.7
83589,1981,2,27,31.8,
83589,1981,2,27,,20.7
83589,1981,2,28,32.1,
83589,1981,2,28,,17.6
83589,1981,3,1,32.5,
83589,1981,3,1,,18.8
83589,1981,3,2,33.8,
83589,1981,3,2,,18.8
83589,1981,3,3,33.3,
83589,1981,3,3,,19.3
83589,1981,3,5,34.7,
83589,1981,3,5,,19.6
83589,1981,3,6,32.6,
83589,1981,3,6,,22.0
83589,1981,3,7,32.9,
83589,1981,3,7,,21.9
83589,1981,3,8,32.2,
83589,1981,3,8,,22.1
83589,1981,3,9,29.8,
83589,1981,3,9,,20.9
83589,1981,3,10,30.7,
83589,1981,3,10,,21.7
83589,1981,3,11,32.9,
83589,1981,3,11,,22.0
83589,1981,3,12,33.4,
83589,1981,3,12,,21.7
83589,1981,3,13,33.6,
83589,1981,3,13,,21.6
83589,1981,3,14,32.8,
83589,1981,3,14,,21.9
83589,1981,3,16,34.4,
83589,1981,3,16,,18.8
83589,1981,3,17,34.7,
83589,1981,3,17,,19.6
83589,1981,3,18,33.3,
83589,1981,3,18,,20.2
83589,1981,3,19,32.3,
83589,1981,3,19,,21.8
83589,1981,3,20,31.7,
83589,1981,3,20,,22.3
83589,1981,3,21,26.4,
83589,1981,3,21,,22.4
83589,1981,3,22,27.6,
83589,1981,3,22,,21.2
83589,1981,3,24,27.0,
83589,1981,3,24,,20.9
83589,1981,3,25,28.3,
83589,1981,3,25,,21.4
83589,1981,3,26,25.3,
83589,1981,3,26,,21.1
83589,1981,3,27,23.0,
83589,1981,3,27,,20.4
83589,1981,3,28,23.8,
83589,1981,3,28,,19.3
83589,1981,3,30,,
83589,1981,3,30,,21.8
83589,1981,3,31,,
83589,1981,3,31,,21.4
83589,1981,4,1,,
83589,1981,4,1,,21.1
83589,1981,4,3,,
83589,1981,4,3,,21.3
83589,1981,4,4,,
83589,1981,4,4,,9.8
83589,1981,4,5,,
83589,1981,4,5,,17.8
83589,1981,4,6,,
83589,1981,4,6,,20.8
83589,1981,4,7,,
83589,1981,4,7,,20.9
83589,1981,4,8,,
83589,1981,4,8,,18.1
83589,1981,4,9,29.5,
83589,1981,4,9,,17.1
83589,1981,4,10,28.1,
83589,1981,4,10,,18.9
83589,1981,4,11,30.0,
83589,1981,4,11,,18.4
83589,1981,4,12,29.3,
83589,1981,4,12,,16.8
83589,1981,4,13,28.5,
83589,1981,4,13,,14.6
83589,1981,4,15,28.8,
83589,1981,4,15,,13.1
83589,1981,4,16,27.1,
83589,1981,4,16,,14.2
83589,1981,4,17,30.0,
83589,1981,4,17,,17.4
83589,1981,4,18,25.6,
83589,1981,4,18,,16.6
83589,1981,4,19,27.0,
83589,1981,4,19,,16.8
83589,1981,4,20,27.6,
83589,1981,4,20,,13.8
83589,1981,4,21,28.2,
83589,1981,4,21,,14.2
83589,1981,4,22,28.5,
83589,1981,4,22,,13.7
83589,1981,4,23,27.5,
83589,1981,4,23,,18.7
83589,1981,4,24,30.3,
83589,1981,4,24,,18.0
83589,1981,4,25,29.4,
83589,1981,4,25,,17.7
83589,1981,4,26,28.7,
83589,1981,4,26,,16.6
83589,1981,4,27,30.1,
83589,1981,4,27,,20.0
83589,1981,4,28,29.7,
83589,1981,4,28,,19.3
83589,1981,4,29,28.9,
83589,1981,4,29,,20.0
83589,1981,4,30,30.1,
83589,1981,4,30,,20.8
83589,1981,5,1,25.7,
83589,1981,5,1,,19.9
83589,1981,5,2,24.1,
83589,1981,5,2,,20.3
83589,1981,5,3,31.7,
83589,1981,5,3,,20.2
83589,1981,5,4,30.6,
83589,1981,5,4,,17.9
83589,1981,5,5,29.7,
83589,1981,5,5,,17.9
83589,1981,5,6,28.9,
83589,1981,5,6,,16.5
83589,1981,5,7,27.5,
83589,1981,5,7,,15.8
83589,1981,5,8,27.8,
83589,1981,5,8,,13.0
83589,1981,5,9,27.5,
83589,1981,5,9,,17.1
83589,1981,5,10,28.7,
83589,1981,5,10,,18.5
83589,1981,5,11,28.5,
83589,1981,5,11,,18.0
83589,1981,5,12,28.4,
83589,1981,5,12,,13.7
83589,1981,5,13,28.8,
83589,1981,5,13,,12.3
83589,1981,5,14,30.4,
83589,1981,5,14,,10.8
83589,1981,5,15,31.5,
83589,1981,5,15,,11.8
83589,1981,5,16,32.2,
83589,1981,5,16,,13.6
83589,1981,5,17,29.0,
83589,1981,5,17,,15.2
83589,1981,5,18,24.5,
83589,1981,5,18,,15.1
83589,1981,5,19,25.0,
83589,1981,5,19,,20.3
83589,1981,5,20,26.8,
83589,1981,5,20,,18.4
83589,1981,5,21,24.4,
83589,1981,5,21,,15.3
83589,1981,5,22,24.4,
83589,1981,5,22,,15.1
83589,1981,5,23,25.6,
83589,1981,5,23,,13.7
83589,1981,5,24,23.9,
83589,1981,5,24,,15.6
83589,1981,5,25,26.8,
83589,1981,5,25,,17.9
83589,1981,5,26,26.4,
83589,1981,5,26,,16.2
83589,1981,5,27,27.1,
83589,1981,5,27,,14.1
83589,1981,5,28,27.1,
83589,1981,5,28,,13.1
83589,1981,5,29,23.2,
83589,1981,5,29,,15.2
83589,1981,5,30,26.4,
83589,1981,5,30,,15.7
83589,1981,5,31,25.7,
83589,1981,5,31,,13.2
83589,1981,6,1,24.5,
83589,1981,6,1,,13.7
83589,1981,6,2,27.6,
83589,1981,6,2,,15.2
83589,1981,6,3,27.5,
83589,1981,6,3,,18.1
83589,1981,6,4,26.6,
83589,1981,6,4,,18.6
83589,1981,6,5,25.8,
83589,1981,6,5,,17.9
83589,1981,6,6,23.2,
83589,1981,6,6,,19.0
83589,1981,6,7,21.4,
83589,1981,6,7,,17.5
83589,1981,6,8,25.1,
83589,1981,6,8,,13.7
83589,1981,6,9,25.5,
83589,1981,6,9,,8.2
83589,1981,6,10,25.5,
83589,1981,6,10,,10.8
83589,1981,6,11,25.0,
83589,1981,6,11,,10.4
83589,1981,6,12,28.0,
83589,1981,6,12,,11.6
83589,1981,6,13,25.7,
83589,1981,6,13,,13.0
83589,1981,6,14,28.2,
83589,1981,6,14,,15.0
83589,1981,6,15,27.4,
83589,1981,6,15,,12.2
83589,1981,6,16,26.2,
83589,1981,6,16,,13.4
83589,1981,6,17,29.7,
83589,1981,6,17,,15.1
83589,1981,6,18,29.8,
83589,1981,6,18,,15.0
83589,1981,6,19,28.9,
83589,1981,6,19,,16.8
83589,1981,6,20,28.4,
83589,1981,6,20,,17.4
83589,1981,6,22,27.4,
83589,1981,6,22,,15.4
83589,1981,6,23,25.2,
83589,1981,6,23,,13.8
83589,1981,6,24,25.6,
83589,1981,6,24,,13.6
83589,1981,6,25,24.0,
83589,1981,6,25,,10.8
83589,1981,6,27,26.6,
83589,1981,6,27,,12.8
83589,1981,6,28,27.9,
83589,1981,6,28,,16.5
83589,1981,6,29,29.2,
83589,1981,6,29,,12.6
83589,1981,6,30,28.9,
83589,1981,6,30,,13.3
83589,1981,7,1,30.3,
83589,1981,7,1,,10.8
83589,1981,7,2,30.7,
83589,1981,7,2,,10.5
83589,1981,7,3,27.9,
83589,1981,7,3,,10.2
83589,1981,7,4,22.2,
83589,1981,7,4,,15.0
83589,1981,7,8,21.7,
83589,1981,7,8,,11.0
83589,1981,7,9,21.8,
83589,1981,7,9,,14.0
83589,1981,7,10,24.5,
83589,1981,7,10,,12.4
83589,1981,7,11,27.5,
83589,1981,7,11,,9.0
83589,1981,7,12,29.3,
83589,1981,7,12,,10.0
83589,1981,7,14,27.6,
83589,1981,7,14,,12.1
83589,1981,7,15,27.3,
83589,1981,7,15,,9.5
83589,1981,7,18,29.7,
83589,1981,7,18,,8.4
83589,1981,7,19,28.2,
83589,1981,7,19,,8.8
83589,1981,7,20,29.3,
83589,1981,7,20,,11.3
83589,1981,7,21,29.2,
83589,1981,7,21,,11.5
83589,1981,7,22,30.5,
83589,1981,7,22,,8.3
83589,1981,7,23,26.8,
83589,1981,7,23,,11.4
83589,1981,7,24,25.3,
83589,1981,7,24,,10.9
83589,1981,7,25,27.7,
83589,1981,7,25,,12.7
83589,1981,7,26,28.7,
83589,1981,7,26,,15.2
83589,1981,7,27,29.1,
83589,1981,7,27,,8.7
83589,1981,7,28,27.1,
83589,1981,7,28,,9.7
83589,1981,7,29,25.9,
83589,1981,7,29,,7.6
83589,1981,7,30,26.1,
83589,1981,7,30,,9.9
83589,1981,7,31,25.5,
83589,1981,7,31,,6.6
83589,1981,8,3,26.0,
