year,num_days_pr,num_days_pr_2030,num_days_pr_2040
1941,142.0,133.01814006971836,131.61107594860258
1942,156.0,146.13260458363425,144.58681583085917
1943,142.0,133.01814006971836,131.61107594860258
1944,126.0,118.03018062524305,116.78165894030931
1945,155.0,145.19585711835455,143.65997726784082
1946,90.0,84.30727187517361,83.41547067164952
1947,124.0,116.15668569468363,114.92798181427266
1948,130.0,121.77717048636188,120.48901319238263
1949,120.0,112.40969583356481,111.22062756219935
1950,108.0,101.16872625020832,100.09856480597941
1951,98.0,91.80125159741127,90.83017917579613
1952,147.0,137.70187739611688,136.2452687636942
1953,120.0,112.40969583356481,111.22062756219935
1954,76.0,71.1928073612577,70.43973078939293
1955,101.0,94.61149399325038,93.61069486485111
1956,113.0,105.85246357660687,104.73275762107106
1957,153.0,143.32236218779514,141.80630014180417
1958,132.0,123.6506654169213,122.34269031841929
1959,90.0,84.30727187517361,83.41547067164952
1960,111.0,103.97896864604745,102.8790804950344
1961,24.0,22.481939166712962,22.24412551243987
1968,21.0,19.671696770873844,19.463609823384886
1969,96.0,89.92775666685185,88.97650204975947
1970,90.0,84.30727187517361,83.41547067164952
1971,78.0,73.06630229181712,72.29340791542958
1972,97.0,90.86450413213156,89.90334061277781
1973,92.0,86.18076680573301,85.26914779768617
1974,102.0,95.54824145853009,94.53753342786945
1975,102.0,95.54824145853009,94.53753342786945
1976,98.0,91.80125159741127,90.83017917579613
1977,66.0,61.82533270846065,61.17134515920964
1978,127.0,118.96692809052276,117.70849750332765
1979,117.0,109.59945343772569,108.44011187314436
1980,104.0,97.4217363890895,96.3912105539061
1981,133.0,124.587412882201,123.26952888143761
1982,108.0,101.16872625020832,100.09856480597941
1983,137.0,128.33440274331983,126.97688313351092
1984,58.0,54.331352986222996,53.75663665506302
1985,113.0,105.85246357660687,104.73275762107106
1986,76.0,71.1928073612577,70.43973078939293
1987,95.0,88.99100920157214,88.04966348674115
1988,67.0,62.76208017374035,62.09818372222797
1989,79.0,74.00304975709683,73.2202464784479
1990,77.0,72.12955482653742,71.36656935241125
1991,64.0,59.95183777790123,59.317668033172986
1992,106.0,99.29523131964892,98.24488767994276
1993,59.0,55.2681004515027,54.68347521808135
1994,72.0,67.44581750013889,66.73237653731961
1995,89.0,83.3705244098939,82.48863210863118
1996,99.0,92.73799906269097,91.75701773881447
1997,115.0,107.72595850716628,106.5864347471077
1998,130.0,121.77717048636188,120.48901319238263
1999,130.0,121.77717048636188,120.48901319238263
2000,174.0,162.99405895866897,161.26990996518904
2001,180.0,168.61454375034722,166.83094134329903
2002,171.0,160.18381656282986,158.48939427613408
2003,28.0,26.22892902783179,25.95147976451318
2004,178.0,166.7410488197878,164.97726421726236
2005,169.0,158.31032163227044,156.6357171500974
2006,146.0,136.7651299308372,135.31843020067586
2007,128.0,119.90367555580247,118.63533606634597
2008,192.0,179.8555133337037,177.95300409951895
2009,187.0,175.17177600730517,173.3188112844273
2010,166.0,155.50007923643133,153.85520146104244
2011,135.0,126.46090781276041,125.12320600747427
2012,124.0,116.15668569468363,114.92798181427266
2013,60.0,56.204847916782406,55.61031378109968
