gauge,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,total_pr_tgt,num_days_pr,total_pr_adj,total_pr_diff,num_days_pr_adj,pr_add_per_day,total_pr_readj,num_days_pr_readj,total_pr_diff_again
1943003,01/01/1980,1.97,38.26,10.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,20.54,24.38,0.0,6.56,31.22,21.61,3.78,34.21,0.0,12.86,59.08,35.7,16.38,1.86,17.13,17.34,58.86,3.78,17.55,0.0,1,1980,434.1425517434857,20,423.21556128197255,10.926990461513128,20,0.5463495230756564,434.15,20,-0.01
1943003,01/02/1980,0.0,4.74,7.76,4.63,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,41.38,0.0,13.34,28.2,17.48,18.82,0.0,0.0,23.51,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1980,161.63414419302876,10,156.13414419302876,5.5,10,0.55,161.65,10,-0.02
1943003,01/03/1980,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1980,17.133473346691815,2,16.133473346691815,1.0,2,0.5,17.13,2,0.0
1943003,01/04/1980,2.56,0.0,14.79,5.37,0.0,0.0,15.19,39.54,0.0,19.0,0.0,0.0,8.58,60.28,14.99,13.99,0.0,3.36,0.0,0.0,5.77,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,4,1980,203.70458747796124,12,195.80279638730624,7.901791090654996,12,0.6584825908879163,203.71999999999997,12,-0.02
1943003,01/05/1980,0.0,0.0,2.42,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1980,6.650769313405602,2,4.688910333307991,1.9618589800976114,2,0.9809294900488057,6.65,2,0.0
1943003,01/06/1980,0.0,0.35,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.37,0.0,0.0,0.0,,6,1980,24.146594228535708,2,22.364727369836846,1.7818668586988622,2,0.8909334293494311,24.15,2,-0.0
1943003,01/07/1980,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1980,3.4669842130670863,1,2.4669842130670863,1.0,1,1.0,3.46,1,0.01
1943003,01/08/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,8,1980,0.6219429612653575,0,0.12194296126535753,0.5,0,inf,0.12,0,0.5
1943003,01/09/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,11.81,0.0,0.0,1.69,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,,9,1980,22.33954166848813,4,20.33954166848813,2.0,4,0.5,22.34,4,-0.0
1943003,01/10/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.59,6.55,13.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1980,51.979309927584,3,50.230605095394594,1.7487048321894036,3,0.5829016107298012,51.980000000000004,3,-0.0
1943003,01/11/1980,29.95,5.76,0.0,0.0,0.0,0.0,0.0,0.0,17.85,9.11,0.15,0.0,21.58,10.13,0.0,0.0,0.0,27.07,0.0,2.5,0.0,0.0,0.0,0.0,45.87,9.76,0.0,0.0,0.0,0.0,,11,1980,179.72143978803956,10,173.9422247080996,5.7792150799399735,10,0.5779215079939973,179.73,10,-0.01
1943003,01/12/1980,0.39,25.92,37.24,29.29,11.42,6.45,18.07,4.17,14.2,13.1,17.38,2.38,0.0,22.94,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,9.83,12,1980,232.51941060846303,15,223.62548720159583,8.893923406867202,15,0.5929282271244801,232.53000000000003,15,-0.01
1943003,01/01/1981,13.99,5.13,4.49,0.0,0.0,0.0,0.0,0.0,0.03,30.53,21.67,17.94,15.16,29.04,0.0,0.0,2.24,0.0,0.0,0.0,0.0,14.31,0.0,2.67,0.14,1.71,12.49,2.14,2.14,0.0,0.0,1,1981,175.81332252803568,15,166.67283683576596,9.14048569226972,15,0.6093657128179814,175.82,15,-0.01
1943003,01/02/1981,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,12.55,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,,,,2,1981,29.266168471716338,5,26.654465538618183,2.6117029330981545,4,0.6529257332745386,29.27,4,-0.0
1943003,01/03/1981,0.0,6.77,0.0,0.0,0.0,16.0,33.54,35.77,27.66,0.21,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,2.62,5.76,28.17,11.34,13.26,0.0,2.41,11.84,11.64,13.26,5.46,10.22,0.72,3,1981,242.80869032737803,18,232.90316433100665,9.90552599637138,17,0.5826779997865518,242.81999999999996,17,-0.01
1943003,01/04/1981,0.0,4.98,0.0,0.0,0.0,0.7,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,,4,1981,14.929652500844185,4,12.929652500844185,2.0,3,0.6666666666666666,14.93,3,-0.0
