,gauge,date,total_pr,num_days_pr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,new_num_days_pr,20302050_to_19802000_ratio,20402060_to_19802000_ratio,total_pr_scenario,num_days_pr_scenario
0,1943003,01/01/1980,406.7,20,1.921457076809133,38.215646305426084,10.781509153206802,0.0,0.0,0.0,0.0,0.0,0.4269904615131407,0.0,0.7472333076479961,20.49554215263075,24.338456306249018,0.0,6.511604538075395,31.170303690459267,21.563018306413603,3.736166538239981,34.15923692105125,0.0,12.80971384539422,59.03143130419169,35.653703536347244,16.33238515287763,1.8147094614308477,17.079618460525626,17.293113691282198,58.81793607343513,3.736166538239981,17.506608922038765,0.0,1,1980,20,1.041496308044498,1.0674761537828517,434.1425517434857,20
1,1943003,01/02/1980,144.7,9,0.0,4.691523190122466,7.707502383772623,4.579820257024312,0.0,0.0,0.0,0.0,0.0,1.6755439964723093,0.0,0.0,0.0,41.33008524631696,0.0,13.292649038680322,28.149139140734796,17.425657563312015,18.766092760489865,0.0,0.0,23.45761595061233,0.5585146654907698,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1980,10,1.105966266412859,1.1170293309815396,161.63414419302876,10
2,1943003,01/03/1980,16.9,2,4.460785960085443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.672687386606372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1980,2,1.008389996268373,1.0138149909285097,17.133473346691815,2
3,1943003,01/04/1980,203.3,12,2.4047762417467142,0.0,14.629055470625845,5.210348523784548,0.0,0.0,15.029851510916965,39.378210958602445,0.40079604029111904,18.837413893682594,0.20039802014555952,0.0,8.4167168461135,60.11940604366786,14.829453490771405,13.827463390043608,0.0,3.2063683223289523,0.3005970302183393,0.0,5.6111445640756665,0.6011940604366786,0.0,0.0,0.7013930705094583,0.0,0.0,0.0,0.0,0.0,,4,1980,12,0.9994876856325822,1.0019901007277976,203.70458747796124,12
4,1943003,01/05/1980,7.2,2,0.0,0.0,1.9398077164099672,0.6466025721366557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6025000447613675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369487184078089,0.0,0.09237179601952225,0.0,0.0,0.0,0.0,0.0,5,1980,2,0.9195167346089351,0.9237179601952225,6.650769313405602,2
5,1943003,01/06/1980,25.7,2,0.0,0.8456005760965812,0.0,4.040091641350332,0.1879112391325736,0.0,0.0,0.0,0.0939556195662868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.979035152389933,0.0,0.0,0.0,,6,1980,2,0.9526807708403268,0.939556195662868,24.146594228535708,2
6,1943003,01/07/1980,3.6,1,0.0,0.0,2.792848393859597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674135819207489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1980,1,0.9705055190897932,0.9630511702964129,3.4669842130670863,1
7,1943003,01/08/1980,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6219429612653575,0.0,0.0,0.0,0.0,8,1980,0,0.8436198517124124,0.8884899446647965,0.6219429612653575,0
8,1943003,01/09/1980,27.8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.821483813342763,0.0,0.0,11.812635342689768,0.0,0.0,1.687519334669967,0.0,0.0,0.0,4.0179031777856355,0.0,0.0,0.0,0.0,,9,1980,4,0.8519984974172159,0.8035806355571271,22.33954166848813,4
9,1943003,01/10/1980,62.7,3,0.2487048321893971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.502612077323633,6.466325636924324,13.76166738114664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1980,3,0.8582537033878644,0.8290161072979904,51.979309927584,3
