gauge,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,total_pr_tgt,num_days_pr,total_pr_adj,total_pr_diff,num_days_pr_adj,pr_add_per_day,total_pr_readj,num_days_pr_readj,total_pr_diff_again
1943003,01/01/1980,0.78,38.41,10.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,24.53,0.0,6.7,31.36,21.75,3.93,34.35,0.0,13.0,59.22,35.85,16.52,0.67,17.27,17.49,59.01,3.93,17.7,0.0,1,1980,434.1425517434857,20,410.1683279743247,23.97422376916097,18,1.331901320508943,434.13,18,0.01
1943003,01/02/1980,0.0,4.88,7.9,4.77,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,41.52,0.0,13.48,28.34,17.61,18.95,0.0,0.0,23.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1980,161.63414419302876,10,149.67562952753798,11.958514665490782,9,1.328723851721198,161.64000000000001,9,-0.01
1943003,01/03/1980,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1980,17.133473346691815,2,14.853473346691814,2.280000000000001,2,1.1400000000000006,17.13,2,0.0
1943003,01/04/1980,2.59,0.0,14.81,5.39,0.0,0.0,15.21,39.56,0.0,19.02,0.0,0.0,8.6,60.3,15.01,14.01,0.0,3.39,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,1980,203.70458747796124,12,187.8202092563601,15.884378221601139,12,1.3236981851334282,203.68,12,0.02
1943003,01/05/1980,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1980,6.650769313405602,2,3.2623077611713347,3.3884615522342676,1,3.3884615522342676,6.6499999999999995,1,0.0
1943003,01/06/1980,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54,0.0,0.0,0.0,,6,1980,24.146594228535708,2,20.739126793740265,3.407467434795443,2,1.7037337173977214,24.14,2,0.01
1943003,01/07/1980,0.0,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1980,3.4669842130670863,1,1.652848393859597,1.8141358192074892,1,1.8141358192074892,3.47,1,-0.0
1943003,01/08/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1980,0.6219429612653575,0,0.0,0.6219429612653575,0,inf,0.0,0,0.62
1943003,01/09/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,12.19,0.0,0.0,0.55,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,,9,1980,22.33954166848813,4,17.779541668488132,4.559999999999999,3,1.5199999999999996,22.339999999999996,3,-0.0
1943003,01/10/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.59,6.55,13.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1980,51.979309927584,3,48.31060509539459,3.6687048321894054,3,1.2229016107298019,51.980000000000004,3,-0.0
1943003,01/11/1980,29.97,5.77,0.0,0.0,0.0,0.0,0.0,0.0,17.87,9.12,0.0,0.0,21.59,10.14,0.0,0.0,0.0,27.08,0.0,2.51,0.0,0.0,0.0,0.0,45.88,9.77,0.0,0.0,0.0,0.0,,11,1980,179.72143978803956,10,167.3907228549063,12.33071693313326,10,1.2330716933133261,179.70000000000002,10,0.02
1943003,01/12/1980,0.0,25.94,37.27,29.32,11.44,6.48,18.1,4.19,14.22,13.13,17.4,2.4,0.0,22.96,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,9.85,12,1980,232.51941060846303,15,213.6315637947286,18.887846813734427,15,1.259189787582295,232.51000000000002,15,0.01
1943003,01/01/1981,14.46,5.6,4.96,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.14,18.41,15.63,29.51,0.0,0.0,0.99,0.0,0.0,0.0,0.0,14.78,0.0,3.14,0.0,0.46,12.96,0.89,0.89,0.0,0.0,1,1981,175.81332252803568,15,156.8986130666048,18.914709461430874,11,1.7195190419482613,175.82,11,-0.01
1943003,01/02/1981,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,12.71,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,,,,2,1981,29.266168471716338,5,23.45446553861818,5.811702933098157,4,1.4529257332745393,29.27,4,-0.0
1943003,01/03/1981,0.0,6.82,0.0,0.0,0.0,16.05,33.59,35.82,27.71,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,2.67,5.81,28.22,11.39,13.31,0.0,2.46,11.89,11.69,13.31,5.51,10.27,0.08,3,1981,242.80869032737803,18,221.17349383735672,21.635196490021315,17,1.2726586170600773,242.82000000000005,17,-0.01
