gauge,month,year,day,pr,wet_marker
1943035,12,1980,12,1.4,0
1943035,12,1980,13,0.0,1
1943035,12,1980,14,13.0,0
1943035,12,1980,15,7.0,0
1943035,12,1980,16,0.0,1
1943035,12,1980,17,0.0,1
1943035,12,1980,18,6.4,0
1943035,12,1980,19,0.0,1
1943035,12,1980,20,1.0,0
1943035,12,1980,21,0.0,1
1943035,12,1980,22,0.0,1
1943035,12,1980,23,0.0,1
1943035,12,1980,24,0.0,1
1943035,12,1980,25,0.0,1
1943035,12,1980,26,0.0,1
1943035,12,1980,27,0.0,1
1943035,12,1980,28,0.0,1
1943035,12,1980,29,0.0,1
1943035,12,1980,30,14.0,0
1943035,12,1980,31,1.1,0
1943035,1,1981,1,11.4,0
1943035,1,1981,2,3.2,0
1943035,1,1981,3,1.0,0
1943035,1,1981,4,5.0,0
1943035,1,1981,5,12.6,0
1943035,1,1981,6,0.0,1
1943035,1,1981,7,0.0,1
1943035,1,1981,8,13.2,0
1943035,1,1981,9,31.4,0
1943035,1,1981,10,6.2,0
1943035,1,1981,11,29.3,0
1943035,1,1981,12,15.2,0
1943035,1,1981,13,17.1,0
1943035,1,1981,14,36.2,0
1943035,1,1981,15,4.4,0
1943035,1,1981,16,1.3,0
1943035,1,1981,17,7.2,0
1943035,1,1981,18,0.0,1
1943035,1,1981,19,0.0,1
1943035,1,1981,20,0.0,1
1943035,1,1981,21,0.0,1
1943035,1,1981,22,4.0,0
1943035,1,1981,23,4.4,0
1943035,1,1981,24,3.0,0
1943035,1,1981,25,3.1,0
1943035,1,1981,26,28.0,0
1943035,1,1981,27,4.3,0
1943035,1,1981,28,5.2,0
1943035,1,1981,29,0.0,1
1943035,1,1981,30,0.0,1
1943035,1,1981,31,0.0,1
1943035,2,1981,1,6.0,0
1943035,2,1981,2,0.0,1
1943035,2,1981,3,0.0,1
1943035,2,1981,4,0.0,1
1943035,2,1981,5,0.0,1
1943035,2,1981,6,0.0,1
1943035,2,1981,7,0.0,1
1943035,2,1981,8,0.0,1
1943035,2,1981,9,0.0,1
1943035,2,1981,10,3.0,0
1943035,2,1981,11,22.0,0
1943035,2,1981,12,12.2,0
1943035,2,1981,13,0.0,1
1943035,2,1981,14,0.0,1
1943035,2,1981,15,0.0,1
