gauge,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,total_pr_tgt,num_days_pr,total_pr_adj,total_pr_diff,num_days_pr_adj,pr_add_per_day,total_pr_readj,num_days_pr_readj,total_pr_diff_again
1943035,01/01/1980,7.34,20.36,0.0,0.0,2.54,0.0,0.0,0.0,4.03,0.57,15.67,43.42,23.99,34.24,4.88,19.51,13.1,21.64,10.33,0.0,0.0,5.95,0.0,0.25,15.45,50.47,21.86,24.1,19.94,0.0,0.0,1,1980,359.63271620944266,20,348.5989781325513,11.033738076891382,19,0.5807230566784938,359.64000000000004,19,-0.01
1943035,01/02/1980,0.0,0.17,31.44,0.73,0.0,0.0,0.0,0.0,0.0,7.09,0.0,0.0,0.0,1.73,6.53,0.28,18.04,13.57,38.26,5.98,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1980,125.55409680232503,10,119.55409680232503,6.0,9,0.6666666666666666,125.55,9,0.0
1943035,01/03/1980,6.13,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,17.79,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1980,47.85206757182565,4,45.250686072732805,2.601381499092845,4,0.6503453747732113,47.85,4,0.0
1943035,01/04/1980,52.68,0.0,109.79,0.0,0.0,9.39,4.28,27.63,0.7,13.0,0.0,1.78,10.2,17.81,0.0,7.09,0.0,9.59,0.9,0.0,1.88,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,,4,1980,267.3309588741764,15,259.22976481373973,8.101194060436683,12,0.6750995050363903,267.32000000000005,12,0.01
1943035,01/05/1980,0.0,0.0,1.97,55.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1980,72.69660346736401,4,69.82711628328592,2.869487184078096,4,0.717371796019524,72.69,4,0.01
1943035,01/06/1980,0.06,2.81,0.0,6.29,2.91,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,2.63,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,35.98,0.0,0.0,0.0,,6,1980,57.31292793543494,7,51.87337173977208,5.43955619566286,7,0.7770794565232657,57.309999999999995,7,0.0
1943035,01/07/1980,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1980,6.933968426134172,2,5.548747958015607,1.3852204681185647,1,1.3852204681185647,6.93,1,0.0
1943035,01/08/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1980,0.0,0,0.0,0.0,0,,0.0,0,0.0
1943035,01/09/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,,9,1980,10.928696643576929,2,9.428696643576929,1.5,2,0.75,10.92,2,0.01
1943035,01/10/1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,8.7,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1980,29.92748147345745,3,28.178776641268055,1.7487048321893965,3,0.5829016107297988,29.919999999999998,3,0.01
