,Unnamed: 0,1980_2000,2030_2050,2040_2060,20302050_to_19802000_ratio,20402060_to_19802000_ratio,20302050_to_19802000_percdelta,20402060_to_19802000_percdelta
0,value,71.74715095238095,80.35919571428572,81.9271642857143,1.1200332647023243,1.141887352991757,12.0,14.2
