gauge,month,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1943035,1,1980,7.38,20.41,0.0,0.0,2.58,0.0,0.0,0.0,4.07,0.0,15.71,43.46,24.04,34.28,4.93,19.55,13.15,21.69,10.37,0.0,0.0,5.99,0.0,0.0,15.5,50.51,21.9,24.14,19.98,0.0,0.0
1943035,2,1980,0.0,0.0,31.97,0.09,0.0,0.0,0.0,0.0,0.0,7.62,0.0,0.0,0.0,0.42,7.06,0.0,18.57,14.1,38.79,6.5,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1943035,3,1980,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,18.26,22.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943035,4,1980,53.13,0.0,110.24,0.0,0.0,9.84,4.73,28.08,0.06,13.45,0.0,0.46,10.65,18.26,0.0,7.54,0.0,10.05,0.26,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1943035,5,1980,0.0,0.0,0.62,56.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943035,6,1980,0.0,2.83,0.0,6.31,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,36.0,0.0,0.0,0.0,
1943035,7,1980,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943035,8,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943035,9,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.0,3.74,0.0,0.0,0.0,0.0,
1943035,10,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,8.7,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
