year,num_days_pr,num_days_pr_2030,num_days_pr_2040
1945,74.0,69.67710576277779,68.9400622623153
1946,103.0,96.9829985617042,95.95711368943886
1947,123.0,115.81464876786036,114.58956294952408
1948,98.0,92.27508601016517,91.29900137441756
1949,106.0,99.80774609262762,98.75198107845164
1950,106.0,99.80774609262762,98.75198107845164
1951,84.0,79.09293086585586,78.2562868923579
1952,148.0,139.35421152555557,137.8801245246306
1953,171.0,161.01060926263514,159.3074411737286
1954,142.0,133.7047164637087,132.29038974660503
1955,180.0,169.4848518554054,167.69204334076693
1956,188.0,177.01751193786788,175.14502304480104
1957,248.0,233.51246255633635,231.04237082505668
1958,42.0,39.54646543292793,39.12814344617895
1959,168.0,158.18586173171173,156.5125737847158
1960,98.0,92.27508601016517,91.29900137441756
1961,74.0,69.67710576277779,68.9400622623153
1962,122.0,114.87306625755255,113.65794048651982
1963,41.0,38.60488292262012,38.19652098317469
1964,131.0,123.34730885032282,122.04254265355816
1965,115.0,108.2819886853979,107.13658324548999
1966,87.0,81.91767839677928,81.05115428137069
1967,58.0,54.61178559785285,54.034102854247124
1968,84.0,79.09293086585586,78.2562868923579
1969,102.0,96.0414160513964,95.0254912264346
1970,98.0,92.27508601016517,91.29900137441756
1971,92.0,86.62559094831832,85.70926659639198
1972,123.0,115.81464876786036,114.58956294952408
1973,103.0,96.9829985617042,95.95711368943886
1974,109.0,102.63249362355106,101.54684846746443
1975,114.0,107.3404061750901,106.20496078248573
1976,124.0,116.75623127816817,115.52118541252834
1977,104.0,97.92458107201202,96.88873615244312
1978,132.0,124.28889136063063,122.97416511656242
1979,136.0,128.05522140186187,126.70065496857947
1980,114.0,107.3404061750901,106.20496078248573
1981,133.0,125.23047387093844,123.90578757956668
1982,134.0,126.17205638124625,124.83741004257094
1983,150.0,141.23737654617116,139.7433694506391
1984,97.0,91.33350349985736,90.3673789114133
1985,144.0,135.58788148432433,134.15363467261355
1986,89.0,83.8008434173949,82.9143992073792
1987,194.0,182.66700699971472,180.7347578228266
1988,204.0,192.0828321027928,190.0509824528692
1989,217.0,204.3234047367943,202.1620744719246
1990,190.0,178.90067695848347,177.00826797080956
1991,268.0,252.3441127624925,249.67482008514187
1992,220.0,207.14815226771773,204.95694186093738
1993,87.0,81.91767839677928,81.05115428137069
1994,104.0,97.92458107201202,96.88873615244312
1995,113.0,106.39882366478228,105.27333831948147
1996,112.0,105.45724115447447,104.34171585647721
1997,119.0,112.04831872662913,110.86307309750703
1998,106.0,99.80774609262762,98.75198107845164
1999,93.0,87.56717345862613,86.64088905939626
2000,272.0,256.11044280372374,253.40130993715894
2001,190.0,178.90067695848347,177.00826797080956
2002,240.0,225.9798024738739,223.58939112102257
2003,102.0,96.0414160513964,95.0254912264346
2004,227.0,213.73922983987237,211.4782991019672
2005,147.0,138.41262901524775,136.94850206162633
2006,89.0,83.8008434173949,82.9143992073792
2007,97.0,91.33350349985736,90.3673789114133
2008,120.0,112.98990123693694,111.79469556051129
2009,136.0,128.05522140186187,126.70065496857947
2010,112.0,105.45724115447447,104.34171585647721
2011,112.0,105.45724115447447,104.34171585647721
2012,109.0,102.63249362355106,101.54684846746443
2013,117.0,110.16515370601351,108.9998281714985
2014,32.0,30.13064032984985,29.811918816136345
