,days_over,return_period
0,3.0,5
1,2.0,3
2,0.0,1
5,4.0,9
8,5.0,16
10,8.0,55
19,6.0,26
20,1.0,1
146,9.0,84
173,7.0,38
319,11.0,185
573,15.0,714
722,10.0,128
1536,18.0,5000
2012,12.0,294
2205,14.0,434
3401,17.0,2000
3864,13.0,370
3984,16.0,1250
