,days_over,return_period
0,0.0,1.0001
1,1.0,4.219831223628692
2,2.0,9.026173285198556
3,3.0,16.13064516129032
4,4.0,28.411931818181817
5,5.0,47.39810426540284
6,6.0,76.34351145038168
7,7.0,126.59493670886076
8,8.0,188.69811320754718
9,9.0,294.1470588235294
10,10.0,400.04
11,11.0,625.0625
12,12.0,714.3571428571429
13,14.0,1666.8333333333333
14,16.0,2500.25
15,17.0,5000.5
16,18.0,10001.0
