days_over,return_period,subset
0.0,1.0333333333333334,1
1.0,2.066666666666667,1
2.0,2.3846153846153846,1
3.0,3.1,1
4.0,4.428571428571429,1
6.0,6.2,1
8.0,7.75,1
9.0,15.5,1
12.0,31.0,1
0.0,1.0333333333333334,2
1.0,2.3846153846153846,2
2.0,3.875,2
3.0,4.428571428571429,2
4.0,10.333333333333334,2
7.0,31.0,2
0.0,1.0333333333333334,3
1.0,1.9375,3
2.0,2.8181818181818183,3
3.0,5.166666666666667,3
4.0,7.75,3
10.0,10.333333333333334,3
16.0,15.5,3
20.0,31.0,3
0.0,1.0333333333333334,4
1.0,1.631578947368421,4
2.0,2.5833333333333335,4
3.0,5.166666666666667,4
4.0,6.2,4
5.0,10.333333333333334,4
7.0,15.5,4
0.0,1.0333333333333334,5
1.0,1.631578947368421,5
2.0,2.8181818181818183,5
4.0,7.75,5
5.0,10.333333333333334,5
6.0,15.5,5
10.0,31.0,5
0.0,1.0333333333333334,6
1.0,2.5833333333333335,6
2.0,3.875,6
14.0,31.0,6
0.0,1.0333333333333334,7
1.0,1.55,7
2.0,2.2142857142857144,7
3.0,3.875,7
4.0,5.166666666666667,7
5.0,7.75,7
7.0,15.5,7
8.0,31.0,7
0.0,1.0333333333333334,8
1.0,2.066666666666667,8
2.0,2.8181818181818183,8
3.0,3.875,8
4.0,5.166666666666667,8
5.0,10.333333333333334,8
6.0,15.5,8
8.0,31.0,8
0.0,1.0333333333333334,9
1.0,2.3846153846153846,9
2.0,3.4444444444444446,9
4.0,31.0,9
0.0,1.0333333333333334,10
1.0,2.2142857142857144,10
2.0,3.875,10
3.0,6.2,10
6.0,15.5,10
11.0,31.0,10
0.0,1.0333333333333334,11
1.0,2.2142857142857144,11
2.0,7.75,11
4.0,10.333333333333334,11
5.0,15.5,11
7.0,31.0,11
0.0,1.0333333333333334,12
1.0,1.9375,12
2.0,2.8181818181818183,12
3.0,3.875,12
4.0,5.166666666666667,12
6.0,7.75,12
8.0,10.333333333333334,12
12.0,15.5,12
14.0,31.0,12
0.0,1.0333333333333334,13
1.0,1.9375,13
2.0,3.4444444444444446,13
3.0,4.428571428571429,13
4.0,7.75,13
5.0,10.333333333333334,13
6.0,15.5,13
7.0,31.0,13
0.0,1.0333333333333334,14
1.0,1.7222222222222223,14
2.0,2.8181818181818183,14
3.0,5.166666666666667,14
4.0,10.333333333333334,14
5.0,15.5,14
10.0,31.0,14
0.0,1.0333333333333334,15
1.0,1.631578947368421,15
2.0,2.8181818181818183,15
3.0,6.2,15
5.0,15.5,15
14.0,31.0,15
0.0,1.0333333333333334,16
1.0,2.2142857142857144,16
2.0,4.428571428571429,16
3.0,15.5,16
4.0,31.0,16
0.0,1.0333333333333334,17
1.0,1.9375,17
2.0,3.4444444444444446,17
3.0,15.5,17
8.0,31.0,17
0.0,1.0333333333333334,18
1.0,1.9375,18
2.0,2.3846153846153846,18
3.0,3.4444444444444446,18
4.0,6.2,18
5.0,10.333333333333334,18
6.0,31.0,18
0.0,1.0333333333333334,19
1.0,2.5833333333333335,19
2.0,3.875,19
5.0,10.333333333333334,19
6.0,15.5,19
9.0,31.0,19
0.0,1.0333333333333334,20
1.0,1.7222222222222223,20
3.0,3.875,20
4.0,5.166666666666667,20
5.0,10.333333333333334,20
6.0,15.5,20
7.0,31.0,20
0.0,1.0333333333333334,21
1.0,2.2142857142857144,21
2.0,3.875,21
3.0,6.2,21
5.0,7.75,21
6.0,15.5,21
11.0,31.0,21
0.0,1.0333333333333334,22
1.0,1.4761904761904763,22
2.0,2.2142857142857144,22
3.0,3.4444444444444446,22
4.0,6.2,22
5.0,10.333333333333334,22
7.0,15.5,22
0.0,1.0333333333333334,23
1.0,2.066666666666667,23
2.0,3.1,23
3.0,5.166666666666667,23
4.0,7.75,23
10.0,31.0,23
0.0,1.0333333333333334,24
1.0,1.4761904761904763,24
2.0,1.9375,24
4.0,3.875,24
5.0,7.75,24
6.0,10.333333333333334,24
11.0,31.0,24
0.0,1.0333333333333334,25
1.0,1.631578947368421,25
2.0,2.5833333333333335,25
3.0,3.1,25
4.0,3.875,25
5.0,7.75,25
8.0,10.333333333333334,25
18.0,31.0,25
0.0,1.0333333333333334,26
1.0,2.066666666666667,26
2.0,5.166666666666667,26
5.0,15.5,26
6.0,31.0,26
0.0,1.0333333333333334,27
1.0,2.3846153846153846,27
2.0,3.875,27
3.0,4.428571428571429,27
4.0,7.75,27
5.0,10.333333333333334,27
6.0,31.0,27
0.0,1.0333333333333334,28
1.0,2.3846153846153846,28
2.0,6.2,28
3.0,10.333333333333334,28
4.0,15.5,28
11.0,31.0,28
0.0,1.0333333333333334,29
1.0,1.9375,29
2.0,2.3846153846153846,29
4.0,4.428571428571429,29
5.0,5.166666666666667,29
6.0,7.75,29
10.0,15.5,29
11.0,31.0,29
0.0,1.0333333333333334,30
1.0,1.7222222222222223,30
2.0,3.1,30
3.0,7.75,30
4.0,10.333333333333334,30
0.0,1.0333333333333334,31
1.0,2.5833333333333335,31
2.0,2.8181818181818183,31
3.0,6.2,31
4.0,7.75,31
6.0,10.333333333333334,31
7.0,15.5,31
10.0,31.0,31
0.0,1.0333333333333334,32
1.0,1.9375,32
2.0,2.8181818181818183,32
3.0,3.4444444444444446,32
4.0,4.428571428571429,32
5.0,5.166666666666667,32
6.0,10.333333333333334,32
11.0,31.0,32
0.0,1.0333333333333334,33
1.0,2.3846153846153846,33
2.0,3.4444444444444446,33
5.0,6.2,33
6.0,10.333333333333334,33
19.0,31.0,33
0.0,1.0333333333333334,34
1.0,2.2142857142857144,34
2.0,3.4444444444444446,34
3.0,5.166666666666667,34
5.0,10.333333333333334,34
7.0,15.5,34
10.0,31.0,34
0.0,1.0333333333333334,35
1.0,2.5833333333333335,35
2.0,3.4444444444444446,35
3.0,6.2,35
4.0,10.333333333333334,35
5.0,15.5,35
11.0,31.0,35
0.0,1.0333333333333334,36
1.0,1.4761904761904763,36
2.0,3.1,36
3.0,4.428571428571429,36
4.0,7.75,36
5.0,15.5,36
14.0,31.0,36
0.0,1.0333333333333334,37
1.0,1.9375,37
2.0,3.4444444444444446,37
3.0,10.333333333333334,37
5.0,15.5,37
10.0,31.0,37
0.0,1.0333333333333334,38
1.0,1.8235294117647058,38
2.0,3.1,38
3.0,4.428571428571429,38
4.0,7.75,38
5.0,10.333333333333334,38
8.0,31.0,38
0.0,1.0333333333333334,39
1.0,2.066666666666667,39
2.0,6.2,39
4.0,31.0,39
0.0,1.0333333333333334,40
1.0,2.5833333333333335,40
2.0,6.2,40
4.0,15.5,40
10.0,31.0,40
0.0,1.0333333333333334,41
1.0,1.8235294117647058,41
2.0,3.875,41
3.0,6.2,41
6.0,15.5,41
14.0,31.0,41
0.0,1.0333333333333334,42
1.0,2.066666666666667,42
2.0,2.5833333333333335,42
3.0,4.428571428571429,42
5.0,7.75,42
8.0,15.5,42
9.0,31.0,42
0.0,1.0333333333333334,43
1.0,2.5833333333333335,43
2.0,7.75,43
4.0,15.5,43
5.0,31.0,43
0.0,1.0333333333333334,44
1.0,2.8181818181818183,44
2.0,7.75,44
3.0,10.333333333333334,44
6.0,31.0,44
0.0,1.0333333333333334,45
1.0,1.9375,45
2.0,3.1,45
4.0,4.428571428571429,45
5.0,15.5,45
10.0,31.0,45
0.0,1.0333333333333334,46
1.0,1.9375,46
2.0,2.3846153846153846,46
3.0,3.4444444444444446,46
4.0,6.2,46
5.0,7.75,46
7.0,15.5,46
0.0,1.0333333333333334,47
1.0,2.2142857142857144,47
2.0,3.4444444444444446,47
3.0,6.2,47
4.0,10.333333333333334,47
5.0,15.5,47
6.0,31.0,47
0.0,1.0333333333333334,48
1.0,2.5833333333333335,48
2.0,5.166666666666667,48
3.0,7.75,48
4.0,10.333333333333334,48
5.0,31.0,48
0.0,1.0333333333333334,49
1.0,2.066666666666667,49
2.0,3.1,49
3.0,4.428571428571429,49
4.0,7.75,49
5.0,10.333333333333334,49
7.0,15.5,49
9.0,31.0,49
0.0,1.0333333333333334,50
1.0,2.3846153846153846,50
2.0,4.428571428571429,50
3.0,15.5,50
5.0,31.0,50
0.0,1.0333333333333334,51
1.0,1.8235294117647058,51
2.0,2.5833333333333335,51
3.0,3.875,51
4.0,5.166666666666667,51
5.0,10.333333333333334,51
9.0,15.5,51
10.0,31.0,51
0.0,1.0333333333333334,52
1.0,2.066666666666667,52
2.0,3.4444444444444446,52
3.0,7.75,52
4.0,10.333333333333334,52
5.0,15.5,52
9.0,31.0,52
0.0,1.0333333333333334,53
1.0,1.4090909090909092,53
2.0,2.3846153846153846,53
3.0,5.166666666666667,53
4.0,6.2,53
5.0,10.333333333333334,53
7.0,15.5,53
9.0,31.0,53
0.0,1.0333333333333334,54
1.0,2.066666666666667,54
2.0,3.1,54
3.0,4.428571428571429,54
4.0,7.75,54
12.0,31.0,54
0.0,1.0333333333333334,55
1.0,1.7222222222222223,55
2.0,2.8181818181818183,55
3.0,3.4444444444444446,55
4.0,5.166666666666667,55
5.0,10.333333333333334,55
7.0,31.0,55
0.0,1.0333333333333334,56
1.0,1.8235294117647058,56
2.0,2.8181818181818183,56
3.0,6.2,56
4.0,10.333333333333334,56
5.0,15.5,56
0.0,1.0333333333333334,57
1.0,1.8235294117647058,57
2.0,5.166666666666667,57
3.0,10.333333333333334,57
6.0,31.0,57
0.0,1.0333333333333334,58
1.0,1.8235294117647058,58
2.0,3.4444444444444446,58
3.0,5.166666666666667,58
4.0,6.2,58
5.0,7.75,58
6.0,10.333333333333334,58
8.0,15.5,58
0.0,1.0333333333333334,59
1.0,2.066666666666667,59
2.0,5.166666666666667,59
4.0,6.2,59
6.0,10.333333333333334,59
15.0,31.0,59
0.0,1.0333333333333334,60
1.0,1.7222222222222223,60
2.0,2.2142857142857144,60
3.0,5.166666666666667,60
4.0,10.333333333333334,60
8.0,31.0,60
0.0,1.0333333333333334,61
1.0,1.4090909090909092,61
2.0,2.5833333333333335,61
3.0,3.4444444444444446,61
5.0,10.333333333333334,61
7.0,15.5,61
0.0,1.0333333333333334,62
1.0,1.8235294117647058,62
2.0,2.8181818181818183,62
3.0,5.166666666666667,62
4.0,6.2,62
5.0,15.5,62
9.0,31.0,62
0.0,1.0333333333333334,63
1.0,1.55,63
2.0,2.066666666666667,63
3.0,3.1,63
4.0,4.428571428571429,63
5.0,7.75,63
7.0,15.5,63
0.0,1.0333333333333334,64
1.0,1.8235294117647058,64
2.0,3.875,64
3.0,6.2,64
4.0,7.75,64
7.0,15.5,64
12.0,31.0,64
0.0,1.0333333333333334,65
1.0,1.9375,65
2.0,3.4444444444444446,65
3.0,5.166666666666667,65
4.0,7.75,65
6.0,10.333333333333334,65
11.0,15.5,65
16.0,31.0,65
0.0,1.0333333333333334,66
1.0,2.066666666666667,66
2.0,3.1,66
3.0,4.428571428571429,66
4.0,6.2,66
5.0,15.5,66
6.0,31.0,66
0.0,1.0333333333333334,67
1.0,2.3846153846153846,67
2.0,6.2,67
3.0,10.333333333333334,67
0.0,1.0333333333333334,68
1.0,1.9375,68
2.0,2.8181818181818183,68
3.0,3.4444444444444446,68
4.0,7.75,68
9.0,31.0,68
0.0,1.0333333333333334,69
1.0,1.631578947368421,69
2.0,2.2142857142857144,69
3.0,3.875,69
4.0,7.75,69
5.0,10.333333333333334,69
8.0,15.5,69
28.0,31.0,69
0.0,1.0333333333333334,70
1.0,1.631578947368421,70
2.0,3.4444444444444446,70
3.0,7.75,70
4.0,10.333333333333334,70
5.0,31.0,70
0.0,1.0333333333333334,71
1.0,2.2142857142857144,71
2.0,3.4444444444444446,71
3.0,6.2,71
4.0,15.5,71
0.0,1.0333333333333334,72
1.0,2.2142857142857144,72
2.0,7.75,72
3.0,10.333333333333334,72
5.0,15.5,72
6.0,31.0,72
0.0,1.0333333333333334,73
1.0,1.8235294117647058,73
2.0,2.8181818181818183,73
3.0,3.875,73
4.0,6.2,73
5.0,7.75,73
7.0,10.333333333333334,73
9.0,15.5,73
11.0,31.0,73
0.0,1.0333333333333334,74
1.0,1.7222222222222223,74
2.0,3.875,74
4.0,6.2,74
5.0,7.75,74
6.0,15.5,74
9.0,31.0,74
0.0,1.0333333333333334,75
1.0,1.631578947368421,75
2.0,2.8181818181818183,75
3.0,5.166666666666667,75
4.0,7.75,75
6.0,10.333333333333334,75
7.0,15.5,75
8.0,31.0,75
0.0,1.0333333333333334,76
1.0,1.8235294117647058,76
2.0,3.875,76
3.0,7.75,76
4.0,31.0,76
0.0,1.0333333333333334,77
1.0,2.8181818181818183,77
2.0,4.428571428571429,77
3.0,7.75,77
6.0,31.0,77
0.0,1.0333333333333334,78
1.0,1.8235294117647058,78
2.0,3.4444444444444446,78
3.0,4.428571428571429,78
4.0,5.166666666666667,78
5.0,7.75,78
6.0,10.333333333333334,78
7.0,15.5,78
9.0,31.0,78
0.0,1.0333333333333334,79
1.0,2.3846153846153846,79
2.0,4.428571428571429,79
3.0,15.5,79
4.0,31.0,79
0.0,1.0333333333333334,80
1.0,2.5833333333333335,80
2.0,4.428571428571429,80
3.0,6.2,80
5.0,15.5,80
10.0,31.0,80
0.0,1.0333333333333334,81
1.0,2.2142857142857144,81
2.0,3.4444444444444446,81
3.0,5.166666666666667,81
4.0,10.333333333333334,81
5.0,15.5,81
8.0,31.0,81
0.0,1.0333333333333334,82
1.0,2.5833333333333335,82
2.0,3.875,82
3.0,5.166666666666667,82
4.0,10.333333333333334,82
11.0,15.5,82
18.0,31.0,82
0.0,1.0333333333333334,83
1.0,1.631578947368421,83
2.0,2.3846153846153846,83
3.0,4.428571428571429,83
4.0,10.333333333333334,83
5.0,15.5,83
8.0,31.0,83
0.0,1.0333333333333334,84
1.0,2.2142857142857144,84
2.0,3.1,84
3.0,3.875,84
4.0,4.428571428571429,84
5.0,6.2,84
11.0,15.5,84
17.0,31.0,84
0.0,1.0333333333333334,85
1.0,3.1,85
2.0,6.2,85
3.0,7.75,85
4.0,10.333333333333334,85
5.0,31.0,85
0.0,1.0333333333333334,86
1.0,1.8235294117647058,86
2.0,4.428571428571429,86
