,days_over,return_period
0,2.0,3
1,0.0,1
8,14.0,119
9,1.0,2
10,4.0,8
11,11.0,64
13,3.0,5
19,6.0,17
28,12.0,81
34,20.0,526
46,5.0,11
69,18.0,322
71,9.0,38
147,7.0,23
164,10.0,51
169,25.0,2000
218,15.0,158
222,8.0,30
232,17.0,263
674,13.0,95
784,19.0,454
1433,22.0,769
1537,16.0,200
5584,28.0,10001
5965,24.0,1428
6324,33.0,0
6547,26.0,2500
8239,27.0,3333
8718,23.0,1250
