,days_over,return_period
0,0.0,1
1,1.0,2
2,2.0,3
3,3.0,6
4,4.0,11
5,5.0,19
6,6.0,30
7,7.0,42
8,8.0,61
9,9.0,86
10,10.0,140
11,11.0,238
12,12.0,333
13,13.0,434
14,14.0,588
15,15.0,714
16,16.0,1111
17,17.0,1666
18,20.0,2500
19,23.0,10001
