,days_over,return_period
0,3.0,8
1,2.0,2
2,0.0,1
4,1.0,1
11,4.0,28
73,5.0,103
430,6.0,384
1507,10.0,5000
2564,7.0,1000
8344,8.0,2500
9618,9.0,3333
