,days_over,return_period
0,1.0,2
1,0.0,1
9,4.0,9
11,7.0,31
18,6.0,21
19,2.0,3
27,3.0,6
53,5.0,15
55,10.0,78
65,11.0,102
85,12.0,133
87,17.0,555
110,8.0,42
164,13.0,163
474,14.0,217
789,9.0,56
902,18.0,909
933,20.0,2500
2487,16.0,454
3319,19.0,1666
4009,15.0,357
8079,21.0,5000
9904,23.0,0
