,days_over,return_period
0,1.0,1
1,5.0,7
2,0.0,1
3,2.0,2
7,4.0,5
11,9.0,25
13,3.0,3
17,10.0,35
38,7.0,14
43,8.0,19
83,6.0,10
112,12.0,65
249,13.0,84
258,16.0,212
260,20.0,555
385,19.0,416
438,11.0,49
498,15.0,158
611,14.0,123
907,21.0,909
1014,17.0,270
1078,18.0,333
1846,24.0,3333
2205,22.0,1428
2779,33.0,0
2840,26.0,5000
3319,31.0,10001
9962,23.0,2500
