,days_over,return_period
0,0.0,1
1,1.0,4
8,2.0,9
9,7.0,92
26,3.0,16
35,4.0,27
59,6.0,63
218,10.0,196
219,5.0,44
427,11.0,250
562,8.0,137
648,16.0,714
785,15.0,666
840,29.0,10001
878,14.0,434
1117,12.0,322
1660,21.0,2000
1734,22.0,2500
2285,19.0,1428
2865,9.0,185
3584,13.0,370
4247,18.0,1111
6348,25.0,5000
