,days_over,return_period
0,1.0,1
1,4.0,4
2,0.0,1
3,5.0,5
7,3.0,3
9,2.0,2
19,8.0,13
24,35.0,10001
25,6.0,7
38,7.0,10
45,14.0,65
48,12.0,43
80,9.0,19
158,10.0,25
278,22.0,333
369,13.0,54
606,27.0,555
645,11.0,32
705,17.0,120
739,19.0,185
787,26.0,500
792,16.0,99
937,28.0,714
1030,21.0,277
1182,15.0,78
1597,18.0,144
2359,20.0,212
2384,30.0,1000
2527,31.0,1428
3012,24.0,434
3054,29.0,833
4239,36.0,0
4869,32.0,2000
5217,34.0,5000
5730,33.0,2500
6779,23.0,400
