,days_over,return_period
0,23.0,144
1,2.0,1
2,1.0,1
4,0.0,1
8,13.0,18
10,7.0,4
11,5.0,2
14,4.0,2
15,3.0,1
17,6.0,3
37,8.0,5
40,10.0,9
53,15.0,28
73,11.0,12
74,12.0,15
87,9.0,7
88,19.0,73
92,14.0,22
123,18.0,58
133,21.0,102
205,24.0,175
222,20.0,88
264,16.0,35
301,17.0,44
515,32.0,1000
549,30.0,500
785,22.0,123
1049,28.0,303
1082,38.0,10001
2314,27.0,270
2616,34.0,1428
2651,29.0,370
2754,31.0,625
3214,25.0,227
4604,35.0,2000
5062,33.0,1250
6600,41.0,0
8359,26.0,263
