,days_over,return_period
0,3.0,4
1,1.0,2
3,4.0,6
4,0.0,1
7,2.0,3
8,15.0,83
14,10.0,28
18,8.0,19
57,9.0,23
80,11.0,34
93,5.0,8
108,6.0,11
164,7.0,14
185,29.0,1000
205,12.0,44
218,19.0,169
232,13.0,56
258,24.0,434
362,17.0,114
503,14.0,65
549,16.0,103
840,27.0,909
1020,21.0,243
1178,18.0,135
1184,22.0,312
1703,30.0,1666
2075,25.0,555
2135,44.0,0
2205,36.0,5000
2657,20.0,217
4461,33.0,3333
4785,23.0,384
4878,31.0,2500
5537,39.0,10001
5757,26.0,714
