,days_over,return_period
0,7.0,44
1,1.0,1
2,0.0,1
8,6.0,25
15,3.0,4
16,4.0,8
27,2.0,2
32,10.0,172
41,5.0,15
191,9.0,114
306,8.0,71
866,11.0,250
1052,12.0,333
1219,14.0,714
2729,17.0,2000
4201,18.0,5000
4439,15.0,1250
6127,13.0,666
9447,20.0,10001
