,days_over,return_period,site
3389,10.0,105.28947368421052,156
3390,11.0,125.03125,156
3391,12.0,153.8846153846154,156
3392,13.0,166.70833333333334,156
3393,14.0,200.05,156
3394,16.0,285.7857142857143,156
3395,17.0,444.55555555555554,156
3396,18.0,500.125,156
3397,19.0,666.8333333333334,156
3398,20.0,1333.6666666666667,156
3399,21.0,2000.5,156
3400,23.0,4001.0,156
3401,0.0,1.00025,157
3402,1.0,2.492834890965732,157
3403,2.0,4.690504103165299,157
3404,3.0,7.860510805500982,157
3405,4.0,12.124242424242425,157
3406,5.0,18.784037558685448,157
3407,6.0,29.419117647058822,157
3408,7.0,40.01,157
3409,8.0,62.515625,157
3410,9.0,81.65306122448979,157
3411,10.0,111.13888888888889,157
3412,11.0,142.89285714285714,157
3413,12.0,200.05,157
3414,13.0,266.73333333333335,157
3415,14.0,285.7857142857143,157
3416,15.0,307.7692307692308,157
3417,16.0,333.4166666666667,157
3418,18.0,500.125,157
3419,19.0,571.5714285714286,157
3420,20.0,800.2,157
3421,21.0,1000.25,157
3422,23.0,1333.6666666666667,157
3423,25.0,2000.5,157
3424,0.0,1.00025,158
3425,1.0,2.948415622697126,158
3426,2.0,5.189364461738003,158
3427,3.0,8.232510288065845,158
3428,4.0,12.7015873015873,158
3429,5.0,17.471615720524017,158
3430,6.0,24.69753086419753,158
3431,7.0,30.310606060606062,158
3432,8.0,37.74528301886792,158
3433,9.0,50.0125,158
3434,10.0,64.53225806451613,158
3435,11.0,100.025,158
3436,12.0,117.67647058823529,158
3437,13.0,148.1851851851852,158
3438,14.0,166.70833333333334,158
3439,15.0,200.05,158
3440,16.0,235.35294117647058,158
3441,17.0,250.0625,158
3442,18.0,444.55555555555554,158
3443,19.0,571.5714285714286,158
3444,21.0,1000.25,158
3445,24.0,1333.6666666666667,158
3446,26.0,2000.5,158
3447,29.0,4001.0,158
3448,0.0,1.00025,159
3449,1.0,2.5581841432225065,159
3450,2.0,4.562143671607754,159
3451,3.0,7.4230055658627085,159
3452,4.0,11.943283582089553,159
3453,5.0,17.245689655172413,159
3454,6.0,24.102409638554217,159
3455,7.0,34.491379310344826,159
3456,8.0,51.294871794871796,159
3457,9.0,66.68333333333334,159
3458,10.0,111.13888888888889,159
3459,11.0,129.06451612903226,159
3460,12.0,166.70833333333334,159
3461,13.0,266.73333333333335,159
3462,14.0,363.72727272727275,159
3463,16.0,444.55555555555554,159
3464,18.0,666.8333333333334,159
3465,20.0,1000.25,159
3466,27.0,2000.5,159
3467,28.0,4001.0,159
3468,0.0,1.00025,160
3469,1.0,2.26685552407932,160
3470,2.0,4.353645266594124,160
3471,3.0,7.799220272904483,160
3472,4.0,12.7015873015873,160
3473,5.0,20.105527638190956,160
3474,6.0,27.97902097902098,160
3475,7.0,42.56382978723404,160
3476,8.0,57.98550724637681,160
3477,9.0,100.025,160
3478,10.0,142.89285714285714,160
3479,11.0,166.70833333333334,160
3480,12.0,200.05,160
3481,13.0,266.73333333333335,160
3482,14.0,333.4166666666667,160
3483,15.0,400.1,160
3484,16.0,571.5714285714286,160
3485,17.0,1000.25,160
3486,19.0,1333.6666666666667,160
3487,22.0,4001.0,160
3488,0.0,1.00025,161
3489,1.0,2.411693791440627,161
3490,2.0,4.43569844789357,161
3491,3.0,7.196043165467626,161
3492,4.0,11.3342776203966,161
3493,5.0,17.17167381974249,161
3494,6.0,23.95808383233533,161
3495,7.0,34.1965811965812,161
3496,8.0,51.294871794871796,161
3497,9.0,68.98275862068965,161
3498,10.0,93.04651162790698,161
3499,11.0,137.9655172413793,161
3500,12.0,148.1851851851852,161
3501,13.0,181.86363636363637,161
3502,14.0,235.35294117647058,161
3503,15.0,285.7857142857143,161
3504,16.0,363.72727272727275,161
3505,17.0,400.1,161
3506,18.0,571.5714285714286,161
3507,19.0,800.2,161
3508,22.0,4001.0,161
3509,0.0,1.00025,162
3510,1.0,2.556549520766773,162
3511,2.0,4.52090395480226,162
3512,3.0,7.019298245614035,162
3513,4.0,11.144846796657381,162
3514,5.0,16.670833333333334,162
3515,6.0,24.54601226993865,162
3516,7.0,34.491379310344826,162
3517,8.0,48.792682926829265,162
3518,9.0,63.507936507936506,162
3519,10.0,83.35416666666667,162
3520,11.0,97.58536585365853,162
3521,12.0,129.06451612903226,162
3522,13.0,148.1851851851852,162
3523,14.0,190.52380952380952,162
3524,15.0,210.57894736842104,162
3525,16.0,307.7692307692308,162
3526,17.0,444.55555555555554,162
3527,19.0,666.8333333333334,162
3528,21.0,800.2,162
3529,25.0,1333.6666666666667,162
3530,26.0,2000.5,162
3531,28.0,4001.0,162
3532,0.0,1.00025,163
3533,1.0,2.670894526034713,163
3534,2.0,4.6850117096018735,163
3535,3.0,7.341284403669725,163
3536,4.0,10.726541554959786,163
3537,5.0,15.155303030303031,163
3538,6.0,22.35195530726257,163
3539,7.0,29.85820895522388,163
3540,8.0,43.02150537634409,163
3541,9.0,50.64556962025316,163
3542,10.0,68.98275862068965,163
3543,11.0,81.65306122448979,163
3544,12.0,93.04651162790698,163
3545,13.0,105.28947368421052,163
3546,14.0,148.1851851851852,163
3547,15.0,200.05,163
3548,16.0,222.27777777777777,163
3549,17.0,285.7857142857143,163
3550,18.0,333.4166666666667,163
3551,19.0,400.1,163
3552,20.0,444.55555555555554,163
3553,21.0,666.8333333333334,163
3554,23.0,800.2,163
3555,24.0,1000.25,163
3556,25.0,1333.6666666666667,163
3557,27.0,2000.5,163
3558,28.0,4001.0,163
3559,0.0,1.00025,164
3560,1.0,2.763121546961326,164
3561,2.0,4.84969696969697,164
3562,3.0,7.829745596868885,164
3563,4.0,11.530259365994237,164
3564,5.0,15.876984126984127,164
3565,6.0,24.396341463414632,164
3566,7.0,30.541984732824428,164
3567,8.0,40.01,164
3568,9.0,46.52325581395349,164
3569,10.0,67.8135593220339,164
3570,11.0,81.65306122448979,164
3571,12.0,100.025,164
3572,13.0,117.67647058823529,164
3573,14.0,153.8846153846154,164
3574,15.0,200.05,164
3575,16.0,222.27777777777777,164
3576,17.0,307.7692307692308,164
3577,18.0,333.4166666666667,164
3578,20.0,400.1,164
3579,21.0,571.5714285714286,164
3580,22.0,666.8333333333334,164
3581,23.0,800.2,164
3582,24.0,1000.25,164
3583,25.0,1333.6666666666667,164
3584,28.0,4001.0,164
3585,0.0,1.00025,165
3586,1.0,2.7862116991643453,165
3587,2.0,4.751781472684086,165
3588,3.0,7.635496183206107,165
3589,4.0,11.733137829912023,165
3590,5.0,17.0982905982906,165
3591,6.0,22.6045197740113,165
3592,7.0,31.015503875968992,165
3593,8.0,40.41414141414141,165
3594,9.0,56.352112676056336,165
3595,10.0,80.02,165
3596,11.0,93.04651162790698,165
3597,12.0,121.24242424242425,165
3598,13.0,137.9655172413793,165
3599,14.0,160.04,165
3600,15.0,222.27777777777777,165
3601,16.0,333.4166666666667,165
3602,17.0,363.72727272727275,165
3603,18.0,400.1,165
3604,20.0,571.5714285714286,165
3605,21.0,800.2,165
3606,24.0,2000.5,165
3607,0.0,1.00025,166
3608,1.0,2.725476839237057,166
3609,2.0,4.668611435239207,166
3610,3.0,7.753875968992248,166
3611,4.0,11.49712643678161,166
3612,5.0,16.953389830508474,166
3613,6.0,23.53529411764706,166
3614,7.0,32.266129032258064,166
3615,8.0,41.677083333333336,166
3616,9.0,56.352112676056336,166
3617,10.0,76.9423076923077,166
3618,11.0,105.28947368421052,166
3619,12.0,153.8846153846154,166
3620,13.0,181.86363636363637,166
3621,14.0,235.35294117647058,166
3622,15.0,333.4166666666667,166
3623,16.0,400.1,166
3624,17.0,571.5714285714286,166
3625,18.0,800.2,166
3626,21.0,2000.5,166
3627,24.0,4001.0,166
3628,0.0,1.00025,167
3629,1.0,2.687038280725319,167
3630,2.0,4.785885167464115,167
3631,3.0,7.845098039215686,167
3632,4.0,11.872403560830861,167
3633,5.0,17.54824561403509,167
3634,6.0,23.81547619047619,167
3635,7.0,28.992753623188406,167
3636,8.0,38.10476190476191,167
3637,9.0,54.067567567567565,167
3638,10.0,75.49056603773585,167
3639,11.0,100.025,167
3640,12.0,137.9655172413793,167
3641,13.0,190.52380952380952,167
3642,14.0,266.73333333333335,167
3643,15.0,444.55555555555554,167
3644,16.0,500.125,167
3645,17.0,666.8333333333334,167
3646,18.0,1333.6666666666667,167
3647,20.0,2000.5,167
3648,21.0,4001.0,167
3649,0.0,1.00025,168
3650,1.0,2.988050784167289,168
3651,2.0,5.13607188703466,168
3652,3.0,8.249484536082473,168
3653,4.0,12.823717948717949,168
3654,5.0,18.186363636363637,168
3655,6.0,24.850931677018632,168
3656,7.0,32.795081967213115,168
3657,8.0,42.11578947368421,168
3658,9.0,52.64473684210526,168
3659,10.0,62.515625,168
3660,11.0,81.65306122448979,168
3661,12.0,105.28947368421052,168
3662,13.0,125.03125,168
3663,14.0,133.36666666666667,168
3664,15.0,173.95652173913044,168
3665,16.0,250.0625,168
3666,17.0,333.4166666666667,168
3667,18.0,500.125,168
3668,19.0,800.2,168
3669,20.0,1000.25,168
3670,23.0,1333.6666666666667,168
3671,26.0,2000.5,168
3672,28.0,4001.0,168
3673,0.0,1.00025,169
3674,1.0,2.642668428005284,169
3675,2.0,4.690504103165299,169
3676,3.0,7.592030360531309,169
3677,4.0,11.23876404494382,169
3678,5.0,17.245689655172413,169
3679,6.0,23.674556213017752,169
3680,7.0,33.06611570247934,169
3681,8.0,45.46590909090909,169
3682,9.0,64.53225806451613,169
3683,10.0,81.65306122448979,169
3684,11.0,108.13513513513513,169
3685,12.0,142.89285714285714,169
3686,13.0,200.05,169
3687,14.0,307.7692307692308,169
3688,15.0,333.4166666666667,169
3689,16.0,500.125,169
3690,18.0,666.8333333333334,169
3691,19.0,1000.25,169
3692,23.0,1333.6666666666667,169
3693,24.0,2000.5,169
3694,33.0,4001.0,169
3695,0.0,1.00025,170
3696,1.0,2.5581841432225065,170
3697,2.0,4.572571428571429,170
3698,3.0,7.4230055658627085,170
3699,4.0,11.23876404494382,170
3700,5.0,16.670833333333334,170
3701,6.0,22.227777777777778,170
3702,7.0,32.008,170
3703,8.0,44.455555555555556,170
3704,9.0,63.507936507936506,170
3705,10.0,85.12765957446808,170
3706,11.0,102.58974358974359,170
3707,12.0,125.03125,170
3708,13.0,166.70833333333334,170
3709,14.0,200.05,170
3710,15.0,266.73333333333335,170
3711,16.0,363.72727272727275,170
3712,17.0,444.55555555555554,170
3713,18.0,500.125,170
3714,20.0,1000.25,170
3715,21.0,1333.6666666666667,170
3716,23.0,2000.5,170
3717,26.0,4001.0,170
3718,0.0,1.00025,171
3719,1.0,2.65142478462558,171
3720,2.0,4.67953216374269,171
3721,3.0,7.3683241252302025,171
3722,4.0,10.931693989071038,171
3723,5.0,16.19838056680162,171
3724,6.0,24.396341463414632,171
3725,7.0,31.2578125,171
3726,8.0,45.98850574712644,171
3727,9.0,56.352112676056336,171
3728,10.0,80.02,171
3729,11.0,90.93181818181819,171
3730,12.0,133.36666666666667,171
3731,13.0,153.8846153846154,171
3732,14.0,190.52380952380952,171
3733,15.0,235.35294117647058,171
3734,16.0,285.7857142857143,171
3735,17.0,444.55555555555554,171
3736,18.0,571.5714285714286,171
3737,19.0,666.8333333333334,171
3738,21.0,800.2,171
3739,22.0,1000.25,171
3740,25.0,1333.6666666666667,171
3741,26.0,4001.0,171
3742,0.0,1.00025,172
3743,1.0,2.7959468902865128,172
3744,2.0,4.663170163170163,172
3745,3.0,7.222021660649819,172
3746,4.0,10.473821989528796,172
3747,5.0,14.088028169014084,172
3748,6.0,19.806930693069308,172
3749,7.0,25.81290322580645,172
3750,8.0,36.04504504504504,172
3751,9.0,47.63095238095238,172
3752,10.0,67.8135593220339,172
3753,11.0,75.49056603773585,172
3754,12.0,105.28947368421052,172
3755,13.0,133.36666666666667,172
3756,14.0,142.89285714285714,172
3757,15.0,210.57894736842104,172
3758,16.0,266.73333333333335,172
3759,17.0,307.7692307692308,172
3760,18.0,363.72727272727275,172
3761,19.0,400.1,172
3762,20.0,571.5714285714286,172
3763,22.0,666.8333333333334,172
3764,24.0,800.2,172
3765,25.0,1333.6666666666667,172
3766,28.0,2000.5,172
3767,0.0,1.00025,173
3768,1.0,2.6997300944669367,173
3769,2.0,4.657741559953434,173
3770,3.0,7.144642857142857,173
3771,4.0,10.612732095490717,173
3772,5.0,14.655677655677655,173
3773,6.0,22.35195530726257,173
3774,7.0,30.541984732824428,173
3775,8.0,40.41414141414141,173
3776,9.0,44.95505617977528,173
3777,10.0,60.621212121212125,173
3778,11.0,81.65306122448979,173
3779,12.0,114.31428571428572,173
3780,13.0,121.24242424242425,173
3781,14.0,142.89285714285714,173
3782,15.0,200.05,173
3783,16.0,285.7857142857143,173
3784,17.0,363.72727272727275,173
3785,18.0,500.125,173
3786,19.0,666.8333333333334,173
3787,20.0,800.2,173
3788,21.0,1000.25,173
3789,25.0,1333.6666666666667,173
3790,26.0,2000.5,173
3791,27.0,4001.0,173
3792,0.0,1.00025,174
3793,1.0,2.797902097902098,174
3794,2.0,4.73491124260355,174
3795,3.0,7.506566604127579,174
3796,4.0,11.083102493074792,174
3797,5.0,15.155303030303031,174
3798,6.0,20.94764397905759,174
3799,7.0,27.217687074829932,174
3800,8.0,39.22549019607843,174
3801,9.0,47.63095238095238,174
3802,10.0,59.71641791044776,174
3803,11.0,76.9423076923077,174
3804,12.0,95.26190476190476,174
3805,13.0,125.03125,174
3806,14.0,148.1851851851852,174
3807,15.0,190.52380952380952,174
3808,16.0,210.57894736842104,174
3809,17.0,285.7857142857143,174
3810,18.0,333.4166666666667,174
3811,19.0,500.125,174
3812,20.0,666.8333333333334,174
3813,21.0,800.2,174
3814,24.0,1000.25,174
3815,26.0,1333.6666666666667,174
3816,27.0,4001.0,174
3817,0.0,1.00025,175
3818,1.0,2.8396025550035486,175
3819,2.0,4.791616766467066,175
3820,3.0,7.3955637707948245,175
3821,4.0,11.175977653631286,175
3822,5.0,15.9402390438247,175
3823,6.0,21.744565217391305,175
3824,7.0,27.97902097902098,175
3825,8.0,37.0462962962963,175
3826,9.0,48.204819277108435,175
3827,10.0,60.621212121212125,175
3828,11.0,71.44642857142857,175
3829,12.0,93.04651162790698,175
3830,13.0,121.24242424242425,175
3831,14.0,142.89285714285714,175
3832,15.0,200.05,175
3833,16.0,250.0625,175
3834,17.0,307.7692307692308,175
3835,18.0,444.55555555555554,175
3836,19.0,571.5714285714286,175
3837,20.0,800.2,175
3838,23.0,1333.6666666666667,175
3839,24.0,2000.5,175
3840,26.0,4001.0,175
3841,0.0,1.00025,176
3842,1.0,2.8416193181818183,176
3843,2.0,4.780167264038232,176
3844,3.0,7.738878143133462,176
3845,4.0,11.49712643678161,176
3846,5.0,15.751968503937007,176
3847,6.0,21.16931216931217,176
3848,7.0,26.85234899328859,176
3849,8.0,34.1965811965812,176
3850,9.0,44.95505617977528,176
3851,10.0,65.59016393442623,176
3852,11.0,83.35416666666667,176
3853,12.0,114.31428571428572,176
3854,13.0,148.1851851851852,176
3855,14.0,173.95652173913044,176
3856,15.0,250.0625,176
3857,16.0,363.72727272727275,176
3858,17.0,444.55555555555554,176
3859,18.0,666.8333333333334,176
3860,19.0,800.2,176
3861,20.0,1000.25,176
3862,23.0,2000.5,176
3863,0.0,1.00025,177
3864,1.0,2.6942760942760944,177
3865,2.0,4.6415313225058,177
3866,3.0,7.5633270321361055,177
3867,4.0,11.563583815028903,177
3868,5.0,16.953389830508474,177
3869,6.0,22.732954545454547,177
3870,7.0,29.204379562043794,177
3871,8.0,37.0462962962963,177
3872,9.0,48.792682926829265,177
3873,10.0,64.53225806451613,177
3874,11.0,78.45098039215686,177
3875,12.0,102.58974358974359,177
3876,13.0,129.06451612903226,177
3877,14.0,153.8846153846154,177
3878,15.0,190.52380952380952,177
3879,16.0,285.7857142857143,177
3880,17.0,333.4166666666667,177
3881,18.0,500.125,177
3882,19.0,571.5714285714286,177
3883,20.0,1000.25,177
3884,22.0,2000.5,177
3885,25.0,4001.0,177
3886,0.0,1.00025,178
3887,1.0,2.845661450924609,178
3888,2.0,4.837968561064087,178
3889,3.0,7.709055876685935,178
3890,4.0,11.175977653631286,178
3891,5.0,15.62890625,178
3892,6.0,22.35195530726257,178
3893,7.0,32.008,178
3894,8.0,40.41414141414141,178
3895,9.0,54.067567567567565,178
3896,10.0,64.53225806451613,178
3897,11.0,83.35416666666667,178
3898,12.0,111.13888888888889,178
3899,13.0,160.04,178
3900,14.0,190.52380952380952,178
3901,15.0,235.35294117647058,178
3902,16.0,400.1,178
3903,17.0,500.125,178
3904,18.0,666.8333333333334,178
3905,19.0,800.2,178
3906,21.0,1333.6666666666667,178
3907,23.0,2000.5,178
3908,33.0,4001.0,178
3909,0.0,1.00025,179
3910,1.0,2.807719298245614,179
3911,2.0,4.939506172839506,179
3912,3.0,7.723938223938224,179
3913,4.0,11.144846796657381,179
3914,5.0,15.814229249011857,179
3915,6.0,21.39572192513369,179
3916,7.0,28.176056338028168,179
3917,8.0,37.74528301886792,179
3918,9.0,51.96103896103896,179
3919,10.0,74.0925925925926,179
3920,11.0,83.35416666666667,179
3921,12.0,105.28947368421052,179
3922,13.0,153.8846153846154,179
3923,14.0,210.57894736842104,179
3924,15.0,235.35294117647058,179
3925,16.0,285.7857142857143,179
3926,17.0,333.4166666666667,179
3927,18.0,444.55555555555554,179
3928,19.0,571.5714285714286,179
3929,20.0,800.2,179
3930,22.0,1333.6666666666667,179
3931,23.0,2000.5,179
3932,28.0,4001.0,179
3933,0.0,1.00025,180
3934,1.0,2.4160628019323673,180
3935,2.0,4.5673515981735155,180
3936,3.0,7.534839924670433,180
3937,4.0,11.872403560830861,180
3938,5.0,17.395652173913042,180
3939,6.0,25.00625,180
3940,7.0,36.706422018348626,180
3941,8.0,56.352112676056336,180
3942,9.0,90.93181818181819,180
3943,10.0,133.36666666666667,180
3944,11.0,160.04,180
3945,12.0,190.52380952380952,180
3946,13.0,266.73333333333335,180
3947,14.0,500.125,180
3948,16.0,1000.25,180
3949,17.0,1333.6666666666667,180
3950,18.0,2000.5,180
3951,26.0,4001.0,180
3952,0.0,1.00025,181
3953,1.0,2.417522658610272,181
3954,2.0,4.5673515981735155,181
3955,3.0,7.891518737672584,181
3956,4.0,12.348765432098766,181
3957,5.0,17.025531914893616,181
3958,6.0,23.53529411764706,181
3959,7.0,32.008,181
3960,8.0,45.46590909090909,181
3961,9.0,62.515625,181
3962,10.0,78.45098039215686,181
3963,11.0,86.97826086956522,181
3964,12.0,102.58974358974359,181
3965,13.0,129.06451612903226,181
3966,14.0,173.95652173913044,181
3967,15.0,250.0625,181
3968,16.0,333.4166666666667,181
3969,17.0,400.1,181
3970,19.0,500.125,181
3971,20.0,571.5714285714286,181
3972,21.0,666.8333333333334,181
3973,22.0,1000.25,181
3974,24.0,1333.6666666666667,181
3975,25.0,2000.5,181
3976,26.0,4001.0,181
3977,0.0,1.00025,182
3978,1.0,2.667333333333333,182
3979,2.0,4.7630952380952385,182
3980,3.0,7.409259259259259,182
3981,4.0,11.207282913165265,182
3982,5.0,15.09811320754717,182
3983,6.0,19.90547263681592,182
3984,7.0,27.593103448275862,182
3985,8.0,36.372727272727275,182
3986,9.0,48.792682926829265,182
3987,10.0,60.621212121212125,182
3988,11.0,83.35416666666667,182
3989,12.0,111.13888888888889,182
3990,13.0,129.06451612903226,182
3991,14.0,153.8846153846154,182
3992,15.0,200.05,182
3993,16.0,250.0625,182
3994,17.0,307.7692307692308,182
3995,18.0,444.55555555555554,182
3996,19.0,500.125,182
3997,20.0,571.5714285714286,182
3998,22.0,800.2,182
3999,27.0,1000.25,182
4000,28.0,4001.0,182
4001,0.0,1.00025,183
4002,1.0,2.7765440666204024,183
4003,2.0,4.64692218350755,183
4004,3.0,7.056437389770723,183
4005,4.0,10.726541554959786,183
4006,5.0,15.568093385214008,183
4007,6.0,20.413265306122447,183
4008,7.0,25.81290322580645,183
4009,8.0,38.10476190476191,183
4010,9.0,50.64556962025316,183
4011,10.0,64.53225806451613,183
4012,11.0,83.35416666666667,183
4013,12.0,121.24242424242425,183
4014,13.0,133.36666666666667,183
4015,14.0,190.52380952380952,183
4016,15.0,235.35294117647058,183
4017,16.0,307.7692307692308,183
4018,17.0,444.55555555555554,183
4019,18.0,500.125,183
4020,19.0,666.8333333333334,183
4021,20.0,800.2,183
4022,21.0,1000.25,183
4023,24.0,1333.6666666666667,183
4024,25.0,2000.5,183
4025,27.0,4001.0,183
4026,0.0,1.00025,184
4027,1.0,2.75171939477304,184
4028,2.0,4.707058823529412,184
4029,3.0,7.354779411764706,184
4030,4.0,10.697860962566844,184
4031,5.0,15.388461538461538,184
4032,6.0,22.227777777777778,184
4033,7.0,30.082706766917294,184
4034,8.0,43.967032967032964,184
4035,9.0,50.0125,184
4036,10.0,75.49056603773585,184
4037,11.0,90.93181818181819,184
4038,12.0,129.06451612903226,184
4039,13.0,160.04,184
4040,14.0,222.27777777777777,184
4041,15.0,285.7857142857143,184
4042,16.0,400.1,184
4043,17.0,444.55555555555554,184
4044,18.0,666.8333333333334,184
4045,19.0,1000.25,184
4046,20.0,1333.6666666666667,184
4047,24.0,2000.5,184
4048,25.0,4001.0,184
4049,0.0,1.00025,185
4050,1.0,2.7939944134078214,185
4051,2.0,4.867396593673966,185
4052,3.0,7.620952380952381,185
4053,4.0,11.3342776203966,185
4054,5.0,16.19838056680162,185
4055,6.0,21.510752688172044,185
4056,7.0,30.310606060606062,185
4057,8.0,37.39252336448598,185
4058,9.0,52.64473684210526,185
4059,10.0,74.0925925925926,185
4060,11.0,90.93181818181819,185
4061,12.0,121.24242424242425,185
4062,13.0,181.86363636363637,185
4063,14.0,210.57894736842104,185
4064,15.0,266.73333333333335,185
4065,16.0,333.4166666666667,185
4066,17.0,444.55555555555554,185
4067,18.0,500.125,185
4068,19.0,1000.25,185
4069,21.0,1333.6666666666667,185
4070,24.0,2000.5,185
4071,0.0,1.00025,186
4072,1.0,2.897175959449674,186
4073,2.0,4.8031212484994,186
4074,3.0,7.534839924670433,186
4075,4.0,11.43142857142857,186
4076,5.0,15.876984126984127,186
4077,6.0,20.105527638190956,186
4078,7.0,26.673333333333332,186
4079,8.0,33.06611570247934,186
4080,9.0,41.24742268041237,186
4081,10.0,56.352112676056336,186
4082,11.0,70.19298245614036,186
4083,12.0,93.04651162790698,186
4084,13.0,117.67647058823529,186
4085,14.0,148.1851851851852,186
4086,15.0,222.27777777777777,186
4087,16.0,235.35294117647058,186
4088,17.0,266.73333333333335,186
4089,18.0,666.8333333333334,186
4090,19.0,800.2,186
4091,20.0,1000.25,186
4092,21.0,1333.6666666666667,186
4093,29.0,2000.5,186
4094,30.0,4001.0,186
4095,0.0,1.00025,187
4096,1.0,2.712542372881356,187
4097,2.0,4.7973621103117505,187
4098,3.0,8.002,187
4099,4.0,11.979041916167665,187
4100,5.0,18.104072398190045,187
4101,6.0,24.24848484848485,187
4102,7.0,30.310606060606062,187
4103,8.0,39.613861386138616,187
4104,9.0,51.294871794871796,187
4105,10.0,66.68333333333334,187
4106,11.0,90.93181818181819,187
4107,12.0,111.13888888888889,187
4108,13.0,137.9655172413793,187
4109,15.0,166.70833333333334,187
4110,16.0,266.73333333333335,187
4111,17.0,400.1,187
4112,18.0,500.125,187
4113,20.0,571.5714285714286,187
4114,21.0,1000.25,187
4115,25.0,2000.5,187
4116,31.0,4001.0,187
4117,0.0,1.00025,188
4118,1.0,2.676254180602007,188
4119,2.0,4.780167264038232,188
4120,3.0,7.577651515151516,188
4121,4.0,10.842818428184282,188
4122,5.0,15.568093385214008,188
4123,6.0,23.53529411764706,188
4124,7.0,31.753968253968253,188
4125,8.0,40.826530612244895,188
4126,9.0,55.56944444444444,188
4127,10.0,70.19298245614036,188
4128,11.0,80.02,188
4129,12.0,100.025,188
4130,13.0,121.24242424242425,188
4131,14.0,142.89285714285714,188
4132,15.0,190.52380952380952,188
4133,16.0,250.0625,188
4134,17.0,363.72727272727275,188
4135,19.0,666.8333333333334,188
4136,20.0,800.2,188
4137,21.0,1000.25,188
4138,25.0,4001.0,188
4139,0.0,1.00025,189
4140,1.0,2.8578571428571427,189
4141,2.0,5.026381909547739,189
4142,3.0,7.679462571976967,189
4143,4.0,11.022038567493112,189
4144,5.0,16.068273092369477,189
4145,6.0,22.86285714285714,189
4146,7.0,31.015503875968992,189
4147,8.0,38.84466019417476,189
4148,9.0,55.56944444444444,189
4149,10.0,70.19298245614036,189
4150,11.0,86.97826086956522,189
4151,12.0,100.025,189
4152,13.0,133.36666666666667,189
4153,14.0,153.8846153846154,189
4154,15.0,181.86363636363637,189
4155,16.0,210.57894736842104,189
4156,17.0,285.7857142857143,189
4157,18.0,444.55555555555554,189
4158,20.0,800.2,189
4159,23.0,1333.6666666666667,189
4160,26.0,2000.5,189
4161,34.0,4001.0,189
4162,0.0,1.00025,190
4163,1.0,2.4015606242497,190
4164,2.0,4.588302752293578,190
4165,3.0,7.6500956022944555,190
4166,4.0,12.782747603833865,190
4167,5.0,18.353211009174313,190
4168,6.0,26.32236842105263,190
4169,7.0,37.39252336448598,190
4170,8.0,54.80821917808219,190
4171,9.0,68.98275862068965,190
4172,10.0,86.97826086956522,190
4173,11.0,129.06451612903226,190
4174,12.0,160.04,190
4175,13.0,222.27777777777777,190
4176,14.0,285.7857142857143,190
4177,15.0,307.7692307692308,190
4178,16.0,400.1,190
4179,17.0,666.8333333333334,190
4180,18.0,1000.25,190
4181,19.0,2000.5,190
4182,22.0,4001.0,190
4183,0.0,1.00025,191
4184,1.0,2.435179549604382,191
4185,2.0,4.50563063063063,191
4186,3.0,7.549056603773585,191
4187,4.0,11.3342776203966,191
4188,5.0,17.32034632034632,191
4189,6.0,24.850931677018632,191
4190,7.0,33.621848739495796,191
4191,8.0,47.63095238095238,191
4192,9.0,81.65306122448979,191
4193,10.0,102.58974358974359,191
4194,11.0,153.8846153846154,191
4195,12.0,235.35294117647058,191
4196,13.0,266.73333333333335,191
4197,14.0,307.7692307692308,191
4198,15.0,363.72727272727275,191
4199,16.0,400.1,191
4200,17.0,500.125,191
4201,18.0,666.8333333333334,191
4202,19.0,1000.25,191
4203,21.0,2000.5,191
4204,23.0,4001.0,191
4205,0.0,1.00025,192
4206,1.0,2.729195088676671,192
4207,2.0,4.740521327014218,192
4208,3.0,7.506566604127579,192
4209,4.0,11.49712643678161,192
4210,5.0,16.88185654008439,192
4211,6.0,22.6045197740113,192
4212,7.0,32.795081967213115,192
4213,8.0,48.792682926829265,192
4214,9.0,63.507936507936506,192
4215,10.0,95.26190476190476,192
4216,11.0,137.9655172413793,192
4217,12.0,181.86363636363637,192
4218,13.0,222.27777777777777,192
4219,14.0,266.73333333333335,192
4220,15.0,307.7692307692308,192
4221,16.0,333.4166666666667,192
4222,17.0,400.1,192
4223,18.0,500.125,192
4224,19.0,666.8333333333334,192
4225,20.0,800.2,192
4226,21.0,1000.25,192
4227,27.0,4001.0,192
4228,0.0,1.00025,193
4229,1.0,2.8018207282913163,193
4230,2.0,4.861482381530984,193
4231,3.0,7.354779411764706,193
4232,4.0,11.207282913165265,193
4233,5.0,16.133064516129032,193
4234,6.0,22.35195530726257,193
4235,7.0,31.503937007874015,193
4236,8.0,43.967032967032964,193
4237,9.0,53.346666666666664,193
4238,10.0,74.0925925925926,193
4239,11.0,86.97826086956522,193
4240,12.0,100.025,193
4241,13.0,121.24242424242425,193
4242,14.0,148.1851851851852,193
4243,15.0,173.95652173913044,193
4244,16.0,210.57894736842104,193
4245,17.0,285.7857142857143,193
4246,18.0,444.55555555555554,193
4247,20.0,800.2,193
4248,22.0,1333.6666666666667,193
4249,23.0,2000.5,193
4250,24.0,4001.0,193
4251,0.0,1.00025,194
4252,1.0,2.6852348993288593,194
4253,2.0,4.885225885225886,194
4254,3.0,7.845098039215686,194
