,days_over,return_period
0,1.0,1
2,0.0,1
4,3.0,6
8,4.0,11
11,15.0,909
22,2.0,3
32,6.0,29
69,10.0,137
106,5.0,18
163,9.0,97
164,8.0,70
441,7.0,44
984,11.0,200
1175,12.0,303
1485,13.0,416
1685,19.0,10001
1900,16.0,1428
2198,14.0,588
5031,17.0,2500
