,days_over,return_period
0,2.0,3
1,1.0,1
2,0.0,1
8,8.0,35
9,4.0,8
11,5.0,12
13,3.0,5
24,7.0,24
38,10.0,63
51,16.0,357
55,9.0,49
69,11.0,81
114,6.0,17
120,13.0,138
437,15.0,250
648,14.0,200
746,18.0,714
757,12.0,108
1763,21.0,1428
2156,17.0,500
3032,32.0,10001
3723,29.0,3333
5102,22.0,1666
5125,19.0,1000
5496,20.0,1250
7980,23.0,2000
8177,24.0,2500
8580,30.0,5000
