,days_over,return_period
0,5.0,4
2,3.0,2
3,1.0,1
7,0.0,1
8,12.0,42
9,2.0,1
17,4.0,3
19,15.0,104
24,9.0,16
51,7.0,8
55,22.0,526
76,6.0,6
92,10.0,21
93,16.0,125
119,8.0,11
121,13.0,57
207,14.0,76
354,19.0,243
389,20.0,285
432,11.0,30
513,28.0,1428
601,17.0,163
746,21.0,357
1150,18.0,192
3837,24.0,833
4083,26.0,1000
4165,32.0,3333
4938,27.0,1250
5381,23.0,714
5960,30.0,2500
6268,37.0,0
9304,34.0,10001
