,days_over,return_period
0,4.0,2
1,3.0,1
2,2.0,1
3,1.0,1
7,11.0,11
8,24.0,175
9,13.0,19
10,0.0,1
11,18.0,53
13,7.0,4
15,9.0,7
17,6.0,3
25,12.0,15
53,10.0,9
57,21.0,97
59,15.0,29
64,8.0,5
81,5.0,2
124,17.0,42
143,14.0,23
221,22.0,126
313,29.0,476
348,16.0,35
445,20.0,80
840,25.0,204
919,19.0,66
940,27.0,312
978,26.0,238
1365,30.0,625
1623,23.0,153
2123,36.0,3333
2155,31.0,1000
2429,33.0,2500
2440,32.0,1250
3578,28.0,370
3712,37.0,5000
7287,52.0,0
8359,39.0,10001
