,days_over,return_period
0,7.0,39
1,0.0,1
4,1.0,3
6,2.0,5
8,4.0,12
11,5.0,17
13,19.0,1111
21,3.0,8
57,6.0,26
77,14.0,303
124,9.0,76
226,8.0,54
329,12.0,185
343,11.0,147
607,16.0,416
640,10.0,105
1350,15.0,370
1454,17.0,526
1660,27.0,10001
2047,21.0,2500
3431,13.0,256
4406,20.0,2000
5859,18.0,833
6064,24.0,5000
