,days_over,return_period
1659,0.0,1
1660,1.0,3
1661,0.0,1
1662,2.0,6
1663,1.0,3
1664,0.0,1
1665,0.0,1
1666,0.0,1
1667,0.0,1
1668,0.0,1
1669,0.0,1
1670,5.0,33
1671,0.0,1
1672,0.0,1
1673,0.0,1
1674,0.0,1
1675,3.0,12
1676,0.0,1
1677,0.0,1
1678,0.0,1
1679,1.0,3
1680,0.0,1
1681,0.0,1
1682,1.0,3
1683,0.0,1
1684,0.0,1
1685,0.0,1
1686,0.0,1
1687,0.0,1
1688,0.0,1
1689,2.0,6
1690,5.0,33
1691,4.0,21
1692,0.0,1
1693,0.0,1
1694,1.0,3
1695,0.0,1
1696,1.0,3
1697,0.0,1
1698,0.0,1
1699,1.0,3
1700,2.0,6
1701,0.0,1
1702,0.0,1
1703,7.0,75
1704,3.0,12
1705,0.0,1
1706,0.0,1
1707,0.0,1
1708,0.0,1
1709,0.0,1
1710,0.0,1
1711,0.0,1
1712,1.0,3
1713,1.0,3
1714,0.0,1
1715,6.0,52
1716,0.0,1
1717,1.0,3
1718,0.0,1
1719,0.0,1
1720,0.0,1
1721,3.0,12
1722,0.0,1
1723,1.0,3
1724,0.0,1
1725,0.0,1
1726,0.0,1
1727,0.0,1
1728,0.0,1
1729,0.0,1
1730,0.0,1
1731,0.0,1
1732,0.0,1
1733,0.0,1
1734,2.0,6
1735,0.0,1
1736,0.0,1
1737,0.0,1
1738,0.0,1
1739,8.0,108
1740,0.0,1
1741,0.0,1
1742,5.0,33
1743,0.0,1
1744,0.0,1
1745,0.0,1
1746,1.0,3
1747,3.0,12
1748,0.0,1
1749,0.0,1
1750,2.0,6
1751,2.0,6
1752,0.0,1
1753,0.0,1
1754,0.0,1
1755,0.0,1
1756,0.0,1
1757,0.0,1
1758,0.0,1
1759,0.0,1
1760,2.0,6
1761,0.0,1
1762,0.0,1
1763,3.0,12
1764,0.0,1
1765,1.0,3
1766,0.0,1
1767,0.0,1
1768,1.0,3
1769,3.0,12
1770,0.0,1
1771,0.0,1
1772,1.0,3
1773,0.0,1
1774,1.0,3
1775,0.0,1
1776,2.0,6
1777,0.0,1
1778,0.0,1
1779,0.0,1
1780,0.0,1
1781,0.0,1
1782,2.0,6
1783,1.0,3
1784,0.0,1
1785,1.0,3
1786,0.0,1
1787,0.0,1
1788,0.0,1
1789,0.0,1
1790,5.0,33
1791,1.0,3
1792,0.0,1
1793,1.0,3
1794,1.0,3
1795,0.0,1
1796,0.0,1
1797,0.0,1
1798,0.0,1
1799,0.0,1
1800,0.0,1
1801,4.0,21
1802,1.0,3
1803,1.0,3
1804,0.0,1
1805,2.0,6
1806,0.0,1
1807,0.0,1
1808,0.0,1
1809,1.0,3
1810,0.0,1
1811,0.0,1
1812,0.0,1
1813,0.0,1
1814,1.0,3
1815,0.0,1
1816,1.0,3
1817,0.0,1
1818,0.0,1
1819,0.0,1
1820,0.0,1
1821,0.0,1
1822,0.0,1
1823,0.0,1
1824,1.0,3
1825,0.0,1
1826,0.0,1
1827,2.0,6
1828,0.0,1
1829,0.0,1
1830,0.0,1
1831,0.0,1
1832,2.0,6
1833,0.0,1
1834,0.0,1
1835,1.0,3
1836,0.0,1
1837,0.0,1
1838,3.0,12
1839,0.0,1
1840,0.0,1
1841,2.0,6
1842,0.0,1
1843,0.0,1
1844,0.0,1
1845,0.0,1
1846,0.0,1
1847,2.0,6
1848,0.0,1
1849,0.0,1
1850,0.0,1
1851,0.0,1
1852,1.0,3
1853,0.0,1
1854,2.0,6
1855,0.0,1
1856,0.0,1
1857,0.0,1
1858,2.0,6
1859,1.0,3
1860,0.0,1
1861,0.0,1
1862,0.0,1
1863,0.0,1
1864,0.0,1
1865,0.0,1
1866,4.0,21
1867,0.0,1
1868,2.0,6
1869,5.0,33
1870,0.0,1
1871,1.0,3
1872,1.0,3
1873,0.0,1
1874,0.0,1
1875,0.0,1
1876,0.0,1
1877,1.0,3
1878,0.0,1
1879,0.0,1
1880,0.0,1
1881,1.0,3
1882,0.0,1
1883,0.0,1
1884,0.0,1
1885,0.0,1
1886,2.0,6
1887,0.0,1
1888,0.0,1
1889,0.0,1
1890,3.0,12
1891,0.0,1
1892,1.0,3
1893,0.0,1
1894,0.0,1
1895,0.0,1
1896,0.0,1
1897,0.0,1
1898,0.0,1
1899,1.0,3
1900,0.0,1
1901,0.0,1
1902,2.0,6
1903,6.0,52
1904,2.0,6
1905,0.0,1
1906,0.0,1
1907,2.0,6
1908,0.0,1
1909,0.0,1
1910,8.0,108
1911,1.0,3
1912,0.0,1
1913,2.0,6
1914,0.0,1
1915,0.0,1
1916,0.0,1
1917,0.0,1
1918,1.0,3
1919,0.0,1
1920,1.0,3
1921,4.0,21
1922,0.0,1
1923,0.0,1
1924,0.0,1
1925,0.0,1
1926,1.0,3
1927,0.0,1
1928,2.0,6
1929,0.0,1
1930,2.0,6
1931,0.0,1
1932,0.0,1
1933,2.0,6
1934,0.0,1
1935,0.0,1
1936,0.0,1
1937,0.0,1
1938,3.0,12
1939,0.0,1
1940,1.0,3
1941,0.0,1
1942,0.0,1
1943,0.0,1
1944,1.0,3
1945,0.0,1
1946,1.0,3
1947,2.0,6
1948,2.0,6
1949,0.0,1
1950,0.0,1
1951,4.0,21
1952,11.0,285
1953,2.0,6
1954,0.0,1
1955,0.0,1
1956,3.0,12
1957,0.0,1
1958,1.0,3
1959,0.0,1
1960,0.0,1
1961,0.0,1
1962,1.0,3
1963,0.0,1
1964,0.0,1
1965,0.0,1
1966,0.0,1
1967,0.0,1
1968,0.0,1
1969,0.0,1
1970,0.0,1
1971,0.0,1
1972,0.0,1
1973,0.0,1
1974,0.0,1
1975,0.0,1
1976,1.0,3
1977,0.0,1
1978,0.0,1
1979,0.0,1
1980,0.0,1
1981,0.0,1
1982,0.0,1
1983,2.0,6
1984,0.0,1
1985,0.0,1
1986,0.0,1
1987,1.0,3
1988,1.0,3
1989,0.0,1
1990,0.0,1
1991,0.0,1
1992,1.0,3
1993,0.0,1
1994,3.0,12
1995,0.0,1
1996,0.0,1
1997,1.0,3
1998,0.0,1
1999,1.0,3
2000,0.0,1
2001,0.0,1
2002,0.0,1
2003,0.0,1
2004,0.0,1
2005,1.0,3
2006,1.0,3
2007,0.0,1
2008,2.0,6
2009,0.0,1
2010,2.0,6
2011,0.0,1
2012,1.0,3
2013,0.0,1
2014,0.0,1
2015,0.0,1
2016,0.0,1
2017,3.0,12
2018,2.0,6
2019,2.0,6
2020,0.0,1
2021,4.0,21
2022,1.0,3
2023,0.0,1
2024,0.0,1
2025,2.0,6
2026,0.0,1
2027,0.0,1
2028,0.0,1
2029,1.0,3
2030,0.0,1
2031,0.0,1
2032,3.0,12
2033,0.0,1
2034,0.0,1
2035,0.0,1
2036,0.0,1
2037,1.0,3
2038,0.0,1
2039,2.0,6
2040,0.0,1
2041,0.0,1
2042,2.0,6
2043,0.0,1
2044,0.0,1
2045,6.0,52
2046,6.0,52
2047,1.0,3
2048,0.0,1
2049,0.0,1
2050,1.0,3
2051,0.0,1
2052,0.0,1
2053,0.0,1
2054,0.0,1
2055,0.0,1
2056,0.0,1
2057,0.0,1
2058,3.0,12
2059,0.0,1
2060,1.0,3
2061,5.0,33
2062,0.0,1
2063,0.0,1
2064,0.0,1
2065,1.0,3
2066,0.0,1
2067,0.0,1
2068,0.0,1
2069,1.0,3
2070,0.0,1
2071,0.0,1
2072,0.0,1
2073,0.0,1
2074,1.0,3
2075,1.0,3
2076,0.0,1
2077,1.0,3
2078,0.0,1
2079,0.0,1
2080,2.0,6
2081,3.0,12
2082,0.0,1
2083,1.0,3
2084,0.0,1
2085,0.0,1
2086,0.0,1
2087,0.0,1
2088,0.0,1
2089,0.0,1
2090,0.0,1
2091,1.0,3
2092,0.0,1
2093,0.0,1
2094,2.0,6
2095,0.0,1
2096,0.0,1
2097,0.0,1
2098,0.0,1
2099,0.0,1
2100,1.0,3
2101,0.0,1
2102,1.0,3
2103,1.0,3
2104,0.0,1
2105,0.0,1
2106,0.0,1
2107,1.0,3
2108,1.0,3
2109,0.0,1
2110,0.0,1
2111,0.0,1
2112,1.0,3
2113,0.0,1
2114,0.0,1
2115,1.0,3
2116,0.0,1
2117,0.0,1
2118,0.0,1
2119,0.0,1
2120,0.0,1
2121,0.0,1
2122,0.0,1
2123,0.0,1
2124,0.0,1
2125,0.0,1
2126,0.0,1
2127,0.0,1
2128,0.0,1
2129,0.0,1
2130,0.0,1
2131,2.0,6
2132,0.0,1
2133,2.0,6
2134,1.0,3
2135,0.0,1
2136,0.0,1
2137,0.0,1
2138,0.0,1
2139,0.0,1
2140,0.0,1
2141,1.0,3
2142,3.0,12
2143,0.0,1
2144,0.0,1
2145,1.0,3
2146,0.0,1
2147,0.0,1
2148,1.0,3
2149,1.0,3
2150,0.0,1
2151,0.0,1
2152,1.0,3
2153,1.0,3
2154,0.0,1
2155,0.0,1
2156,0.0,1
2157,0.0,1
2158,0.0,1
2159,0.0,1
2160,0.0,1
2161,0.0,1
2162,0.0,1
2163,0.0,1
2164,0.0,1
2165,0.0,1
2166,0.0,1
2167,0.0,1
2168,0.0,1
2169,0.0,1
2170,0.0,1
2171,1.0,3
2172,0.0,1
2173,2.0,6
2174,1.0,3
2175,0.0,1
2176,0.0,1
2177,0.0,1
2178,0.0,1
2179,0.0,1
2180,0.0,1
2181,0.0,1
2182,0.0,1
2183,3.0,12
2184,0.0,1
2185,3.0,12
2186,0.0,1
2187,0.0,1
2188,0.0,1
2189,0.0,1
2190,0.0,1
2191,2.0,6
2192,0.0,1
2193,0.0,1
2194,0.0,1
2195,0.0,1
2196,3.0,12
2197,0.0,1
2198,4.0,21
2199,0.0,1
2200,0.0,1
2201,0.0,1
2202,0.0,1
2203,0.0,1
2204,0.0,1
2205,0.0,1
2206,0.0,1
2207,1.0,3
2208,0.0,1
2209,1.0,3
2210,0.0,1
2211,0.0,1
2212,0.0,1
2213,0.0,1
2214,1.0,3
2215,0.0,1
2216,0.0,1
2217,1.0,3
2218,0.0,1
2219,0.0,1
2220,0.0,1
2221,0.0,1
2222,0.0,1
2223,0.0,1
2224,0.0,1
2225,0.0,1
2226,0.0,1
2227,0.0,1
2228,0.0,1
2229,3.0,12
2230,0.0,1
2231,0.0,1
2232,0.0,1
2233,0.0,1
2234,0.0,1
2235,0.0,1
2236,0.0,1
2237,0.0,1
2238,0.0,1
2239,0.0,1
2240,0.0,1
2241,3.0,12
2242,0.0,1
2243,0.0,1
2244,0.0,1
2245,0.0,1
2246,0.0,1
2247,0.0,1
2248,0.0,1
2249,0.0,1
2250,3.0,12
2251,0.0,1
2252,0.0,1
2253,0.0,1
2254,0.0,1
2255,0.0,1
2256,0.0,1
2257,0.0,1
2258,0.0,1
2259,0.0,1
2260,1.0,3
2261,0.0,1
2262,0.0,1
2263,1.0,3
2264,0.0,1
2265,0.0,1
2266,0.0,1
2267,0.0,1
2268,0.0,1
2269,0.0,1
2270,0.0,1
2271,0.0,1
2272,1.0,3
2273,0.0,1
2274,0.0,1
2275,0.0,1
2276,0.0,1
2277,3.0,12
2278,1.0,3
2279,0.0,1
2280,0.0,1
2281,0.0,1
2282,0.0,1
2283,0.0,1
2284,0.0,1
2285,0.0,1
2286,0.0,1
2287,0.0,1
2288,0.0,1
2289,2.0,6
2290,3.0,12
2291,0.0,1
2292,0.0,1
2293,1.0,3
2294,0.0,1
2295,0.0,1
2296,0.0,1
2297,0.0,1
2298,3.0,12
2299,0.0,1
2300,0.0,1
2301,1.0,3
2302,0.0,1
2303,0.0,1
2304,0.0,1
2305,1.0,3
2306,0.0,1
2307,7.0,75
2308,2.0,6
2309,0.0,1
2310,0.0,1
2311,0.0,1
2312,0.0,1
2313,2.0,6
2314,0.0,1
2315,1.0,3
2316,0.0,1
2317,0.0,1
2318,0.0,1
2319,0.0,1
2320,0.0,1
2321,0.0,1
2322,0.0,1
2323,0.0,1
2324,1.0,3
2325,1.0,3
2326,1.0,3
2327,0.0,1
2328,1.0,3
2329,0.0,1
2330,0.0,1
2331,0.0,1
2332,0.0,1
2333,0.0,1
2334,0.0,1
2335,0.0,1
2336,0.0,1
2337,1.0,3
2338,0.0,1
2339,4.0,21
2340,1.0,3
2341,0.0,1
2342,1.0,3
2343,0.0,1
2344,0.0,1
2345,0.0,1
2346,0.0,1
2347,0.0,1
2348,0.0,1
2349,5.0,33
2350,3.0,12
2351,0.0,1
2352,0.0,1
2353,0.0,1
2354,0.0,1
2355,0.0,1
2356,1.0,3
2357,0.0,1
2358,0.0,1
2359,0.0,1
2360,0.0,1
2361,0.0,1
2362,0.0,1
2363,0.0,1
2364,0.0,1
2365,0.0,1
2366,0.0,1
2367,2.0,6
2368,0.0,1
2369,0.0,1
2370,1.0,3
2371,0.0,1
2372,0.0,1
2373,2.0,6
2374,1.0,3
2375,1.0,3
2376,3.0,12
2377,0.0,1
2378,0.0,1
2379,0.0,1
2380,0.0,1
2381,0.0,1
2382,0.0,1
2383,0.0,1
2384,4.0,21
2385,0.0,1
2386,1.0,3
2387,0.0,1
2388,1.0,3
2389,4.0,21
2390,0.0,1
2391,1.0,3
2392,1.0,3
2393,0.0,1
2394,0.0,1
2395,0.0,1
2396,0.0,1
2397,0.0,1
2398,0.0,1
2399,0.0,1
2400,1.0,3
2401,1.0,3
2402,0.0,1
2403,0.0,1
2404,1.0,3
2405,0.0,1
2406,0.0,1
2407,0.0,1
2408,0.0,1
2409,0.0,1
2410,0.0,1
2411,0.0,1
2412,1.0,3
2413,1.0,3
2414,1.0,3
2415,0.0,1
2416,0.0,1
2417,5.0,33
2418,4.0,21
2419,2.0,6
2420,1.0,3
2421,0.0,1
2422,0.0,1
2423,1.0,3
2424,0.0,1
2425,0.0,1
2426,0.0,1
2427,0.0,1
2428,0.0,1
2429,0.0,1
2430,0.0,1
2431,12.0,476
2432,0.0,1
2433,0.0,1
2434,1.0,3
2435,2.0,6
2436,0.0,1
2437,0.0,1
2438,0.0,1
2439,1.0,3
2440,0.0,1
2441,2.0,6
2442,1.0,3
2443,0.0,1
2444,0.0,1
2445,2.0,6
2446,0.0,1
2447,0.0,1
2448,0.0,1
2449,0.0,1
2450,0.0,1
2451,1.0,3
2452,0.0,1
2453,0.0,1
2454,2.0,6
2455,2.0,6
2456,2.0,6
2457,0.0,1
2458,0.0,1
2459,1.0,3
2460,0.0,1
2461,1.0,3
2462,0.0,1
2463,0.0,1
2464,0.0,1
2465,0.0,1
2466,0.0,1
2467,2.0,6
2468,0.0,1
2469,0.0,1
2470,0.0,1
2471,2.0,6
2472,0.0,1
2473,0.0,1
2474,0.0,1
2475,0.0,1
2476,0.0,1
2477,0.0,1
2478,1.0,3
2479,0.0,1
2480,0.0,1
2481,0.0,1
2482,0.0,1
2483,0.0,1
2484,1.0,3
2485,0.0,1
2486,0.0,1
2487,2.0,6
2488,0.0,1
2489,10.0,212
2490,0.0,1
2491,0.0,1
2492,0.0,1
2493,0.0,1
2494,0.0,1
2495,1.0,3
2496,0.0,1
2497,0.0,1
2498,0.0,1
2499,1.0,3
2500,0.0,1
2501,0.0,1
2502,0.0,1
2503,0.0,1
2504,5.0,33
2505,3.0,12
2506,0.0,1
2507,1.0,3
2508,2.0,6
2509,0.0,1
2510,0.0,1
2511,0.0,1
2512,1.0,3
2513,0.0,1
2514,0.0,1
2515,1.0,3
2516,0.0,1
2517,0.0,1
2518,0.0,1
2519,0.0,1
2520,0.0,1
2521,0.0,1
2522,0.0,1
2523,0.0,1
2524,0.0,1
2525,0.0,1
2526,0.0,1
2527,2.0,6
2528,0.0,1
2529,0.0,1
2530,0.0,1
2531,0.0,1
2532,0.0,1
2533,0.0,1
2534,1.0,3
2535,0.0,1
2536,0.0,1
2537,0.0,1
2538,3.0,12
2539,0.0,1
2540,0.0,1
2541,0.0,1
2542,0.0,1
2543,0.0,1
2544,0.0,1
2545,0.0,1
2546,0.0,1
2547,0.0,1
2548,9.0,147
2549,0.0,1
2550,0.0,1
2551,0.0,1
2552,0.0,1
2553,0.0,1
2554,1.0,3
2555,0.0,1
2556,2.0,6
2557,0.0,1
2558,0.0,1
2559,0.0,1
2560,0.0,1
2561,0.0,1
2562,0.0,1
2563,0.0,1
2564,0.0,1
2565,2.0,6
2566,1.0,3
2567,0.0,1
2568,1.0,3
2569,0.0,1
2570,0.0,1
2571,0.0,1
2572,0.0,1
2573,4.0,21
2574,0.0,1
2575,1.0,3
2576,0.0,1
2577,0.0,1
2578,0.0,1
2579,4.0,21
2580,0.0,1
2581,0.0,1
2582,0.0,1
2583,0.0,1
2584,1.0,3
2585,0.0,1
2586,3.0,12
2587,1.0,3
2588,5.0,33
2589,1.0,3
2590,0.0,1
2591,0.0,1
2592,0.0,1
2593,0.0,1
2594,0.0,1
2595,0.0,1
2596,0.0,1
2597,0.0,1
2598,1.0,3
2599,2.0,6
2600,0.0,1
2601,1.0,3
2602,0.0,1
2603,0.0,1
2604,0.0,1
2605,1.0,3
2606,0.0,1
2607,2.0,6
2608,1.0,3
2609,0.0,1
2610,0.0,1
2611,2.0,6
2612,0.0,1
2613,0.0,1
2614,0.0,1
2615,0.0,1
2616,0.0,1
2617,0.0,1
2618,2.0,6
2619,1.0,3
2620,2.0,6
2621,0.0,1
2622,0.0,1
2623,1.0,3
2624,1.0,3
2625,0.0,1
2626,0.0,1
2627,0.0,1
2628,0.0,1
2629,0.0,1
2630,1.0,3
2631,0.0,1
2632,1.0,3
2633,0.0,1
2634,1.0,3
2635,0.0,1
2636,0.0,1
2637,0.0,1
2638,1.0,3
2639,0.0,1
2640,0.0,1
2641,3.0,12
2642,0.0,1
2643,0.0,1
2644,0.0,1
2645,0.0,1
2646,0.0,1
2647,2.0,6
2648,0.0,1
2649,0.0,1
2650,0.0,1
2651,0.0,1
2652,0.0,1
2653,1.0,3
2654,0.0,1
2655,4.0,21
2656,0.0,1
2657,2.0,6
2658,1.0,3
2659,0.0,1
2660,0.0,1
2661,0.0,1
2662,0.0,1
2663,0.0,1
2664,0.0,1
2665,0.0,1
2666,1.0,3
2667,0.0,1
2668,0.0,1
2669,0.0,1
2670,0.0,1
2671,0.0,1
2672,0.0,1
2673,4.0,21
2674,0.0,1
2675,0.0,1
2676,0.0,1
2677,0.0,1
2678,0.0,1
2679,0.0,1
2680,0.0,1
2681,0.0,1
2682,0.0,1
2683,0.0,1
2684,0.0,1
2685,0.0,1
2686,3.0,12
2687,0.0,1
2688,0.0,1
2689,1.0,3
2690,4.0,21
2691,0.0,1
2692,0.0,1
2693,1.0,3
2694,3.0,12
2695,0.0,1
2696,0.0,1
2697,0.0,1
2698,1.0,3
2699,0.0,1
2700,0.0,1
2701,0.0,1
2702,0.0,1
2703,0.0,1
2704,1.0,3
2705,0.0,1
2706,0.0,1
2707,0.0,1
2708,1.0,3
2709,0.0,1
2710,0.0,1
2711,2.0,6
2712,0.0,1
2713,0.0,1
2714,0.0,1
2715,0.0,1
2716,2.0,6
2717,0.0,1
2718,0.0,1
2719,0.0,1
2720,0.0,1
2721,1.0,3
2722,1.0,3
2723,2.0,6
2724,0.0,1
2725,0.0,1
2726,0.0,1
2727,2.0,6
2728,2.0,6
2729,0.0,1
2730,1.0,3
2731,0.0,1
2732,0.0,1
2733,0.0,1
2734,0.0,1
2735,0.0,1
2736,0.0,1
2737,2.0,6
2738,0.0,1
2739,0.0,1
2740,5.0,33
2741,1.0,3
2742,1.0,3
2743,0.0,1
2744,0.0,1
2745,0.0,1
2746,0.0,1
2747,0.0,1
2748,0.0,1
2749,0.0,1
2750,0.0,1
2751,0.0,1
2752,5.0,33
2753,0.0,1
2754,0.0,1
2755,0.0,1
2756,0.0,1
2757,1.0,3
2758,0.0,1
2759,0.0,1
2760,1.0,3
2761,0.0,1
2762,0.0,1
2763,0.0,1
2764,1.0,3
2765,0.0,1
2766,4.0,21
2767,0.0,1
2768,0.0,1
2769,0.0,1
2770,0.0,1
2771,0.0,1
2772,2.0,6
2773,0.0,1
2774,0.0,1
2775,0.0,1
2776,1.0,3
2777,1.0,3
2778,4.0,21
2779,0.0,1
2780,0.0,1
2781,0.0,1
2782,0.0,1
2783,1.0,3
2784,0.0,1
2785,0.0,1
2786,1.0,3
2787,1.0,3
2788,1.0,3
2789,0.0,1
2790,1.0,3
2791,0.0,1
2792,0.0,1
2793,0.0,1
2794,0.0,1
2795,0.0,1
2796,0.0,1
2797,0.0,1
2798,0.0,1
2799,1.0,3
2800,0.0,1
2801,1.0,3
2802,1.0,3
2803,3.0,12
2804,0.0,1
2805,0.0,1
2806,1.0,3
2807,0.0,1
2808,0.0,1
2809,2.0,6
2810,0.0,1
2811,0.0,1
2812,2.0,6
2813,1.0,3
2814,0.0,1
2815,0.0,1
2816,0.0,1
2817,1.0,3
2818,0.0,1
2819,0.0,1
2820,0.0,1
2821,0.0,1
2822,0.0,1
2823,0.0,1
2824,0.0,1
2825,3.0,12
2826,0.0,1
2827,0.0,1
2828,1.0,3
2829,0.0,1
2830,1.0,3
2831,0.0,1
2832,0.0,1
2833,1.0,3
2834,1.0,3
2835,1.0,3
2836,0.0,1
2837,0.0,1
2838,0.0,1
2839,0.0,1
2840,0.0,1
2841,1.0,3
2842,2.0,6
2843,0.0,1
2844,0.0,1
2845,0.0,1
2846,0.0,1
2847,0.0,1
2848,0.0,1
2849,0.0,1
2850,0.0,1
2851,0.0,1
2852,0.0,1
2853,27.0,10001
2854,0.0,1
2855,0.0,1
2856,0.0,1
2857,1.0,3
2858,0.0,1
2859,3.0,12
2860,2.0,6
2861,0.0,1
2862,0.0,1
2863,0.0,1
2864,0.0,1
2865,7.0,75
2866,0.0,1
2867,1.0,3
2868,1.0,3
2869,4.0,21
2870,0.0,1
2871,0.0,1
2872,1.0,3
2873,2.0,6
2874,0.0,1
2875,1.0,3
2876,0.0,1
2877,0.0,1
2878,0.0,1
2879,0.0,1
2880,3.0,12
2881,1.0,3
2882,1.0,3
2883,0.0,1
2884,0.0,1
2885,0.0,1
2886,2.0,6
2887,0.0,1
2888,0.0,1
2889,0.0,1
2890,0.0,1
2891,3.0,12
2892,1.0,3
2893,2.0,6
2894,0.0,1
2895,1.0,3
2896,0.0,1
2897,0.0,1
2898,0.0,1
2899,0.0,1
2900,0.0,1
2901,0.0,1
2902,0.0,1
2903,1.0,3
2904,0.0,1
2905,1.0,3
2906,0.0,1
2907,0.0,1
2908,0.0,1
2909,0.0,1
2910,1.0,3
2911,1.0,3
2912,3.0,12
2913,2.0,6
2914,0.0,1
2915,13.0,555
2916,0.0,1
2917,0.0,1
2918,0.0,1
2919,5.0,33
2920,0.0,1
2921,0.0,1
2922,2.0,6
2923,5.0,33
2924,1.0,3
2925,0.0,1
2926,1.0,3
2927,0.0,1
2928,4.0,21
2929,3.0,12
2930,0.0,1
2931,0.0,1
2932,0.0,1
2933,1.0,3
2934,0.0,1
2935,1.0,3
2936,0.0,1
2937,0.0,1
2938,0.0,1
2939,1.0,3
2940,0.0,1
2941,3.0,12
2942,0.0,1
2943,0.0,1
2944,2.0,6
2945,0.0,1
2946,0.0,1
2947,1.0,3
2948,0.0,1
2949,0.0,1
2950,0.0,1
2951,0.0,1
2952,0.0,1
2953,0.0,1
2954,0.0,1
2955,0.0,1
2956,0.0,1
2957,0.0,1
2958,0.0,1
2959,0.0,1
2960,1.0,3
2961,0.0,1
2962,1.0,3
2963,0.0,1
2964,0.0,1
2965,1.0,3
2966,0.0,1
2967,0.0,1
2968,0.0,1
2969,0.0,1
2970,0.0,1
2971,0.0,1
2972,0.0,1
2973,2.0,6
2974,0.0,1
2975,0.0,1
2976,0.0,1
2977,1.0,3
2978,0.0,1
2979,3.0,12
2980,0.0,1
2981,1.0,3
2982,0.0,1
2983,0.0,1
2984,0.0,1
2985,0.0,1
2986,0.0,1
2987,0.0,1
2988,0.0,1
2989,1.0,3
2990,0.0,1
2991,8.0,108
2992,0.0,1
2993,0.0,1
2994,0.0,1
2995,0.0,1
2996,1.0,3
2997,0.0,1
2998,0.0,1
2999,1.0,3
3000,2.0,6
3001,3.0,12
3002,1.0,3
3003,2.0,6
3004,0.0,1
3005,0.0,1
3006,0.0,1
3007,0.0,1
3008,0.0,1
3009,3.0,12
3010,0.0,1
3011,0.0,1
3012,1.0,3
3013,0.0,1
3014,0.0,1
3015,0.0,1
3016,0.0,1
3017,0.0,1
3018,0.0,1
3019,1.0,3
3020,0.0,1
3021,0.0,1
3022,0.0,1
3023,0.0,1
3024,0.0,1
3025,7.0,75
3026,0.0,1
3027,0.0,1
3028,1.0,3
3029,0.0,1
3030,0.0,1
3031,0.0,1
3032,2.0,6
3033,0.0,1
3034,0.0,1
3035,0.0,1
3036,1.0,3
3037,1.0,3
3038,0.0,1
3039,0.0,1
3040,0.0,1
3041,0.0,1
3042,1.0,3
3043,6.0,52
3044,0.0,1
3045,3.0,12
3046,0.0,1
3047,0.0,1
3048,0.0,1
3049,0.0,1
3050,0.0,1
3051,0.0,1
3052,0.0,1
3053,1.0,3
3054,0.0,1
3055,0.0,1
3056,0.0,1
3057,0.0,1
3058,1.0,3
3059,0.0,1
3060,0.0,1
3061,1.0,3
3062,0.0,1
3063,3.0,12
3064,0.0,1
3065,1.0,3
3066,1.0,3
3067,0.0,1
3068,0.0,1
3069,1.0,3
3070,0.0,1
3071,0.0,1
3072,0.0,1
3073,0.0,1
3074,0.0,1
3075,2.0,6
3076,0.0,1
3077,0.0,1
3078,0.0,1
3079,4.0,21
3080,0.0,1
3081,0.0,1
3082,2.0,6
3083,1.0,3
3084,0.0,1
3085,0.0,1
3086,0.0,1
3087,0.0,1
3088,0.0,1
3089,0.0,1
3090,0.0,1
3091,1.0,3
3092,2.0,6
3093,0.0,1
3094,1.0,3
3095,0.0,1
3096,0.0,1
3097,0.0,1
3098,0.0,1
3099,0.0,1
3100,0.0,1
3101,1.0,3
3102,0.0,1
3103,9.0,147
3104,1.0,3
3105,0.0,1
3106,0.0,1
3107,1.0,3
3108,0.0,1
3109,0.0,1
3110,0.0,1
3111,0.0,1
3112,0.0,1
3113,0.0,1
3114,0.0,1
3115,0.0,1
3116,0.0,1
3117,3.0,12
3118,0.0,1
3119,0.0,1
3120,0.0,1
3121,0.0,1
3122,0.0,1
3123,1.0,3
3124,1.0,3
3125,0.0,1
3126,0.0,1
3127,1.0,3
3128,1.0,3
3129,0.0,1
3130,0.0,1
3131,0.0,1
3132,0.0,1
3133,0.0,1
3134,0.0,1
3135,0.0,1
3136,5.0,33
3137,0.0,1
3138,0.0,1
3139,4.0,21
3140,0.0,1
3141,1.0,3
3142,1.0,3
3143,0.0,1
3144,0.0,1
3145,2.0,6
3146,0.0,1
3147,0.0,1
3148,0.0,1
3149,0.0,1
3150,0.0,1
3151,0.0,1
3152,0.0,1
3153,0.0,1
3154,0.0,1
3155,0.0,1
3156,4.0,21
3157,3.0,12
3158,3.0,12
3159,0.0,1
3160,0.0,1
3161,0.0,1
3162,0.0,1
3163,0.0,1
3164,1.0,3
3165,1.0,3
3166,1.0,3
3167,3.0,12
3168,0.0,1
3169,0.0,1
3170,0.0,1
3171,0.0,1
3172,4.0,21
3173,1.0,3
3174,0.0,1
3175,0.0,1
3176,0.0,1
3177,0.0,1
3178,1.0,3
3179,0.0,1
3180,0.0,1
3181,0.0,1
3182,1.0,3
3183,0.0,1
3184,0.0,1
3185,1.0,3
3186,0.0,1
3187,0.0,1
3188,0.0,1
3189,0.0,1
3190,0.0,1
3191,0.0,1
3192,0.0,1
3193,0.0,1
3194,0.0,1
3195,0.0,1
3196,8.0,108
3197,0.0,1
3198,3.0,12
3199,0.0,1
3200,0.0,1
3201,0.0,1
3202,0.0,1
3203,1.0,3
3204,3.0,12
3205,0.0,1
3206,0.0,1
3207,0.0,1
3208,1.0,3
3209,0.0,1
3210,1.0,3
3211,1.0,3
3212,0.0,1
