,days_over,return_period
0,0.0,1
1,2.0,1
2,6.0,5
4,9.0,14
5,1.0,1
6,11.0,23
10,3.0,2
13,7.0,7
24,4.0,3
27,5.0,4
34,18.0,161
53,8.0,10
70,12.0,30
84,15.0,74
121,13.0,42
124,19.0,243
160,16.0,96
212,10.0,18
451,24.0,1000
642,28.0,3333
714,14.0,58
940,20.0,344
1365,17.0,131
1404,27.0,2000
1779,23.0,714
2425,21.0,384
2545,30.0,10001
2579,22.0,526
2709,29.0,5000
