,days_over,return_period
0,0.0,1
8,7.0,35
9,8.0,45
11,24.0,2500
14,1.0,3
17,2.0,6
38,5.0,19
58,4.0,14
62,9.0,57
64,18.0,454
67,3.0,9
69,15.0,178
114,6.0,26
163,10.0,71
778,12.0,102
1016,11.0,86
1206,14.0,149
1860,26.0,10001
2050,13.0,120
2167,19.0,555
2486,20.0,909
3162,16.0,238
3965,23.0,1428
4008,17.0,370
7713,25.0,5000
8458,22.0,1250
9429,21.0,1111
