,days_over,return_period
0,0.0,1.00025
1,1.0,3.145440251572327
2,2.0,6.453225806451613
3,3.0,11.907738095238095
4,4.0,19.14354066985646
5,5.0,29.637037037037036
6,6.0,43.48913043478261
7,7.0,57.98550724637681
8,8.0,81.65306122448979
9,9.0,105.28947368421052
10,10.0,137.9655172413793
11,11.0,142.89285714285714
12,12.0,173.95652173913044
13,13.0,235.35294117647058
14,14.0,285.7857142857143
15,15.0,307.7692307692308
16,16.0,400.1
17,17.0,571.5714285714286
18,18.0,800.2
19,21.0,1333.6666666666667
20,24.0,2000.5
