,days_over,return_period
0,7.0,33
1,2.0,2
2,1.0,1
3,0.0,1
8,9.0,78
9,5.0,13
11,10.0,119
12,4.0,8
17,3.0,4
61,6.0,21
67,8.0,49
104,13.0,476
311,14.0,1000
1014,11.0,166
1393,12.0,263
2956,20.0,2000
3218,22.0,5000
3866,21.0,2500
6636,31.0,10001
7287,16.0,1250
7372,17.0,1428
7464,15.0,1111
