,days_over,return_period
0,1.0,1
1,0.0,1
5,2.0,3
11,20.0,2500
17,4.0,12
22,3.0,7
24,6.0,30
30,5.0,19
93,9.0,119
166,8.0,74
269,12.0,312
280,7.0,47
481,24.0,10001
550,15.0,714
562,10.0,156
1026,11.0,217
1688,16.0,909
2324,14.0,555
3238,17.0,1250
3528,13.0,454
5405,19.0,1666
5862,18.0,1428
9114,21.0,5000
