,days_over,return_period
0,0.0,1
3,6.0,44
8,5.0,31
9,2.0,7
28,1.0,4
57,4.0,20
108,3.0,13
164,8.0,84
205,7.0,64
218,9.0,113
313,12.0,312
648,10.0,149
840,15.0,909
1262,11.0,217
1486,13.0,357
1573,16.0,1428
1649,14.0,625
3584,18.0,2500
3801,19.0,5000
7306,17.0,2000
9873,22.0,10001
