,days_over,return_period
0,2.0,3
1,0.0,1
3,1.0,1
8,5.0,8
14,14.0,64
18,10.0,28
19,7.0,14
36,4.0,6
47,3.0,4
62,13.0,50
69,9.0,23
70,6.0,10
103,8.0,18
104,12.0,43
142,16.0,98
177,19.0,169
232,18.0,147
259,11.0,36
457,17.0,120
750,15.0,82
907,24.0,370
1020,22.0,270
1136,23.0,303
1735,30.0,1428
1921,20.0,200
1987,31.0,2500
2572,25.0,500
2657,21.0,227
2979,28.0,833
2991,26.0,666
3889,33.0,5000
7475,39.0,0
7931,29.0,909
8187,27.0,769
