,days_over,return_period
0,1.0,1
1,3.0,4
3,0.0,1
5,2.0,2
16,5.0,11
28,4.0,6
32,14.0,243
97,7.0,25
98,6.0,16
110,9.0,48
123,8.0,35
162,15.0,322
353,21.0,1428
451,10.0,68
657,12.0,142
678,11.0,101
789,13.0,188
1049,16.0,370
2540,17.0,454
2918,19.0,1111
3196,18.0,666
3502,28.0,3333
4587,39.0,10001
5903,25.0,2000
9390,33.0,5000
