,days_over,return_period
0,0.0,1
10,3.0,13
11,1.0,3
20,2.0,6
22,4.0,24
96,7.0,100
114,5.0,41
336,6.0,64
664,9.0,227
907,13.0,1428
994,10.0,370
1182,8.0,163
1895,11.0,526
2384,12.0,833
3642,16.0,5000
5692,14.0,2500
8245,15.0,3333
