,days_over,return_period
0,0.0,1
8,8.0,147
9,1.0,4
10,2.0,9
85,5.0,40
96,3.0,15
165,7.0,95
177,6.0,64
210,9.0,212
218,10.0,263
247,4.0,26
907,18.0,2000
1147,15.0,1250
1236,11.0,384
1760,14.0,909
1847,12.0,500
2886,24.0,10001
4022,19.0,3333
5903,20.0,5000
7686,13.0,714
9303,17.0,1666
9704,16.0,1428
