,days_over,return_period
0,2.0,2
1,3.0,4
2,0.0,1
8,7.0,27
11,10.0,92
12,1.0,1
13,6.0,17
28,12.0,192
33,5.0,11
51,8.0,42
54,9.0,66
65,4.0,6
78,28.0,10001
342,11.0,125
449,17.0,769
518,13.0,263
852,14.0,344
1014,15.0,555
2272,18.0,1111
3982,16.0,666
4631,20.0,2500
5363,24.0,5000
7864,19.0,1666
