,days_over,return_period
0,2.0,2
1,1.0,1
2,0.0,1
8,8.0,24
12,4.0,5
14,3.0,3
19,7.0,16
45,10.0,42
52,5.0,8
91,9.0,32
103,13.0,91
162,14.0,117
173,6.0,11
261,12.0,70
264,15.0,161
405,16.0,222
531,11.0,54
585,19.0,476
1230,21.0,1111
1747,23.0,1666
2022,18.0,416
2167,17.0,303
5992,20.0,714
6625,22.0,1428
8458,25.0,5000
8641,24.0,3333
9722,32.0,0
