,days_over,return_period
0,0.0,1.0001
1,1.0,2.0343775427176567
2,2.0,4.080375356997144
3,3.0,7.133380884450784
4,4.0,11.977245508982035
5,5.0,19.571428571428573
6,6.0,31.548895899053626
7,7.0,50.51010101010101
8,8.0,74.63432835820896
9,9.0,107.53763440860214
10,10.0,153.86153846153846
11,11.0,222.24444444444444
12,12.0,312.53125
13,13.0,344.86206896551727
14,14.0,500.05
15,15.0,666.7333333333333
16,16.0,833.4166666666666
17,17.0,1250.125
18,19.0,1428.7142857142858
19,20.0,2000.2
20,21.0,3333.6666666666665
21,23.0,10001.0
