,days_over,return_period
0,3.0,2
1,4.0,3
2,0.0,1
5,1.0,1
8,10.0,20
10,9.0,15
11,5.0,4
22,8.0,11
23,6.0,6
26,13.0,48
29,7.0,8
30,2.0,1
34,12.0,35
119,30.0,5000
173,21.0,277
257,17.0,138
272,11.0,28
369,18.0,161
429,14.0,60
518,27.0,1428
702,23.0,555
715,19.0,200
840,29.0,2500
878,16.0,103
994,15.0,81
1178,20.0,256
1868,26.0,1111
2160,24.0,714
2921,22.0,454
8227,25.0,909
