,days_over,return_period
0,1.0,4
1,0.0,1
8,4.0,25
11,8.0,117
14,5.0,37
55,3.0,16
59,2.0,9
93,13.0,588
116,7.0,85
280,6.0,59
438,10.0,212
562,18.0,2000
957,15.0,769
1070,12.0,400
1238,14.0,714
1262,22.0,5000
1266,9.0,161
1514,11.0,303
4878,16.0,1250
