,days_over,return_period,site
72,6.0,31.0,14
73,0.0,1.0333333333333334,15
74,1.0,3.1,15
75,2.0,6.2,15
76,3.0,7.75,15
77,5.0,15.5,15
78,6.0,31.0,15
79,0.0,1.0333333333333334,16
80,1.0,2.8181818181818183,16
81,2.0,5.166666666666667,16
82,3.0,6.2,16
83,4.0,15.5,16
84,10.0,31.0,16
85,0.0,1.0333333333333334,17
86,1.0,2.3846153846153846,17
87,2.0,5.166666666666667,17
88,3.0,7.75,17
89,4.0,10.333333333333334,17
90,7.0,15.5,17
91,9.0,31.0,17
92,0.0,1.0333333333333334,18
93,1.0,2.066666666666667,18
94,2.0,5.166666666666667,18
95,3.0,7.75,18
96,4.0,15.5,18
97,6.0,31.0,18
98,0.0,1.0333333333333334,19
99,1.0,1.9375,19
100,2.0,4.428571428571429,19
101,3.0,7.75,19
102,0.0,1.0333333333333334,20
103,1.0,3.1,20
104,2.0,4.428571428571429,20
105,3.0,6.2,20
106,5.0,31.0,20
107,0.0,1.0333333333333334,21
108,1.0,2.3846153846153846,21
109,2.0,4.428571428571429,21
110,3.0,5.166666666666667,21
111,0.0,1.0333333333333334,22
112,1.0,3.1,22
113,2.0,6.2,22
114,3.0,10.333333333333334,22
115,5.0,15.5,22
116,0.0,1.0333333333333334,23
117,1.0,2.5833333333333335,23
118,2.0,6.2,23
119,3.0,7.75,23
120,5.0,31.0,23
121,0.0,1.0333333333333334,24
122,1.0,2.8181818181818183,24
123,2.0,5.166666666666667,24
124,3.0,7.75,24
125,4.0,15.5,24
126,5.0,31.0,24
127,0.0,1.0333333333333334,25
128,1.0,2.066666666666667,25
129,2.0,3.875,25
130,3.0,10.333333333333334,25
131,4.0,31.0,25
132,0.0,1.0333333333333334,26
133,1.0,2.3846153846153846,26
134,2.0,5.166666666666667,26
135,3.0,6.2,26
136,4.0,10.333333333333334,26
137,6.0,31.0,26
138,0.0,1.0333333333333334,27
139,1.0,1.9375,27
140,2.0,3.1,27
141,3.0,6.2,27
142,0.0,1.0333333333333334,28
143,1.0,2.5833333333333335,28
144,2.0,3.875,28
145,3.0,10.333333333333334,28
146,4.0,15.5,28
147,0.0,1.0333333333333334,29
148,1.0,1.9375,29
149,2.0,3.4444444444444446,29
150,3.0,10.333333333333334,29
151,4.0,31.0,29
152,0.0,1.0333333333333334,30
153,1.0,2.2142857142857144,30
154,2.0,4.428571428571429,30
155,3.0,10.333333333333334,30
156,0.0,1.0333333333333334,31
157,1.0,2.5833333333333335,31
158,2.0,4.428571428571429,31
159,3.0,10.333333333333334,31
160,4.0,15.5,31
161,6.0,31.0,31
162,0.0,1.0333333333333334,32
163,1.0,2.8181818181818183,32
164,2.0,7.75,32
165,5.0,15.5,32
166,0.0,1.0333333333333334,33
167,1.0,2.8181818181818183,33
168,2.0,7.75,33
169,3.0,10.333333333333334,33
170,5.0,15.5,33
171,6.0,31.0,33
172,0.0,1.0333333333333334,34
173,1.0,1.9375,34
174,2.0,5.166666666666667,34
175,3.0,10.333333333333334,34
176,4.0,31.0,34
177,0.0,1.0333333333333334,35
178,1.0,2.066666666666667,35
179,2.0,4.428571428571429,35
180,3.0,7.75,35
181,7.0,31.0,35
182,0.0,1.0333333333333334,36
183,1.0,1.9375,36
184,2.0,3.4444444444444446,36
185,3.0,6.2,36
186,4.0,15.5,36
187,0.0,1.0333333333333334,37
188,1.0,2.3846153846153846,37
189,2.0,3.875,37
190,3.0,15.5,37
191,6.0,31.0,37
192,0.0,1.0333333333333334,38
193,1.0,2.2142857142857144,38
194,2.0,4.428571428571429,38
195,3.0,7.75,38
196,4.0,15.5,38
197,0.0,1.0333333333333334,39
198,1.0,2.8181818181818183,39
199,2.0,6.2,39
200,3.0,15.5,39
201,6.0,31.0,39
202,0.0,1.0333333333333334,40
203,1.0,2.5833333333333335,40
204,2.0,5.166666666666667,40
205,3.0,15.5,40
206,6.0,31.0,40
207,0.0,1.0333333333333334,41
208,1.0,2.2142857142857144,41
209,2.0,5.166666666666667,41
210,4.0,15.5,41
211,7.0,31.0,41
212,0.0,1.0333333333333334,42
213,1.0,2.3846153846153846,42
214,2.0,3.875,42
215,3.0,7.75,42
216,7.0,31.0,42
217,0.0,1.0333333333333334,43
218,1.0,1.9375,43
219,2.0,5.166666666666667,43
220,3.0,15.5,43
221,5.0,31.0,43
222,0.0,1.0333333333333334,44
223,1.0,1.8235294117647058,44
224,2.0,3.1,44
225,3.0,10.333333333333334,44
226,5.0,31.0,44
227,0.0,1.0333333333333334,45
228,1.0,1.7222222222222223,45
229,2.0,3.875,45
230,3.0,6.2,45
231,4.0,15.5,45
232,5.0,31.0,45
233,0.0,1.0333333333333334,46
234,1.0,2.066666666666667,46
235,2.0,3.875,46
236,3.0,5.166666666666667,46
237,4.0,6.2,46
238,7.0,15.5,46
239,0.0,1.0333333333333334,47
240,1.0,1.9375,47
241,2.0,4.428571428571429,47
242,3.0,6.2,47
243,4.0,10.333333333333334,47
244,6.0,15.5,47
245,7.0,31.0,47
246,0.0,1.0333333333333334,48
247,1.0,2.5833333333333335,48
248,2.0,5.166666666666667,48
249,3.0,10.333333333333334,48
250,5.0,31.0,48
251,0.0,1.0333333333333334,49
252,1.0,2.2142857142857144,49
253,2.0,5.166666666666667,49
254,3.0,15.5,49
255,4.0,31.0,49
256,0.0,1.0333333333333334,50
257,1.0,2.5833333333333335,50
258,2.0,3.4444444444444446,50
259,4.0,15.5,50
260,8.0,31.0,50
261,0.0,1.0333333333333334,51
262,1.0,2.2142857142857144,51
263,2.0,4.428571428571429,51
264,4.0,15.5,51
265,6.0,31.0,51
266,0.0,1.0333333333333334,52
267,1.0,2.3846153846153846,52
268,2.0,5.166666666666667,52
269,3.0,6.2,52
270,4.0,15.5,52
271,8.0,31.0,52
272,0.0,1.0333333333333334,53
273,1.0,2.5833333333333335,53
274,2.0,4.428571428571429,53
275,3.0,7.75,53
276,9.0,31.0,53
277,0.0,1.0333333333333334,54
278,1.0,2.2142857142857144,54
279,2.0,5.166666666666667,54
280,3.0,10.333333333333334,54
281,6.0,31.0,54
282,0.0,1.0333333333333334,55
283,1.0,1.8235294117647058,55
284,2.0,3.875,55
285,3.0,15.5,55
286,4.0,31.0,55
287,0.0,1.0333333333333334,56
288,1.0,2.3846153846153846,56
289,2.0,3.875,56
290,3.0,4.428571428571429,56
291,4.0,7.75,56
292,6.0,15.5,56
293,7.0,31.0,56
294,0.0,1.0333333333333334,57
295,1.0,2.3846153846153846,57
296,3.0,5.166666666666667,57
297,4.0,7.75,57
298,5.0,10.333333333333334,57
299,7.0,31.0,57
300,0.0,1.0333333333333334,58
301,1.0,2.066666666666667,58
302,2.0,4.428571428571429,58
303,4.0,10.333333333333334,58
304,5.0,15.5,58
305,7.0,31.0,58
306,0.0,1.0333333333333334,59
307,1.0,1.9375,59
308,2.0,4.428571428571429,59
309,3.0,15.5,59
310,6.0,31.0,59
311,0.0,1.0333333333333334,60
312,1.0,2.2142857142857144,60
313,2.0,6.2,60
314,6.0,31.0,60
315,0.0,1.0333333333333334,61
316,1.0,2.5833333333333335,61
317,2.0,5.166666666666667,61
318,3.0,10.333333333333334,61
319,4.0,15.5,61
320,6.0,31.0,61
321,0.0,1.0333333333333334,62
322,1.0,2.5833333333333335,62
323,2.0,4.428571428571429,62
324,4.0,15.5,62
325,6.0,31.0,62
326,0.0,1.0333333333333334,63
327,1.0,2.3846153846153846,63
328,2.0,4.428571428571429,63
329,3.0,7.75,63
330,6.0,31.0,63
331,0.0,1.0333333333333334,64
332,1.0,1.8235294117647058,64
333,2.0,5.166666666666667,64
334,3.0,15.5,64
335,5.0,31.0,64
336,0.0,1.0333333333333334,65
337,1.0,1.8235294117647058,65
338,2.0,3.875,65
339,3.0,6.2,65
340,4.0,31.0,65
341,0.0,1.0333333333333334,66
342,1.0,2.3846153846153846,66
343,2.0,3.4444444444444446,66
344,3.0,6.2,66
345,4.0,15.5,66
346,0.0,1.0333333333333334,67
347,1.0,3.4444444444444446,67
348,2.0,3.875,67
349,3.0,5.166666666666667,67
350,4.0,7.75,67
351,6.0,10.333333333333334,67
352,9.0,31.0,67
353,0.0,1.0333333333333334,68
354,1.0,2.5833333333333335,68
355,2.0,2.8181818181818183,68
356,3.0,6.2,68
357,4.0,7.75,68
358,5.0,10.333333333333334,68
359,6.0,31.0,68
360,0.0,1.0333333333333334,69
361,1.0,2.3846153846153846,69
362,2.0,3.875,69
363,4.0,10.333333333333334,69
364,5.0,15.5,69
365,6.0,31.0,69
366,0.0,1.0333333333333334,70
367,1.0,2.3846153846153846,70
368,2.0,5.166666666666667,70
369,3.0,7.75,70
370,4.0,10.333333333333334,70
371,5.0,15.5,70
372,7.0,31.0,70
373,0.0,1.0333333333333334,71
374,1.0,2.2142857142857144,71
375,2.0,3.875,71
376,3.0,4.428571428571429,71
377,4.0,7.75,71
378,6.0,31.0,71
379,0.0,1.0333333333333334,72
380,1.0,3.1,72
381,2.0,6.2,72
382,3.0,10.333333333333334,72
383,4.0,15.5,72
384,6.0,31.0,72
385,0.0,1.0333333333333334,73
386,1.0,2.3846153846153846,73
387,2.0,6.2,73
388,5.0,15.5,73
389,7.0,31.0,73
390,0.0,1.0333333333333334,74
391,1.0,2.5833333333333335,74
392,2.0,6.2,74
393,4.0,15.5,74
394,6.0,31.0,74
395,0.0,1.0333333333333334,75
396,1.0,1.7222222222222223,75
397,2.0,5.166666666666667,75
398,5.0,31.0,75
399,0.0,1.0333333333333334,76
400,1.0,1.55,76
401,2.0,3.4444444444444446,76
402,4.0,31.0,76
403,0.0,1.0333333333333334,77
404,1.0,2.8181818181818183,77
405,2.0,5.166666666666667,77
406,3.0,7.75,77
407,4.0,10.333333333333334,77
408,5.0,15.5,77
409,9.0,31.0,77
410,0.0,1.0333333333333334,78
411,1.0,2.8181818181818183,78
412,2.0,3.875,78
413,3.0,6.2,78
414,4.0,10.333333333333334,78
415,6.0,31.0,78
416,0.0,1.0333333333333334,79
417,1.0,2.066666666666667,79
418,2.0,4.428571428571429,79
419,3.0,6.2,79
420,4.0,10.333333333333334,79
421,6.0,15.5,79
422,0.0,1.0333333333333334,80
423,1.0,2.3846153846153846,80
424,2.0,4.428571428571429,80
425,3.0,6.2,80
426,6.0,10.333333333333334,80
427,0.0,1.0333333333333334,81
428,1.0,2.066666666666667,81
429,2.0,3.4444444444444446,81
430,3.0,4.428571428571429,81
431,4.0,6.2,81
432,5.0,15.5,81
433,7.0,31.0,81
434,0.0,1.0333333333333334,82
435,1.0,2.066666666666667,82
436,2.0,3.1,82
437,3.0,5.166666666666667,82
438,4.0,15.5,82
439,6.0,31.0,82
440,0.0,1.0333333333333334,83
441,1.0,2.8181818181818183,83
442,2.0,5.166666666666667,83
443,3.0,7.75,83
444,4.0,10.333333333333334,83
445,8.0,31.0,83
446,0.0,1.0333333333333334,84
447,1.0,2.2142857142857144,84
448,2.0,3.1,84
449,3.0,7.75,84
450,4.0,10.333333333333334,84
451,5.0,31.0,84
452,0.0,1.0333333333333334,85
453,1.0,2.066666666666667,85
454,2.0,3.875,85
455,3.0,7.75,85
456,4.0,15.5,85
457,5.0,31.0,85
458,0.0,1.0333333333333334,86
459,1.0,2.5833333333333335,86
460,2.0,5.166666666666667,86
461,7.0,31.0,86
462,0.0,1.0333333333333334,87
463,1.0,2.2142857142857144,87
464,2.0,5.166666666666667,87
465,3.0,15.5,87
466,7.0,31.0,87
467,0.0,1.0333333333333334,88
468,1.0,1.631578947368421,88
469,2.0,3.875,88
470,3.0,10.333333333333334,88
471,4.0,31.0,88
472,0.0,1.0333333333333334,89
473,1.0,1.631578947368421,89
474,2.0,4.428571428571429,89
475,3.0,10.333333333333334,89
476,4.0,15.5,89
477,0.0,1.0333333333333334,90
478,1.0,1.631578947368421,90
479,2.0,3.1,90
480,3.0,10.333333333333334,90
481,4.0,15.5,90
482,6.0,31.0,90
483,0.0,1.0333333333333334,91
484,1.0,2.066666666666667,91
485,2.0,3.4444444444444446,91
486,3.0,6.2,91
487,4.0,15.5,91
488,7.0,31.0,91
489,0.0,1.0333333333333334,92
490,1.0,2.2142857142857144,92
491,2.0,3.4444444444444446,92
492,3.0,5.166666666666667,92
493,4.0,7.75,92
494,5.0,15.5,92
495,7.0,31.0,92
496,0.0,1.0333333333333334,93
497,1.0,2.066666666666667,93
498,2.0,3.4444444444444446,93
499,3.0,7.75,93
500,4.0,10.333333333333334,93
501,5.0,15.5,93
502,7.0,31.0,93
503,0.0,1.0333333333333334,94
504,1.0,2.066666666666667,94
505,2.0,3.875,94
506,3.0,6.2,94
507,4.0,31.0,94
508,0.0,1.0333333333333334,95
509,1.0,2.2142857142857144,95
510,2.0,3.875,95
511,3.0,7.75,95
512,4.0,15.5,95
513,8.0,31.0,95
514,0.0,1.0333333333333334,96
515,1.0,2.5833333333333335,96
516,2.0,4.428571428571429,96
517,3.0,6.2,96
518,4.0,7.75,96
519,5.0,10.333333333333334,96
520,6.0,15.5,96
521,7.0,31.0,96
522,0.0,1.0333333333333334,97
523,1.0,2.066666666666667,97
524,2.0,3.875,97
525,3.0,6.2,97
526,4.0,10.333333333333334,97
527,7.0,31.0,97
528,0.0,1.0333333333333334,98
529,1.0,1.9375,98
530,2.0,4.428571428571429,98
531,3.0,5.166666666666667,98
532,4.0,6.2,98
533,5.0,10.333333333333334,98
534,6.0,31.0,98
535,0.0,1.0333333333333334,99
536,1.0,2.066666666666667,99
537,2.0,3.4444444444444446,99
538,3.0,10.333333333333334,99
539,4.0,31.0,99
540,0.0,1.0333333333333334,100
541,1.0,2.3846153846153846,100
542,2.0,3.875,100
543,3.0,7.75,100
544,4.0,15.5,100
545,5.0,31.0,100
546,0.0,1.0333333333333334,101
547,1.0,2.2142857142857144,101
548,2.0,3.4444444444444446,101
549,3.0,6.2,101
550,4.0,10.333333333333334,101
551,5.0,15.5,101
552,0.0,1.0333333333333334,102
553,1.0,2.066666666666667,102
554,2.0,3.4444444444444446,102
555,3.0,6.2,102
556,5.0,7.75,102
557,6.0,31.0,102
558,0.0,1.0333333333333334,103
559,1.0,1.8235294117647058,103
560,2.0,3.875,103
561,3.0,7.75,103
562,5.0,10.333333333333334,103
563,6.0,15.5,103
564,0.0,1.0333333333333334,104
565,1.0,1.9375,104
566,2.0,4.428571428571429,104
567,3.0,7.75,104
568,4.0,10.333333333333334,104
569,7.0,15.5,104
570,0.0,1.0333333333333334,105
571,1.0,2.5833333333333335,105
572,2.0,6.2,105
573,3.0,10.333333333333334,105
574,5.0,15.5,105
575,0.0,1.0333333333333334,106
576,1.0,3.4444444444444446,106
577,2.0,5.166666666666667,106
578,4.0,10.333333333333334,106
579,7.0,15.5,106
580,0.0,1.0333333333333334,107
581,1.0,2.3846153846153846,107
582,2.0,3.875,107
583,3.0,7.75,107
584,5.0,31.0,107
585,0.0,1.0333333333333334,108
586,1.0,1.631578947368421,108
587,2.0,2.8181818181818183,108
588,3.0,10.333333333333334,108
589,0.0,1.0333333333333334,109
590,1.0,1.55,109
591,2.0,5.166666666666667,109
592,3.0,6.2,109
593,4.0,31.0,109
594,0.0,1.0333333333333334,110
595,1.0,1.8235294117647058,110
596,2.0,3.4444444444444446,110
597,3.0,7.75,110
598,4.0,31.0,110
599,0.0,1.0333333333333334,111
600,1.0,1.9375,111
601,2.0,3.1,111
602,3.0,5.166666666666667,111
603,4.0,15.5,111
604,0.0,1.0333333333333334,112
605,1.0,1.8235294117647058,112
606,2.0,2.5833333333333335,112
607,3.0,4.428571428571429,112
608,4.0,31.0,112
609,0.0,1.0333333333333334,113
610,1.0,2.066666666666667,113
611,2.0,2.8181818181818183,113
612,3.0,7.75,113
613,6.0,15.5,113
614,0.0,1.0333333333333334,114
615,1.0,2.066666666666667,114
616,2.0,3.4444444444444446,114
617,3.0,7.75,114
618,4.0,15.5,114
619,6.0,31.0,114
620,0.0,1.0333333333333334,115
621,1.0,2.2142857142857144,115
622,2.0,2.8181818181818183,115
623,3.0,5.166666666666667,115
624,4.0,15.5,115
625,0.0,1.0333333333333334,116
626,1.0,2.3846153846153846,116
627,2.0,3.875,116
628,3.0,5.166666666666667,116
629,4.0,7.75,116
630,5.0,10.333333333333334,116
631,6.0,31.0,116
632,0.0,1.0333333333333334,117
633,1.0,2.2142857142857144,117
634,2.0,3.875,117
635,3.0,7.75,117
636,4.0,10.333333333333334,117
637,5.0,15.5,117
638,6.0,31.0,117
639,0.0,1.0333333333333334,118
640,1.0,2.2142857142857144,118
641,3.0,5.166666666666667,118
642,4.0,6.2,118
643,6.0,15.5,118
644,0.0,1.0333333333333334,119
645,1.0,2.3846153846153846,119
646,2.0,4.428571428571429,119
647,3.0,6.2,119
648,4.0,7.75,119
649,5.0,10.333333333333334,119
650,7.0,15.5,119
651,0.0,1.0333333333333334,120
652,1.0,2.2142857142857144,120
653,2.0,3.875,120
654,3.0,6.2,120
655,4.0,7.75,120
656,5.0,10.333333333333334,120
657,6.0,15.5,120
658,8.0,31.0,120
659,0.0,1.0333333333333334,121
660,1.0,2.066666666666667,121
661,2.0,3.875,121
662,3.0,5.166666666666667,121
663,4.0,6.2,121
664,5.0,15.5,121
665,0.0,1.0333333333333334,122
666,1.0,2.066666666666667,122
667,2.0,3.875,122
668,3.0,5.166666666666667,122
669,4.0,7.75,122
670,5.0,15.5,122
671,0.0,1.0333333333333334,123
672,1.0,1.9375,123
673,2.0,2.8181818181818183,123
674,3.0,5.166666666666667,123
675,4.0,7.75,123
676,5.0,15.5,123
677,0.0,1.0333333333333334,124
678,1.0,2.066666666666667,124
679,2.0,3.1,124
680,3.0,3.875,124
681,4.0,10.333333333333334,124
682,5.0,31.0,124
683,0.0,1.0333333333333334,125
684,1.0,2.066666666666667,125
685,2.0,3.4444444444444446,125
686,3.0,6.2,125
687,4.0,10.333333333333334,125
688,5.0,15.5,125
689,6.0,31.0,125
690,0.0,1.0333333333333334,126
691,1.0,2.3846153846153846,126
692,2.0,4.428571428571429,126
693,3.0,7.75,126
694,5.0,15.5,126
695,6.0,31.0,126
696,0.0,1.0333333333333334,127
697,1.0,2.5833333333333335,127
698,2.0,4.428571428571429,127
699,3.0,7.75,127
700,4.0,15.5,127
701,5.0,31.0,127
702,0.0,1.0333333333333334,128
703,1.0,2.066666666666667,128
704,2.0,7.75,128
705,3.0,15.5,128
706,0.0,1.0333333333333334,129
707,1.0,1.3478260869565217,129
708,2.0,4.428571428571429,129
709,4.0,31.0,129
710,0.0,1.0333333333333334,130
711,1.0,1.8235294117647058,130
712,2.0,3.875,130
713,3.0,6.2,130
714,4.0,31.0,130
715,0.0,1.0333333333333334,131
716,1.0,1.8235294117647058,131
717,2.0,3.4444444444444446,131
718,3.0,7.75,131
719,4.0,31.0,131
720,0.0,1.0333333333333334,132
721,1.0,1.8235294117647058,132
722,2.0,3.1,132
723,3.0,6.2,132
724,0.0,1.0333333333333334,133
725,1.0,1.9375,133
726,2.0,2.5833333333333335,133
727,3.0,6.2,133
728,4.0,15.5,133
729,5.0,31.0,133
730,0.0,1.0333333333333334,134
731,1.0,1.9375,134
732,2.0,3.1,134
733,3.0,7.75,134
734,5.0,15.5,134
735,0.0,1.0333333333333334,135
736,1.0,1.9375,135
737,2.0,3.1,135
738,3.0,6.2,135
739,4.0,15.5,135
740,0.0,1.0333333333333334,136
741,1.0,2.066666666666667,136
742,2.0,5.166666666666667,136
743,3.0,6.2,136
744,4.0,7.75,136
745,5.0,10.333333333333334,136
746,6.0,31.0,136
747,0.0,1.0333333333333334,137
748,1.0,2.2142857142857144,137
749,2.0,3.875,137
750,3.0,10.333333333333334,137
751,5.0,15.5,137
752,6.0,31.0,137
753,0.0,1.0333333333333334,138
754,1.0,2.066666666666667,138
755,2.0,4.428571428571429,138
756,4.0,10.333333333333334,138
757,5.0,15.5,138
758,6.0,31.0,138
759,0.0,1.0333333333333334,139
760,1.0,2.3846153846153846,139
761,2.0,4.428571428571429,139
762,4.0,7.75,139
763,5.0,10.333333333333334,139
764,6.0,15.5,139
765,7.0,31.0,139
766,0.0,1.0333333333333334,140
767,1.0,2.5833333333333335,140
768,2.0,4.428571428571429,140
769,3.0,5.166666666666667,140
770,4.0,7.75,140
771,5.0,10.333333333333334,140
772,6.0,15.5,140
773,0.0,1.0333333333333334,141
774,1.0,2.066666666666667,141
775,2.0,4.428571428571429,141
776,4.0,7.75,141
777,6.0,10.333333333333334,141
778,0.0,1.0333333333333334,142
779,1.0,2.066666666666667,142
780,2.0,4.428571428571429,142
781,3.0,15.5,142
782,0.0,1.0333333333333334,143
783,1.0,1.9375,143
784,2.0,3.875,143
785,3.0,5.166666666666667,143
786,4.0,10.333333333333334,143
787,5.0,31.0,143
788,0.0,1.0333333333333334,144
789,1.0,2.066666666666667,144
790,2.0,4.428571428571429,144
791,3.0,7.75,144
792,4.0,10.333333333333334,144
793,5.0,15.5,144
794,0.0,1.0333333333333334,145
795,1.0,2.066666666666667,145
796,2.0,5.166666666666667,145
797,3.0,7.75,145
798,4.0,15.5,145
799,6.0,31.0,145
800,0.0,1.0333333333333334,146
801,1.0,2.5833333333333335,146
802,2.0,6.2,146
803,5.0,7.75,146
804,6.0,15.5,146
805,7.0,31.0,146
806,0.0,1.0333333333333334,147
807,1.0,2.066666666666667,147
808,2.0,3.875,147
809,3.0,10.333333333333334,147
810,4.0,15.5,147
811,5.0,31.0,147
812,0.0,1.0333333333333334,148
813,1.0,1.631578947368421,148
814,2.0,4.428571428571429,148
815,3.0,7.75,148
816,4.0,15.5,148
817,0.0,1.0333333333333334,149
818,1.0,1.8235294117647058,149
819,2.0,3.1,149
820,3.0,6.2,149
821,4.0,15.5,149
822,6.0,31.0,149
823,0.0,1.0333333333333334,150
824,1.0,1.9375,150
825,2.0,3.4444444444444446,150
826,3.0,4.428571428571429,150
827,4.0,15.5,150
828,6.0,31.0,150
829,0.0,1.0333333333333334,151
830,1.0,1.9375,151
831,2.0,2.5833333333333335,151
832,3.0,6.2,151
833,4.0,15.5,151
834,0.0,1.0333333333333334,152
835,1.0,1.9375,152
836,2.0,2.8181818181818183,152
837,3.0,5.166666666666667,152
838,4.0,31.0,152
839,0.0,1.0333333333333334,153
840,1.0,2.066666666666667,153
841,2.0,2.8181818181818183,153
842,3.0,5.166666666666667,153
843,4.0,15.5,153
844,0.0,1.0333333333333334,154
845,1.0,1.7222222222222223,154
846,2.0,3.1,154
847,3.0,6.2,154
848,4.0,15.5,154
849,5.0,31.0,154
850,0.0,1.0333333333333334,155
851,1.0,2.3846153846153846,155
852,2.0,3.875,155
853,3.0,10.333333333333334,155
854,4.0,31.0,155
855,0.0,1.0333333333333334,156
856,1.0,1.8235294117647058,156
857,2.0,4.428571428571429,156
858,3.0,10.333333333333334,156
859,5.0,15.5,156
860,6.0,31.0,156
861,0.0,1.0333333333333334,157
862,1.0,2.2142857142857144,157
863,2.0,4.428571428571429,157
864,3.0,6.2,157
865,4.0,7.75,157
866,6.0,31.0,157
867,0.0,1.0333333333333334,158
868,1.0,3.875,158
869,2.0,5.166666666666667,158
870,3.0,10.333333333333334,158
871,4.0,15.5,158
872,0.0,1.0333333333333334,159
873,1.0,2.066666666666667,159
874,2.0,7.75,159
875,4.0,10.333333333333334,159
876,6.0,15.5,159
877,7.0,31.0,159
878,0.0,1.0333333333333334,160
879,1.0,1.55,160
880,2.0,5.166666666666667,160
881,3.0,7.75,160
882,4.0,15.5,160
883,0.0,1.0333333333333334,161
884,1.0,1.9375,161
885,2.0,3.875,161
886,3.0,6.2,161
887,4.0,31.0,161
888,0.0,1.0333333333333334,162
889,1.0,1.9375,162
890,2.0,3.4444444444444446,162
891,3.0,5.166666666666667,162
892,4.0,10.333333333333334,162
893,10.0,31.0,162
894,0.0,1.0333333333333334,163
895,1.0,1.8235294117647058,163
896,2.0,3.4444444444444446,163
897,3.0,4.428571428571429,163
898,4.0,15.5,163
899,8.0,31.0,163
900,0.0,1.0333333333333334,164
901,1.0,1.8235294117647058,164
902,2.0,3.4444444444444446,164
903,4.0,7.75,164
904,8.0,31.0,164
905,0.0,1.0333333333333334,165
906,1.0,1.9375,165
907,2.0,3.1,165
908,3.0,7.75,165
909,4.0,15.5,165
910,5.0,31.0,165
911,0.0,1.0333333333333334,166
912,1.0,1.7222222222222223,166
913,2.0,2.8181818181818183,166
914,3.0,10.333333333333334,166
915,5.0,31.0,166
916,0.0,1.0333333333333334,167
917,1.0,1.7222222222222223,167
918,2.0,2.8181818181818183,167
919,3.0,10.333333333333334,167
920,4.0,31.0,167
921,0.0,1.0333333333333334,168
922,1.0,3.4444444444444446,168
923,2.0,7.75,168
924,6.0,15.5,168
925,7.0,31.0,168
926,0.0,1.0333333333333334,169
927,1.0,2.5833333333333335,169
928,2.0,5.166666666666667,169
929,3.0,7.75,169
930,5.0,15.5,169
931,6.0,31.0,169
932,0.0,1.0333333333333334,170
933,1.0,1.9375,170
934,2.0,4.428571428571429,170
935,3.0,7.75,170
936,4.0,10.333333333333334,170
937,0.0,1.0333333333333334,171
938,1.0,1.9375,171
939,2.0,5.166666666666667,171
940,3.0,6.2,171
941,4.0,7.75,171
942,5.0,31.0,171
943,0.0,1.0333333333333334,172
944,1.0,2.066666666666667,172
945,2.0,4.428571428571429,172
946,3.0,6.2,172
947,4.0,10.333333333333334,172
948,5.0,15.5,172
949,0.0,1.0333333333333334,173
950,1.0,1.8235294117647058,173
951,2.0,3.875,173
952,3.0,6.2,173
953,4.0,10.333333333333334,173
954,5.0,31.0,173
955,0.0,1.0333333333333334,174
956,1.0,1.8235294117647058,174
957,2.0,3.875,174
958,3.0,5.166666666666667,174
959,4.0,7.75,174
960,0.0,1.0333333333333334,175
961,1.0,2.066666666666667,175
962,2.0,3.1,175
963,3.0,6.2,175
964,4.0,15.5,175
965,5.0,31.0,175
