,days_over,return_period
0,0.0,1.0001
1,1.0,1.8170421511627908
2,2.0,3.37529530880864
3,3.0,5.977884040645547
4,4.0,10.353002070393375
5,5.0,16.75209380234506
6,6.0,26.52785145888594
7,7.0,42.02100840336134
8,8.0,58.82941176470588
9,9.0,89.29464285714286
10,10.0,133.34666666666666
11,11.0,178.58928571428572
12,12.0,285.74285714285713
13,13.0,416.7083333333333
14,14.0,555.6111111111111
15,15.0,909.1818181818181
16,16.0,1428.7142857142858
17,19.0,2000.2
18,20.0,2500.25
19,21.0,3333.6666666666665
20,24.0,5000.5
21,28.0,10001.0
