,days_over,return_period
0,1.0,2
2,0.0,1
8,7.0,90
10,2.0,5
40,4.0,19
53,3.0,10
73,14.0,1000
133,9.0,212
135,6.0,55
218,5.0,32
544,10.0,344
785,13.0,909
1138,12.0,625
1375,8.0,140
1510,11.0,476
2616,21.0,5000
4643,19.0,3333
4882,15.0,2000
6970,17.0,2500
