,days_over,return_period
0,0.0,1
8,1.0,2
13,4.0,20
15,5.0,35
18,3.0,10
27,2.0,5
53,6.0,59
131,7.0,99
381,9.0,232
503,11.0,500
570,10.0,344
907,14.0,1250
1279,8.0,163
3319,19.0,5000
3462,12.0,666
3764,17.0,2500
4002,13.0,1000
8079,24.0,10001
8488,15.0,1666
9396,16.0,2000
