,days_over,return_period
0,1.0,1
1,2.0,2
3,0.0,1
4,3.0,2
6,11.0,21
12,12.0,27
16,4.0,4
24,5.0,5
32,16.0,68
36,6.0,6
39,8.0,10
50,7.0,8
58,14.0,42
62,15.0,53
101,9.0,14
103,10.0,17
114,18.0,97
266,13.0,34
273,22.0,243
320,19.0,123
657,20.0,149
1188,24.0,400
1212,17.0,84
1230,30.0,1428
1526,28.0,909
1848,31.0,3333
2056,23.0,312
2895,26.0,625
3409,21.0,208
3898,42.0,0
4094,27.0,714
5030,29.0,1111
6787,25.0,526
9843,32.0,10001
