,days_over,return_period
0,1.0,2
1,4.0,14
2,0.0,1
7,3.0,8
9,2.0,4
19,7.0,42
24,9.0,80
62,5.0,21
128,12.0,181
164,16.0,666
554,18.0,1250
577,11.0,138
672,6.0,30
746,13.0,238
1053,8.0,56
1079,10.0,109
1668,19.0,2500
1692,15.0,454
3032,14.0,400
7653,22.0,5000
8389,26.0,10001
