days_over,return_period,subset
0.0,1.0333333333333334,1
1.0,2.8181818181818183,1
2.0,3.875,1
3.0,5.166666666666667,1
5.0,10.333333333333334,1
6.0,15.5,1
9.0,31.0,1
0.0,1.0333333333333334,2
1.0,4.428571428571429,2
2.0,15.5,2
0.0,1.0333333333333334,3
1.0,2.5833333333333335,3
2.0,3.4444444444444446,3
3.0,4.428571428571429,3
4.0,6.2,3
7.0,10.333333333333334,3
9.0,31.0,3
0.0,1.0333333333333334,4
1.0,1.9375,4
2.0,3.4444444444444446,4
3.0,6.2,4
9.0,15.5,4
0.0,1.0333333333333334,5
1.0,2.8181818181818183,5
2.0,6.2,5
3.0,10.333333333333334,5
4.0,15.5,5
10.0,31.0,5
0.0,1.0333333333333334,6
1.0,5.166666666666667,6
3.0,10.333333333333334,6
4.0,15.5,6
5.0,31.0,6
0.0,1.0333333333333334,7
1.0,3.1,7
2.0,6.2,7
3.0,15.5,7
11.0,31.0,7
0.0,1.0333333333333334,8
1.0,2.5833333333333335,8
2.0,3.875,8
3.0,6.2,8
4.0,7.75,8
6.0,10.333333333333334,8
9.0,15.5,8
11.0,31.0,8
0.0,1.0333333333333334,9
1.0,2.8181818181818183,9
2.0,4.428571428571429,9
3.0,7.75,9
5.0,10.333333333333334,9
7.0,31.0,9
0.0,1.0333333333333334,10
1.0,3.875,10
2.0,7.75,10
3.0,15.5,10
4.0,31.0,10
0.0,1.0333333333333334,11
1.0,3.4444444444444446,11
3.0,10.333333333333334,11
5.0,31.0,11
0.0,1.0333333333333334,12
1.0,3.1,12
2.0,5.166666666666667,12
4.0,15.5,12
6.0,31.0,12
0.0,1.0333333333333334,13
1.0,2.8181818181818183,13
2.0,4.428571428571429,13
3.0,10.333333333333334,13
5.0,31.0,13
0.0,1.0333333333333334,14
1.0,2.3846153846153846,14
2.0,3.4444444444444446,14
3.0,6.2,14
4.0,7.75,14
5.0,31.0,14
0.0,1.0333333333333334,15
1.0,2.066666666666667,15
2.0,4.428571428571429,15
3.0,15.5,15
4.0,31.0,15
0.0,1.0333333333333334,16
1.0,2.8181818181818183,16
2.0,7.75,16
3.0,31.0,16
0.0,1.0333333333333334,17
1.0,3.4444444444444446,17
3.0,7.75,17
0.0,1.0333333333333334,18
1.0,3.4444444444444446,18
2.0,7.75,18
3.0,10.333333333333334,18
4.0,31.0,18
0.0,1.0333333333333334,19
1.0,2.066666666666667,19
2.0,3.4444444444444446,19
3.0,6.2,19
4.0,10.333333333333334,19
6.0,31.0,19
0.0,1.0333333333333334,20
1.0,3.4444444444444446,20
2.0,10.333333333333334,20
8.0,31.0,20
0.0,1.0333333333333334,21
1.0,2.8181818181818183,21
2.0,4.428571428571429,21
3.0,15.5,21
8.0,31.0,21
0.0,1.0333333333333334,22
1.0,2.3846153846153846,22
2.0,6.2,22
8.0,15.5,22
10.0,31.0,22
0.0,1.0333333333333334,23
1.0,5.166666666666667,23
2.0,10.333333333333334,23
4.0,31.0,23
0.0,1.0333333333333334,24
1.0,2.2142857142857144,24
2.0,3.4444444444444446,24
3.0,7.75,24
4.0,10.333333333333334,24
5.0,31.0,24
0.0,1.0333333333333334,25
1.0,2.8181818181818183,25
2.0,3.4444444444444446,25
3.0,4.428571428571429,25
4.0,5.166666666666667,25
5.0,6.2,25
6.0,7.75,25
8.0,10.333333333333334,25
12.0,15.5,25
13.0,31.0,25
0.0,1.0333333333333334,26
1.0,3.4444444444444446,26
2.0,7.75,26
3.0,10.333333333333334,26
4.0,31.0,26
0.0,1.0333333333333334,27
1.0,3.1,27
2.0,6.2,27
3.0,7.75,27
4.0,31.0,27
0.0,1.0333333333333334,28
1.0,2.8181818181818183,28
2.0,3.4444444444444446,28
3.0,6.2,28
4.0,10.333333333333334,28
0.0,1.0333333333333334,29
1.0,1.9375,29
2.0,3.875,29
3.0,6.2,29
5.0,15.5,29
6.0,31.0,29
0.0,1.0333333333333334,30
1.0,2.5833333333333335,30
2.0,6.2,30
5.0,15.5,30
6.0,31.0,30
0.0,1.0333333333333334,31
1.0,2.3846153846153846,31
2.0,4.428571428571429,31
4.0,10.333333333333334,31
7.0,15.5,31
8.0,31.0,31
0.0,1.0333333333333334,32
1.0,2.8181818181818183,32
2.0,3.1,32
3.0,3.875,32
4.0,7.75,32
6.0,10.333333333333334,32
7.0,15.5,32
0.0,1.0333333333333334,33
1.0,3.875,33
4.0,15.5,33
10.0,31.0,33
0.0,1.0333333333333334,34
1.0,2.8181818181818183,34
2.0,6.2,34
3.0,10.333333333333334,34
4.0,31.0,34
0.0,1.0333333333333334,35
1.0,2.8181818181818183,35
2.0,7.75,35
3.0,10.333333333333334,35
7.0,15.5,35
15.0,31.0,35
0.0,1.0333333333333334,36
1.0,3.1,36
2.0,7.75,36
3.0,10.333333333333334,36
4.0,15.5,36
6.0,31.0,36
0.0,1.0333333333333334,37
1.0,3.4444444444444446,37
2.0,7.75,37
3.0,15.5,37
5.0,31.0,37
0.0,1.0333333333333334,38
1.0,2.3846153846153846,38
2.0,4.428571428571429,38
5.0,31.0,38
0.0,1.0333333333333334,39
1.0,2.5833333333333335,39
2.0,6.2,39
3.0,10.333333333333334,39
5.0,31.0,39
0.0,1.0333333333333334,40
1.0,4.428571428571429,40
5.0,31.0,40
0.0,1.0333333333333334,41
1.0,2.3846153846153846,41
2.0,3.4444444444444446,41
3.0,5.166666666666667,41
4.0,10.333333333333334,41
5.0,15.5,41
9.0,31.0,41
0.0,1.0333333333333334,42
1.0,2.8181818181818183,42
2.0,5.166666666666667,42
3.0,6.2,42
4.0,7.75,42
5.0,15.5,42
6.0,31.0,42
0.0,1.0333333333333334,43
1.0,2.8181818181818183,43
2.0,15.5,43
3.0,31.0,43
0.0,1.0333333333333334,44
1.0,4.428571428571429,44
2.0,31.0,44
0.0,1.0333333333333334,45
1.0,1.9375,45
2.0,3.4444444444444446,45
3.0,4.428571428571429,45
4.0,7.75,45
5.0,31.0,45
0.0,1.0333333333333334,46
1.0,2.066666666666667,46
2.0,4.428571428571429,46
3.0,7.75,46
4.0,31.0,46
0.0,1.0333333333333334,47
1.0,3.1,47
2.0,5.166666666666667,47
3.0,10.333333333333334,47
4.0,31.0,47
0.0,1.0333333333333334,48
1.0,3.4444444444444446,48
2.0,7.75,48
3.0,15.5,48
4.0,31.0,48
0.0,1.0333333333333334,49
1.0,3.4444444444444446,49
2.0,10.333333333333334,49
3.0,15.5,49
6.0,31.0,49
0.0,1.0333333333333334,50
1.0,3.875,50
2.0,6.2,50
3.0,15.5,50
4.0,31.0,50
0.0,1.0333333333333334,51
1.0,2.5833333333333335,51
2.0,4.428571428571429,51
3.0,6.2,51
4.0,10.333333333333334,51
5.0,15.5,51
6.0,31.0,51
0.0,1.0333333333333334,52
1.0,2.8181818181818183,52
2.0,6.2,52
3.0,10.333333333333334,52
4.0,31.0,52
0.0,1.0333333333333334,53
1.0,4.428571428571429,53
4.0,6.2,53
5.0,10.333333333333334,53
6.0,31.0,53
0.0,1.0333333333333334,54
1.0,2.3846153846153846,54
2.0,6.2,54
3.0,7.75,54
0.0,1.0333333333333334,55
1.0,2.5833333333333335,55
2.0,5.166666666666667,55
3.0,10.333333333333334,55
4.0,15.5,55
6.0,31.0,55
0.0,1.0333333333333334,56
1.0,2.3846153846153846,56
3.0,7.75,56
5.0,15.5,56
0.0,1.0333333333333334,57
1.0,2.8181818181818183,57
2.0,5.166666666666667,57
3.0,15.5,57
0.0,1.0333333333333334,58
1.0,2.3846153846153846,58
2.0,4.428571428571429,58
3.0,10.333333333333334,58
4.0,15.5,58
0.0,1.0333333333333334,59
1.0,2.3846153846153846,59
2.0,5.166666666666667,59
3.0,15.5,59
11.0,31.0,59
0.0,1.0333333333333334,60
1.0,2.8181818181818183,60
2.0,4.428571428571429,60
3.0,7.75,60
6.0,31.0,60
0.0,1.0333333333333334,61
1.0,3.1,61
2.0,4.428571428571429,61
3.0,6.2,61
4.0,10.333333333333334,61
5.0,31.0,61
0.0,1.0333333333333334,62
1.0,2.5833333333333335,62
2.0,3.4444444444444446,62
3.0,10.333333333333334,62
6.0,31.0,62
0.0,1.0333333333333334,63
1.0,2.8181818181818183,63
2.0,3.875,63
3.0,7.75,63
4.0,10.333333333333334,63
0.0,1.0333333333333334,64
1.0,3.875,64
2.0,7.75,64
4.0,15.5,64
0.0,1.0333333333333334,65
1.0,4.428571428571429,65
2.0,7.75,65
5.0,31.0,65
0.0,1.0333333333333334,66
1.0,3.875,66
2.0,10.333333333333334,66
8.0,15.5,66
31.0,31.0,66
0.0,1.0333333333333334,67
1.0,3.1,67
2.0,3.875,67
3.0,10.333333333333334,67
4.0,15.5,67
0.0,1.0333333333333334,68
1.0,3.1,68
3.0,10.333333333333334,68
11.0,31.0,68
0.0,1.0333333333333334,69
1.0,1.9375,69
2.0,5.166666666666667,69
3.0,6.2,69
4.0,7.75,69
7.0,15.5,69
10.0,31.0,69
0.0,1.0333333333333334,70
1.0,3.4444444444444446,70
2.0,4.428571428571429,70
3.0,6.2,70
4.0,15.5,70
7.0,31.0,70
0.0,1.0333333333333334,71
1.0,2.2142857142857144,71
2.0,5.166666666666667,71
3.0,15.5,71
7.0,31.0,71
0.0,1.0333333333333334,72
1.0,3.875,72
4.0,7.75,72
6.0,15.5,72
7.0,31.0,72
0.0,1.0333333333333334,73
1.0,3.4444444444444446,73
2.0,4.428571428571429,73
3.0,7.75,73
4.0,15.5,73
6.0,31.0,73
0.0,1.0333333333333334,74
1.0,2.8181818181818183,74
2.0,6.2,74
4.0,10.333333333333334,74
5.0,31.0,74
0.0,1.0333333333333334,75
1.0,2.066666666666667,75
2.0,6.2,75
7.0,15.5,75
8.0,31.0,75
0.0,1.0333333333333334,76
1.0,2.3846153846153846,76
2.0,5.166666666666667,76
3.0,10.333333333333334,76
0.0,1.0333333333333334,77
1.0,4.428571428571429,77
2.0,15.5,77
12.0,31.0,77
0.0,1.0333333333333334,78
1.0,3.4444444444444446,78
2.0,6.2,78
3.0,15.5,78
6.0,31.0,78
0.0,1.0333333333333334,79
1.0,5.166666666666667,79
2.0,10.333333333333334,79
4.0,31.0,79
0.0,1.0333333333333334,80
1.0,3.4444444444444446,80
2.0,6.2,80
3.0,31.0,80
0.0,1.0333333333333334,81
1.0,2.8181818181818183,81
2.0,7.75,81
5.0,15.5,81
10.0,31.0,81
0.0,1.0333333333333334,82
1.0,3.1,82
2.0,7.75,82
3.0,15.5,82
9.0,31.0,82
0.0,1.0333333333333334,83
1.0,3.1,83
2.0,15.5,83
3.0,31.0,83
0.0,1.0333333333333334,84
1.0,3.1,84
2.0,3.875,84
3.0,6.2,84
6.0,31.0,84
0.0,1.0333333333333334,85
1.0,3.1,85
2.0,6.2,85
3.0,15.5,85
11.0,31.0,85
0.0,1.0333333333333334,86
1.0,3.1,86
2.0,7.75,86
3.0,15.5,86
6.0,31.0,86
0.0,1.0333333333333334,87
1.0,2.8181818181818183,87
2.0,6.2,87
3.0,10.333333333333334,87
4.0,15.5,87
0.0,1.0333333333333334,88
1.0,2.8181818181818183,88
2.0,3.4444444444444446,88
3.0,6.2,88
11.0,15.5,88
14.0,31.0,88
0.0,1.0333333333333334,89
1.0,2.066666666666667,89
2.0,3.875,89
3.0,6.2,89
4.0,10.333333333333334,89
5.0,31.0,89
0.0,1.0333333333333334,90
1.0,2.3846153846153846,90
2.0,5.166666666666667,90
3.0,10.333333333333334,90
0.0,1.0333333333333334,91
1.0,2.3846153846153846,91
2.0,3.875,91
3.0,10.333333333333334,91
6.0,31.0,91
0.0,1.0333333333333334,92
1.0,3.4444444444444446,92
2.0,5.166666666666667,92
3.0,6.2,92
4.0,10.333333333333334,92
6.0,15.5,92
15.0,31.0,92
0.0,1.0333333333333334,93
1.0,5.166666666666667,93
2.0,15.5,93
3.0,31.0,93
0.0,1.0333333333333334,94
1.0,2.5833333333333335,94
2.0,5.166666666666667,94
4.0,7.75,94
6.0,15.5,94
7.0,31.0,94
0.0,1.0333333333333334,95
1.0,2.2142857142857144,95
2.0,3.875,95
3.0,6.2,95
4.0,10.333333333333334,95
6.0,15.5,95
0.0,1.0333333333333334,96
1.0,3.1,96
2.0,7.75,96
3.0,10.333333333333334,96
5.0,31.0,96
0.0,1.0333333333333334,97
1.0,2.8181818181818183,97
2.0,15.5,97
3.0,31.0,97
0.0,1.0333333333333334,98
1.0,1.8235294117647058,98
2.0,2.8181818181818183,98
3.0,5.166666666666667,98
4.0,7.75,98
6.0,10.333333333333334,98
7.0,15.5,98
13.0,31.0,98
0.0,1.0333333333333334,99
1.0,4.428571428571429,99
2.0,10.333333333333334,99
3.0,15.5,99
4.0,31.0,99
0.0,1.0333333333333334,100
1.0,2.8181818181818183,100
2.0,7.75,100
4.0,31.0,100
0.0,1.0333333333333334,101
1.0,3.875,101
2.0,7.75,101
3.0,10.333333333333334,101
4.0,15.5,101
5.0,31.0,101
0.0,1.0333333333333334,102
1.0,2.3846153846153846,102
2.0,7.75,102
3.0,10.333333333333334,102
7.0,31.0,102
0.0,1.0333333333333334,103
1.0,2.2142857142857144,103
2.0,5.166666666666667,103
4.0,10.333333333333334,103
5.0,15.5,103
8.0,31.0,103
0.0,1.0333333333333334,104
1.0,2.3846153846153846,104
2.0,7.75,104
3.0,31.0,104
0.0,1.0333333333333334,105
1.0,2.066666666666667,105
2.0,3.4444444444444446,105
3.0,6.2,105
5.0,10.333333333333334,105
7.0,15.5,105
8.0,31.0,105
0.0,1.0333333333333334,106
