,days_over,return_period
0,2.0,6
1,0.0,1
8,1.0,3
11,4.0,21
21,12.0,476
22,7.0,86
58,5.0,34
64,10.0,238
69,8.0,123
71,3.0,12
156,6.0,55
163,22.0,10001
441,11.0,333
1542,16.0,2000
1623,9.0,178
1860,13.0,714
2024,14.0,1000
5239,15.0,1428
5466,18.0,5000
9250,17.0,3333
