--------------------
BDMEP - INMET
--------------------
Estação           : C  DO MATO DENTRO - MG (OMM: 83589)
Latitude  (graus) : -19.02
Longitude (graus) : -43.43
Altitude  (metros): 652.00
Estação Operante
Inicio de operação: 30/06/1925
Periodo solicitado dos dados: 01/01/1950 a 06/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83589;01/01/1961;0000;;30;;4.3;1.2;22.74;79;0;
83589;01/01/1961;1200;;;19.5;;;;;;
83589;02/01/1961;0000;;26.8;;0.7;1.8;22.06;85.5;1;
83589;02/01/1961;1200;34.8;;19.5;;;;;;
83589;03/01/1961;0000;;29;;3.5;1.6;22.54;79;1;
83589;03/01/1961;1200;27.6;;19.5;;;;;;
83589;04/01/1961;0000;;23.4;;0;1.4;20.86;95.5;0;
83589;04/01/1961;1200;35;;19.5;;;;;;
83589;05/01/1961;0000;;25.2;;0;1.1;21.82;88;0;
83589;05/01/1961;1200;18.6;;19.5;;;;;;
83589;06/01/1961;0000;;29.2;;4.8;1.6;22.66;79.25;1;
83589;06/01/1961;1200;26.4;;19.5;;;;;;
83589;07/01/1961;0000;;28;;4.6;3.1;23.06;77;0;
83589;07/01/1961;1200;19.4;;20.5;;;;;;
83589;08/01/1961;0000;;28.2;;2.8;2;23.32;86.25;0;
83589;08/01/1961;1200;4.1;;21;;;;;;
83589;09/01/1961;0000;;28.4;;4.3;1.1;23.04;79.75;0;
83589;09/01/1961;1200;11.9;;20;;;;;;
83589;10/01/1961;0000;;28.2;;1.2;1.7;22.38;89.5;1.666667;
83589;10/01/1961;1200;2.9;;19.5;;;;;;
83589;11/01/1961;0000;;28;;4.8;0.9;21.56;92.5;0;
83589;11/01/1961;1200;62.8;;18;;;;;;
83589;12/01/1961;0000;;20.8;;0;1.3;19.52;96.25;0;
83589;12/01/1961;1200;53.2;;19;;;;;;
83589;13/01/1961;0000;;21.6;;0;0.4;19.66;93.25;0;
83589;13/01/1961;1200;22.4;;18.5;;;;;;
83589;14/01/1961;0000;;26.6;;1.5;0.4;20.76;87.5;0;
83589;14/01/1961;1200;5.5;;18;;;;;;
83589;15/01/1961;0000;;26.6;;2.6;1.2;20.46;89.75;0;
83589;15/01/1961;1200;41.1;;17.5;;;;;;
83589;16/01/1961;0000;;26.8;;1.9;1;20.86;92;0;
83589;16/01/1961;1200;26;;17.5;;;;;;
83589;17/01/1961;0000;;29.2;;8.6;0.7;21.86;82;0;
83589;17/01/1961;1200;14.1;;16.5;;;;;;
83589;18/01/1961;0000;;30;;4;3.3;23.08;74.75;0;
83589;18/01/1961;1200;0;;19;;;;;;
83589;19/01/1961;0000;;31.2;;6.9;3.2;24.44;72.75;0;
83589;19/01/1961;1200;0;;19;;;;;;
83589;20/01/1961;0000;;27;;3.8;3;21.82;86.25;1;
83589;20/01/1961;1200;4.5;;18.5;;;;;;
83589;21/01/1961;0000;;27.2;;5.2;1.7;21.94;85.75;0;
83589;21/01/1961;1200;49.2;;18.5;;;;;;
83589;22/01/1961;0000;;25.4;;1.9;1.1;20.84;80;0;
83589;22/01/1961;1200;12.3;;17;;;;;;
83589;23/01/1961;0000;;29.2;;7.3;1.9;23;80.25;1;
83589;23/01/1961;1200;11.2;;19;;;;;;
83589;24/01/1961;0000;;24.6;;0;2.2;21.68;89.5;0;
83589;24/01/1961;1200;16.5;;20;;;;;;
83589;25/01/1961;0000;;25.8;;0.6;0.9;22.32;91.5;0;
83589;25/01/1961;1200;8.7;;20;;;;;;
83589;26/01/1961;0000;;27.6;;0.8;0.6;22.1;89.25;0;
83589;26/01/1961;1200;34.6;;19.5;;;;;;
83589;27/01/1961;0000;;23.2;;0;1.3;20.76;95.75;0;
83589;27/01/1961;1200;59.6;;19;;;;;;
83589;28/01/1961;0000;;28.6;;4.8;0.4;21.72;84.5;1;
83589;28/01/1961;1200;34.6;;18;;;;;;
83589;29/01/1961;0000;;29.6;;5.9;2.1;22.64;84;1;
83589;29/01/1961;1200;18.4;;19;;;;;;
83589;30/01/1961;0000;;27.6;;3.7;2.2;22.36;86.25;0;
83589;30/01/1961;1200;5.8;;19;;;;;;
83589;31/01/1961;0000;;28;;2.1;1.5;22.88;91.25;0;
83589;31/01/1961;1200;0;;20;;;;;;
83589;01/02/1961;0000;;29.2;;8;0.8;23.04;82.25;0;
83589;01/02/1961;1200;6.4;;20;;;;;;
83589;02/02/1961;0000;;29.8;;9.7;2.2;23.22;79.5;0;
83589;02/02/1961;1200;0;;19.5;;;;;;
83589;03/02/1961;0000;;29.2;;10.3;3.1;21.34;83.25;0;
83589;03/02/1961;1200;0;;18.5;;;;;;
83589;04/02/1961;0000;;29.8;;9.9;3.2;22.4;77.25;0;
83589;04/02/1961;1200;0;;18;;;;;;
83589;05/02/1961;0000;;29.4;;9;3.8;22.9;73;0;
83589;05/02/1961;1200;0;;18.5;;;;;;
83589;06/02/1961;0000;;29.4;;9.8;3.4;21.82;84.25;0;
83589;06/02/1961;1200;0;;17.5;;;;;;
83589;07/02/1961;0000;;30.4;;10.1;3.1;21.82;79.25;0;
83589;07/02/1961;1200;0;;16.5;;;;;;
83589;08/02/1961;0000;;31.2;;9.8;3.5;22;78;0;
83589;08/02/1961;1200;0;;16;;;;;;
83589;09/02/1961;0000;;31;;6.9;3.7;23.16;73.5;0;
83589;09/02/1961;1200;0;;18;;;;;;
83589;10/02/1961;0000;;31.2;;5.7;3.5;23.8;74.25;0;
83589;10/02/1961;1200;0;;20;;;;;;
83589;11/02/1961;0000;;30.2;;3.8;3.4;23.36;83.75;1.666667;
83589;11/02/1961;1200;0;;20;;;;;;
83589;12/02/1961;0000;;26.8;;2.1;1.8;22.56;81.25;0;
83589;12/02/1961;1200;0.6;;20;;;;;;
83589;13/02/1961;0000;;29.2;;4.8;1.1;22.74;77.75;1;
83589;13/02/1961;1200;9.8;;19.5;;;;;;
83589;14/02/1961;0000;;25;;0.8;3;21.2;93.75;0;
83589;14/02/1961;1200;0;;19;;;;;;
83589;15/02/1961;0000;;21;;0.4;0.6;18.9;94.5;1;
83589;15/02/1961;1200;56.2;;17.5;;;;;;
83589;16/02/1961;0000;;28.2;;6.6;0.6;21.68;83.5;0.333333;
83589;16/02/1961;1200;5.8;;18;;;;;;
83589;17/02/1961;0000;;28;;9;2.5;20.6;82.25;0;
83589;17/02/1961;1200;0;;16;;;;;;
83589;18/02/1961;0000;;27.4;;7.7;2.9;20.18;78.75;0;
83589;18/02/1961;1200;0;;14.5;;;;;;
83589;19/02/1961;0000;;29.4;;6.2;2.4;21.88;78;0;
83589;19/02/1961;1200;0;;17;;;;;;
83589;20/02/1961;0000;;26;;0.6;3.2;21.98;79.5;0;
83589;20/02/1961;1200;0;;19.5;;;;;;
83589;21/02/1961;0000;;27.4;;4.1;1.5;21.84;76.75;1;
83589;21/02/1961;1200;1;;19;;;;;;
83589;22/02/1961;0000;;28.8;;7.1;2.1;20.82;82.25;0;
83589;22/02/1961;1200;0;;16.5;;;;;;
83589;23/02/1961;0000;;30;;4.1;2.3;21.88;78.5;0;
83589;23/02/1961;1200;0;;18;;;;;;
83589;24/02/1961;0000;;29.8;;4.8;1.9;22.78;77.75;0;
83589;24/02/1961;1200;0;;19.5;;;;;;
83589;25/02/1961;0000;;30.8;;6.1;2.6;22.08;83;0;
83589;25/02/1961;1200;0;;18;;;;;;
83589;26/02/1961;0000;;29.4;;5.8;2;22.46;82.75;0;
83589;26/02/1961;1200;7.1;;19.5;;;;;;
83589;27/02/1961;0000;;29.6;;8.2;2;20.72;85.25;0;
83589;27/02/1961;1200;6.3;;18;;;;;;
83589;28/02/1961;0000;;31.8;;7.4;2.2;22.64;79.5;0.666667;
83589;28/02/1961;1200;0;;18;;;;;;
83589;01/03/1961;0000;;30.2;;5.4;2.8;22.36;86.5;0;
83589;01/03/1961;1200;11.6;;19;;;;;;
83589;02/03/1961;0000;;26.8;;1.6;1.8;21.02;87;0;
83589;02/03/1961;1200;25.6;;18.5;;;;;;
83589;03/03/1961;0000;;27.2;;3.7;1.2;21.9;85;1;
83589;03/03/1961;1200;22.1;;19.5;;;;;;
83589;04/03/1961;0000;;27.4;;3.3;1.5;22.36;83;0;
83589;04/03/1961;1200;18.4;;20;;;;;;
83589;05/03/1961;0000;;29.2;;7.7;1.3;22.84;79.25;0;
83589;05/03/1961;1200;46.9;;20;;;;;;
83589;06/03/1961;0000;;27.2;;3.4;2.6;22.6;80;0;
83589;06/03/1961;1200;1.3;;20;;;;;;
83589;07/03/1961;0000;;28.2;;4.2;1.3;23.28;76.75;0;
83589;07/03/1961;1200;41.9;;20;;;;;;
83589;08/03/1961;0000;;26.4;;1.4;2.3;22.06;84.25;0;
83589;08/03/1961;1200;0;;19.5;;;;;;
83589;09/03/1961;0000;;28.8;;6.5;1.6;22.84;79;0;
83589;09/03/1961;1200;0;;19;;;;;;
83589;10/03/1961;0000;;31.2;;7.6;2.1;23.76;78.25;0;
83589;10/03/1961;1200;0;;20;;;;;;
83589;11/03/1961;0000;;29.8;;6.4;2.8;23.6;77.25;0;
83589;11/03/1961;1200;0;;20;;;;;;
83589;12/03/1961;0000;;30.2;;5.4;2.2;23.06;78;0;
83589;12/03/1961;1200;0;;19.5;;;;;;
83589;13/03/1961;0000;;30;;7.5;2.2;22.16;80.5;0;
83589;13/03/1961;1200;0;;18;;;;;;
83589;14/03/1961;0000;;28.6;;6.3;2.5;20.56;85;0;
83589;14/03/1961;1200;0;;17;;;;;;
83589;15/03/1961;0000;;29.2;;6.8;2;21.44;82.25;1;
83589;15/03/1961;1200;0;;18;;;;;;
83589;16/03/1961;0000;;30;;6.5;2.3;22.16;81.25;0;
83589;16/03/1961;1200;0;;18;;;;;;
83589;17/03/1961;0000;;30.4;;3.7;2.4;23.32;85.25;0;
83589;17/03/1961;1200;0;;20;;;;;;
83589;18/03/1961;0000;;32.6;;5.2;1.8;23.6;82.25;0;
83589;18/03/1961;1200;0;;20;;;;;;
83589;19/03/1961;0000;;30.2;;4.3;1.8;22.56;84.5;1;
83589;19/03/1961;1200;20.4;;20;;;;;;
83589;20/03/1961;0000;;28;;6.5;1.5;21.96;83.25;0;
83589;20/03/1961;1200;0;;19;;;;;;
83589;21/03/1961;0000;;28.8;;9.7;2.3;22.4;75.5;0;
83589;21/03/1961;1200;0;;18;;;;;;
83589;22/03/1961;0000;;28.4;;6.6;2.8;21.7;82.25;0;
83589;22/03/1961;1200;0;;16.5;;;;;;
83589;23/03/1961;0000;;28.6;;9.1;2.7;21.98;78.5;2;
83589;23/03/1961;1200;0;;17.5;;;;;;
83589;24/03/1961;0000;;26.6;;5.9;3.2;20.54;80;0;
83589;24/03/1961;1200;0;;15.5;;;;;;
83589;25/03/1961;0000;;28.2;;9.1;2.2;21.42;81.75;1;
83589;25/03/1961;1200;0;;16.5;;;;;;
83589;26/03/1961;0000;;29;;7.7;2.8;20.36;82.5;0;
83589;26/03/1961;1200;0;;16;;;;;;
83589;27/03/1961;0000;;29.6;;9.4;2.4;20.12;81.5;1;
83589;27/03/1961;1200;0;;15;;;;;;
83589;28/03/1961;0000;;25.6;;4.9;4.1;20.28;79;2;
83589;28/03/1961;1200;0;;17;;;;;;
83589;29/03/1961;0000;;23.4;;8.1;3;18.14;86.75;1.333333;
83589;29/03/1961;1200;0;;13.5;;;;;;
83589;30/03/1961;0000;;26.6;;8.4;2.4;18.4;78.25;2;
83589;30/03/1961;1200;0;;12;;;;;;
83589;31/03/1961;0000;;25.8;;7.6;2.9;17.1;76.5;0;
83589;31/03/1961;1200;0;;11.5;;;;;;
83589;01/04/1961;0000;;26.4;;8.9;2.4;18.06;82.25;0;
83589;01/04/1961;1200;1.8;;14.5;;;;;;
83589;02/04/1961;0000;;28.4;;10;2.5;18.98;76.25;0;
83589;02/04/1961;1200;0;;13.5;;;;;;
83589;03/04/1961;0000;;30.2;;8.3;3.3;21.42;73.25;0;
83589;03/04/1961;1200;0;;16.5;;;;;;
83589;04/04/1961;0000;;30.6;;7.1;3.3;21.44;76.25;1;
83589;04/04/1961;1200;0;;16;;;;;;
83589;05/04/1961;0000;;30.4;;6;2.6;21.76;84.25;0;
83589;05/04/1961;1200;4.7;;18;;;;;;
83589;06/04/1961;0000;;31;;8;2;22.82;76.25;1.666667;
83589;06/04/1961;1200;0;;18.5;;;;;;
83589;07/04/1961;0000;;27.6;;5.4;2.7;21.74;82;0;
83589;07/04/1961;1200;3.4;;18.5;;;;;;
83589;08/04/1961;0000;;24;;1.3;2;21.12;88.5;0;
83589;08/04/1961;1200;0;;18;;;;;;
83589;09/04/1961;0000;;27.4;;4.9;0.9;20.42;84;0;
83589;09/04/1961;1200;1.8;;17.5;;;;;;
83589;10/04/1961;0000;;27.2;;4.3;2;19.12;87.75;0;
83589;10/04/1961;1200;0;;16;;;;;;
83589;11/04/1961;0000;;25.2;;4.7;1.9;18.16;87;0;
83589;11/04/1961;1200;0;;15;;;;;;
83589;12/04/1961;0000;;28.8;;8.7;1.5;18.52;85.25;0;
83589;12/04/1961;1200;0;;15;;;;;;
83589;13/04/1961;0000;;28.4;;9.3;2.6;18.48;84.5;0;
83589;13/04/1961;1200;0;;14;;;;;;
83589;14/04/1961;0000;;28.6;;7.3;2.5;18.56;84.5;0;
83589;14/04/1961;1200;0;;14;;;;;;
83589;15/04/1961;0000;;28.4;;10.7;2.5;18.54;79.75;0;
83589;15/04/1961;1200;0;;13.5;;;;;;
83589;16/04/1961;0000;;27;;10.3;3;18.86;78.75;0;
83589;16/04/1961;1200;0;;12.5;;;;;;
83589;17/04/1961;0000;;27.6;;0.1;3.8;18.9;80;0;
83589;17/04/1961;1200;0;;13.5;;;;;;
83589;18/04/1961;0000;;28.8;;9.3;3.6;17.34;84.75;0;
83589;18/04/1961;1200;0;;11.5;;;;;;
83589;19/04/1961;0000;;31;;8.7;2.8;18.36;84.25;0;
83589;19/04/1961;1200;0;;13;;;;;;
83589;20/04/1961;0000;;26.6;;5;3.6;18.34;82;0;
83589;20/04/1961;1200;0;;13.5;;;;;;
83589;21/04/1961;0000;;24;;0.1;2.5;20.04;79.75;0;
83589;21/04/1961;1200;0;;16;;;;;;
83589;22/04/1961;0000;;25.4;;3.2;2.1;20.78;75.5;0;
83589;22/04/1961;1200;0;;17.5;;;;;;
83589;23/04/1961;0000;;25.4;;2.7;2.4;18.94;85;0;
83589;23/04/1961;1200;0;;15.5;;;;;;
83589;24/04/1961;0000;;29.6;;8.9;1.4;19.04;82;0;
83589;24/04/1961;1200;0;;15;;;;;;
83589;25/04/1961;0000;;26.8;;2.8;2.7;19.58;84;0;
83589;25/04/1961;1200;0;;15.5;;;;;;
83589;26/04/1961;0000;;28.2;;4.4;2;20.64;85;0;
83589;26/04/1961;1200;0;;16;;;;;;
83589;27/04/1961;0000;;29.2;;6.4;1.5;22.04;83.5;0;
83589;27/04/1961;1200;6.9;;19;;;;;;
83589;28/04/1961;0000;;26.2;;2.5;1.7;21.58;89.5;0;
83589;28/04/1961;1200;1.7;;19.5;;;;;;
83589;29/04/1961;0000;;28.8;;4.2;1.5;22.3;86.5;0;
83589;29/04/1961;1200;0;;19.5;;;;;;
83589;30/04/1961;0000;;25.4;;4.1;2.3;21.28;81.25;0;
83589;30/04/1961;1200;0.4;;19;;;;;;
83589;01/05/1961;0000;;25.8;;3;1.8;20.1;85.25;0;
83589;01/05/1961;1200;0;;16.5;;;;;;
83589;02/05/1961;0000;;26.6;;5.3;2;18.44;85;0;
83589;02/05/1961;1200;0;;15;;;;;;
83589;03/05/1961;0000;;27.2;;4.2;1.9;19.46;83.5;0;
83589;03/05/1961;1200;0;;15.5;;;;;;
83589;04/05/1961;0000;;29.2;;6.2;2.2;22.08;77;0;
83589;04/05/1961;1200;0;;18;;;;;;
83589;05/05/1961;0000;;25.6;;0;3.4;21.22;85.75;0;
83589;05/05/1961;1200;0;;18.5;;;;;;
83589;06/05/1961;0000;;27.8;;7.7;0.9;20.36;84.25;0;
83589;06/05/1961;1200;6.9;;17;;;;;;
83589;07/05/1961;0000;;28.8;;8.8;1.8;19.74;84.25;0;
83589;07/05/1961;1200;0;;16.5;;;;;;
83589;08/05/1961;0000;;29.6;;9.5;2.4;20.02;79.75;0;
83589;08/05/1961;1200;0;;14.5;;;;;;
83589;09/05/1961;0000;;30;;7.3;2.9;18.74;80;0;
83589;09/05/1961;1200;0;;13.5;;;;;;
83589;10/05/1961;0000;;27.8;;4.9;3.3;20.92;77;0;
83589;10/05/1961;1200;0;;16;;;;;;
83589;11/05/1961;0000;;24.4;;1.8;2.2;20.22;85.5;0;
83589;11/05/1961;1200;0;;17.5;;;;;;
83589;12/05/1961;0000;;25;;3.6;1.9;20.84;78.75;0;
83589;12/05/1961;1200;0;;18;;;;;;
83589;13/05/1961;0000;;25.6;;7.5;2.1;20.36;75.75;0;
83589;13/05/1961;1200;0;;17;;;;;;
83589;14/05/1961;0000;;25.6;;4;3;20.64;78.25;1;
83589;14/05/1961;1200;0;;18;;;;;;
83589;15/05/1961;0000;;24.6;;0.5;2;18.94;86.25;0;
83589;15/05/1961;1200;0;;15.5;;;;;;
83589;16/05/1961;0000;;23.4;;1.4;1.9;16.6;88.75;0;
83589;16/05/1961;1200;0;;12;;;;;;
83589;17/05/1961;0000;;26.2;;7.9;1.4;14.94;86.25;0;
83589;17/05/1961;1200;0;;11.5;;;;;;
83589;18/05/1961;0000;;28;;9.5;2.4;14.46;84.5;0;
83589;18/05/1961;1200;0;;9.5;;;;;;
83589;19/05/1961;0000;;30.8;;9.7;2.9;17.34;78.75;1;
83589;19/05/1961;1200;0;;10.5;;;;;;
83589;20/05/1961;0000;;29.4;;4.9;3.7;19.6;80.75;2;
83589;20/05/1961;1200;0;;14;;;;;;
83589;21/05/1961;0000;;20.4;;0;3.2;18.48;90.5;0;
83589;21/05/1961;1200;2.9;;17;;;;;;
83589;22/05/1961;0000;;21.4;;0;1;17.62;88.5;0;
83589;22/05/1961;1200;5.8;;15.5;;;;;;
83589;23/05/1961;0000;;23.8;;6;1.2;17.58;86.25;0;
83589;23/05/1961;1200;0;;14.5;;;;;;
83589;24/05/1961;0000;;24.8;;7.8;1.8;15.8;86.25;0;
83589;24/05/1961;1200;0;;11;;;;;;
83589;25/05/1961;0000;;24.8;;8.6;1.9;13.56;84.75;0;
83589;25/05/1961;1200;0;;9;;;;;;
83589;26/05/1961;0000;;25.6;;8.4;2.3;12.92;83.25;1;
83589;26/05/1961;1200;0;;8;;;;;;
83589;27/05/1961;0000;;24.4;;8.2;2.5;12.32;83.5;0.333333;
83589;27/05/1961;1200;0;;8;;;;;;
83589;28/05/1961;0000;;26.4;;9.5;2.3;12.1;82.75;0;
83589;28/05/1961;1200;0;;6.5;;;;;;
83589;29/05/1961;0000;;26.4;;8.7;2.6;14.1;81.5;1;
83589;29/05/1961;1200;0;;8.5;;;;;;
83589;30/05/1961;0000;;24.8;;6.2;3.2;12.76;81.75;0.333333;
83589;30/05/1961;1200;0;;7;;;;;;
83589;31/05/1961;0000;;23.4;;5.4;2.8;12.26;84.25;1;
83589;31/05/1961;1200;0;;6.5;;;;;;
83589;01/06/1961;0000;;26;;8.3;2.6;16.56;76;0;
83589;01/06/1961;1200;0;;9;;;;;;
83589;02/06/1961;0000;;25.4;;3.9;3;16.56;79.25;0;
83589;02/06/1961;1200;0;;12;;;;;;
83589;03/06/1961;0000;;22.4;;1;2;16.04;85.5;1;
83589;03/06/1961;1200;0;;12;;;;;;
83589;04/06/1961;0000;;22.8;;1.8;1.4;14.8;87.5;0;
83589;04/06/1961;1200;0;;11;;;;;;
83589;05/06/1961;0000;;26.6;;6.8;1.2;16.32;82.5;0.333333;
83589;05/06/1961;1200;0;;12;;;;;;
83589;06/06/1961;0000;;25.8;;7.4;2.1;15.08;83.75;0;
83589;06/06/1961;1200;0;;11;;;;;;
83589;07/06/1961;0000;;22.6;;0.7;2.3;15.62;86.75;1;
83589;07/06/1961;1200;0;;11.5;;;;;;
83589;08/06/1961;0000;;23.6;;5.1;1.2;18;86.25;2;
83589;08/06/1961;1200;3;;14;;;;;;
83589;09/06/1961;0000;;23.2;;3.6;1.8;19.22;79.25;0;
83589;09/06/1961;1200;2.7;;16.5;;;;;;
83589;10/06/1961;0000;;24.8;;6.4;1.8;17.84;84.25;0;
83589;10/06/1961;1200;1;;13;;;;;;
83589;11/06/1961;0000;;23.4;;5.7;2.1;15.04;84.75;0;
83589;11/06/1961;1200;0.4;;10.2;;;;;;
83589;12/06/1961;0000;;28.4;;7.9;1.8;16.04;83.25;0;
83589;12/06/1961;1200;0;;11;;;;;;
83589;13/06/1961;0000;;29.6;;9.7;2.6;14.26;83;0;
83589;13/06/1961;1200;0;;9.5;;;;;;
83589;14/06/1961;0000;;30.8;;8.7;3.3;16;78;0;
83589;14/06/1961;1200;0;;10;;;;;;
83589;15/06/1961;0000;;30;;8.9;3.1;16.84;76.5;0;
83589;15/06/1961;1200;0;;11;;;;;;
83589;16/06/1961;0000;;26.4;;3.2;3;18.58;78;0;
83589;16/06/1961;1200;0;;13.5;;;;;;
83589;17/06/1961;0000;;19.6;;0;2.4;16.72;85.5;3;
83589;17/06/1961;1200;0;;15;;;;;;
83589;18/06/1961;0000;;20.8;;0.5;1.3;17.28;78.75;1;
83589;18/06/1961;1200;0;;15;;;;;;
83589;19/06/1961;0000;;20.4;;1;1.7;15.8;86;0;
83589;19/06/1961;1200;0.4;;12;;;;;;
83589;20/06/1961;0000;;23.6;;7;1.5;12.92;86.75;0;
83589;20/06/1961;1200;0;;8;;;;;;
83589;21/06/1961;0000;;25.2;;8.7;1.8;12.06;84.25;0;
83589;21/06/1961;1200;0;;7.5;;;;;;
83589;22/06/1961;0000;;28;;9.4;2.2;13.12;83.5;0;
83589;22/06/1961;1200;0;;8;;;;;;
83589;23/06/1961;0000;;24.8;;8.8;2.9;13.04;82.25;1;
83589;23/06/1961;1200;0;;8;;;;;;
83589;24/06/1961;0000;;24.6;;5.9;2.8;14.64;80.25;0;
83589;24/06/1961;1200;0;;9;;;;;;
83589;25/06/1961;0000;;24;;5.8;2.7;16.68;76;0;
83589;25/06/1961;1200;0;;10.2;;;;;;
83589;26/06/1961;0000;;22.8;;4;2.8;17.8;81.75;2;
83589;26/06/1961;1200;1.6;;15;;;;;;
83589;27/06/1961;0000;;23.6;;4.6;1.8;15.68;80.75;2;
83589;27/06/1961;1200;3.8;;11;;;;;;
83589;28/06/1961;0000;;24.6;;7.6;2.1;17;79.75;1;
83589;28/06/1961;1200;1.4;;13;;;;;;
83589;29/06/1961;0000;;25.2;;6.6;3.3;15.2;82.25;1;
83589;29/06/1961;1200;0;;9;;;;;;
83589;30/06/1961;0000;;21.8;;0.8;2.5;13.42;80.25;0;
83589;30/06/1961;1200;0;;7.5;;;;;;
83589;31/07/1961;0000;;24.6;;6.3;0;15.92;;0;
83589;31/07/1961;1200;;;11;;;;;;
83589;01/08/1961;0000;;26.4;;7.1;2.4;14.94;76.25;0;
83589;01/08/1961;1200;0;;8.5;;;;;;
83589;02/08/1961;0000;;26.2;;6.5;3.3;14.64;79.75;0;
83589;02/08/1961;1200;0.6;;9;;;;;;
83589;03/08/1961;0000;;24;;4.7;3.2;12.84;81.75;0;
83589;03/08/1961;1200;0;;8;;;;;;
83589;04/08/1961;0000;;23.2;;6.3;2.1;11.32;84.75;0;
83589;04/08/1961;1200;0;;7;;;;;;
83589;05/08/1961;0000;;27;;9.3;2.3;11.58;81;0;
83589;05/08/1961;1200;0;;5.5;;;;;;
83589;06/08/1961;0000;;25;;9.7;4.9;11.1;78.75;1;
83589;06/08/1961;1200;0;;5.5;;;;;;
83589;07/08/1961;0000;;26.4;;10.6;3.6;10.8;80;0;
83589;07/08/1961;1200;0;;5;;;;;;
83589;08/08/1961;0000;;27;;9.8;3.3;11.68;78.25;0;
83589;08/08/1961;1200;0;;5;;;;;;
83589;09/08/1961;0000;;25.4;;10.2;5;13.48;73;1;
83589;09/08/1961;1200;0;;7;;;;;;
83589;10/08/1961;0000;;25.4;;10;5.2;11.78;78;0;
83589;10/08/1961;1200;0;;5.5;;;;;;
83589;11/08/1961;0000;;26.4;;10.2;3.7;12.2;76.25;0;
83589;11/08/1961;1200;0;;6;;;;;;
83589;12/08/1961;0000;;24.8;;10;4.1;12.96;76.75;0;
83589;12/08/1961;1200;0;;8;;;;;;
83589;13/08/1961;0000;;25;;10.5;4;12.36;76.5;0.333333;
83589;13/08/1961;1200;0;;6;;;;;;
83589;14/08/1961;0000;;26.6;;10.2;4.3;11.5;78.75;0;
83589;14/08/1961;1200;0;;5.5;;;;;;
83589;15/08/1961;0000;;24.2;;6.5;3.5;12.14;78.25;0;
83589;15/08/1961;1200;0;;6.5;;;;;;
83589;16/08/1961;0000;;28;;9.5;2.6;11.56;80;0;
83589;16/08/1961;1200;0;;5;;;;;;
83589;17/08/1961;0000;;28;;7.9;4.9;13.02;79.5;0;
83589;17/08/1961;1200;0;;7.5;;;;;;
83589;18/08/1961;0000;;28;;7.6;4.1;13.96;75.25;0;
83589;18/08/1961;1200;0;;8;;;;;;
83589;19/08/1961;0000;;28.4;;10.1;4.7;14.26;77;1;
83589;19/08/1961;1200;0;;8.5;;;;;;
83589;20/08/1961;0000;;27.4;;9.8;5;13.98;79.5;0.333333;
83589;20/08/1961;1200;0;;7.5;;;;;;
83589;21/08/1961;0000;;31.6;;9.2;4.5;14.44;71.5;1;
83589;21/08/1961;1200;0;;7;;;;;;
83589;22/08/1961;0000;;25.4;;3.3;5.5;15.68;75.75;1;
83589;22/08/1961;1200;0;;10;;;;;;
83589;23/08/1961;0000;;23.2;;1.1;3.9;18.26;74.25;2;
83589;23/08/1961;1200;0;;13.5;;;;;;
83589;24/08/1961;0000;;24.4;;4.4;2.5;16.18;79.25;0;
83589;24/08/1961;1200;0;;10.5;;;;;;
83589;25/08/1961;0000;;28.8;;9.2;2.7;15.24;80;0;
83589;25/08/1961;1200;0;;10;;;;;;
83589;26/08/1961;0000;;27.2;;7;4.6;17.28;75.25;0;
83589;26/08/1961;1200;0;;11;;;;;;
83589;27/08/1961;0000;;29.6;;10.2;3.5;19.24;75.75;0.333333;
83589;27/08/1961;1200;0.4;;15;;;;;;
83589;28/08/1961;0000;;30.2;;10.5;4.7;19.1;73;1;
83589;28/08/1961;1200;0;;13.5;;;;;;
83589;29/08/1961;0000;;28.6;;9.8;5.1;17.22;71.25;2;
83589;29/08/1961;1200;0;;11.5;;;;;;
83589;30/08/1961;0000;;29.4;;9;4.7;19.12;69.5;0.333333;
83589;30/08/1961;1200;0;;14;;;;;;
83589;31/08/1961;0000;;29.2;;9.9;4.5;17.72;71.75;0;
83589;31/08/1961;1200;0;;11;;;;;;
83589;01/09/1961;0000;;27.6;;7.8;4.4;16.2;75.5;1;
83589;01/09/1961;1200;0;;11;;;;;;
83589;02/09/1961;0000;;27.6;;9.5;4.5;16.32;72.75;3;
83589;02/09/1961;1200;0;;10;;;;;;
83589;03/09/1961;0000;;28.2;;10.4;5.9;19.08;70.5;3.666667;
83589;03/09/1961;1200;0;;15;;;;;;
83589;04/09/1961;0000;;29.6;;10.8;5;19.52;66.75;1.333333;
83589;04/09/1961;1200;0;;13;;;;;;
83589;05/09/1961;0000;;32.6;;10.3;5.3;18.88;63.75;2;
83589;05/09/1961;1200;0;;11;;;;;;
83589;06/09/1961;0000;;33.2;;9.7;5.5;18.76;66.5;1.333333;
83589;06/09/1961;1200;0;;11;;;;;;
83589;07/09/1961;0000;;33;;9.2;5.8;18.7;64.75;2;
