//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2013 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//	Código da Estação:1843002
//
//------------------------------------------------------------------------------
//EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
1843002;1;01/12/2010;1;88,3;307,7;8;18;1;1;1;;0;0,1;29,3;0,2;0;13,3;13,7;0,4;88,3;2,1;0;0;0;0;0;18,1;19,9;0;0;0;0;0;0;1,2;48,5;6;0;1,2;34,8;6,1;13,4;11,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/11/2010;1;43;184,8;2;20;1;1;1;;0;2;43;12,5;0;21;11,8;10,4;6,4;0,1;0,2;0,2;0;0;1,3;0;3,1;1,9;25,7;0;0;0;9,3;1,8;0;0,3;24,3;9,2;0;0;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/10/2010;1;31,6;142,2;27;;1;1;0;;0;0;24,8;2;0;0;0;14,6;23,8;0;0;0;0;0;0;0;0;0,3;2;5,3;21,9;0;0;0;0;;1,2;31,6;0;0;0;14,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;
1843002;1;01/02/2011;1;23,3;38,1;24;5;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,3;5;3,7;1,1;5;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1843002;1;01/05/2011;1;3,4;7,3;1;4;1;1;1;;0;3,4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/06/2011;1;0,9;0,9;10;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/04/2011;1;37,5;91,4;4;8;1;1;1;;0;0;5,4;1,5;37,5;0;27,2;17,7;0;0;0;0;1;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1843002;1;01/03/2011;1;71,3;293,7;5;;1;1;0;;0;17,9;11;1,6;0;71,3;26,1;56,7;13,1;1,4;11,5;6;31,7;;11,8;4,7;14,8;2,9;2,2;7,4;0,4;0;0;0;0;1,2;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/10/2011;1;63,5;227,9;12;15;1;1;1;;0;0;0;0;4,1;0;31,5;19;0;0;0;0;63,5;0;0,2;3,2;62,1;0,4;17,7;0,1;0;0;11,8;0;12,7;0,1;0;0;0,2;1,3;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1843002;1;01/11/2011;1;60,4;244,7;15;16;1;1;1;;0;8,7;0,7;0;0;0;0;0;8;0;0;0;0;0;0;60,4;10,4;11,1;0;15,5;17,9;10,5;0;5,9;23;0;2,6;44,6;11,3;10,6;3,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
