//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2013 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//	Código da Estação:1943035
//
//------------------------------------------------------------------------------
//EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
1943035;1;01/06/2010;1;4;4,3;3;2;1;1;1;;0;0;0;4;0;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/07/2010;1;2,3;6,6;30;4;1;1;1;;0;0;0;0;0;0;1,8;0;0;0;0;0;0;0;0;0;0;0;0;1,3;0;0;0;0;0;0;0;0;1,2;0;2,3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/08/2010;1;0;0;1;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/09/2010;1;1,2;1,5;30;2;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;1,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/11/2010;1;38;224,5;24;19;1;1;1;;0;0,9;29,5;4,7;0;0;11,2;22,5;2,2;4,4;9,2;7,6;0;0;3,3;0;2,5;6;13,2;0;0;24,9;15,3;3,5;38;0;11;14,6;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/04/2011;1;43,4;89,9;4;6;1;1;1;;0;14;6,7;0;43,4;19,5;5,7;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/02/2011;1;23,4;43,5;24;6;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0,1;0;0;0;23,4;10;7,2;2;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1943035;1;01/05/2011;1;1,4;2,4;1;2;1;1;1;;0;1,4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/06/2011;1;2;2,9;10;3;1;1;1;;0;0;0;0;0;0;0;0;0;0;2;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/12/2010;1;78,7;502,6;31;18;1;1;1;;0;3,6;26,9;11,3;0;0;0;21,1;36,1;0;9,8;0;0;8,6;14,9;15,9;18,3;0;0;0;0;0;0;0;16;1,2;21,8;48,8;46;61;62,6;78,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/01/2011;1;32,4;115,6;5;14;1;1;1;;0;9;6,7;3;4,1;32,4;12,2;0;1,3;0;0;0;2,3;9,8;24;3,6;1,5;0;4,2;0;0;0;1,5;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/03/2011;1;52,5;315,7;1;19;1;1;1;;0;52,5;19,5;23,2;5,6;10,8;18,7;18,6;50;13;18,3;2,3;22,3;3,8;13,4;0,6;5,5;30,7;4,6;2,3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/10/2011;1;70;166;16;16;1;1;1;;0;0;0;0;9;2,1;7,7;4,5;0;0;0;0;5,1;0;0;3,1;70;5;6,5;0,1;0;0;3,7;9,3;33,1;0,2;0;0;0,3;0;0;6,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/09/2011;1;2,8;5,1;17;2;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3;2,8;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/08/2011;1;3;3;31;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/11/2011;1;65,2;370,3;27;14;1;1;1;;0;2,3;0;0;0;0;0;0;0,4;0;0;0;0;0;58,1;32,2;7,3;0;8,8;30;0;0;0;38,6;11,2;0;29,2;65,2;34,4;51,4;1,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/07/2011;1;2,2;2,6;25;2;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,2;0,4;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/12/2011;1;95,6;475,6;30;24;1;1;1;;0;18,7;7,8;11,8;0,4;1,8;0;5,8;0;9,4;10,7;10,3;3,2;10,6;57,4;28,3;63,9;5,5;11,3;13,8;66,4;0;0,5;9;0;0;0;0;17,5;14,6;95,6;1,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/02/2012;1;16;42,4;13;9;1;1;1;;0;1,1;0;0;0;0;0;0;0,4;9,8;0;1,5;0;16;0;0;0,2;0,5;1,1;0;0;0;0;0;11,8;0;0;0;0;0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
1943035;1;01/05/2012;1;;;;;0;0;0;;0;74,4;0;0;0;0;0;0;0;0;0;0;0;0;0;4,3;0;;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/06/2012;1;10;16,6;8;3;1;1;1;;0;0;0;0,8;0;0;5,8;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/01/2012;1;55,4;263,9;3;17;1;1;1;;0;27,4;20;55,4;3,5;12,1;8,5;22,8;16,9;9,7;13,5;8,6;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1,4;21,3;25,6;3,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/04/2012;1;23;25,2;7;4;1;1;1;;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4;0;0;0;0,5;0;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/09/2012;1;2,1;2,4;21;2;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,1;0;0,3;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/03/2012;1;27,7;129;26;13;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;5;6,6;1,3;4,1;12,2;12,3;13,4;0,6;9,2;0;2,7;0;8,3;0;27,7;0;0;25,6;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/02/2002;1;61,8;358,9;3;17;1;1;1;;0;0,3;20,9;61,8;1,6;0;0;0;47,2;56;19,8;0,9;0;0;0;0;4,8;43,2;34,4;31,6;5,8;2,8;0;0;20,4;7,3;0;0,1;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1943035;1;01/03/2002;1;40,3;76,7;25;13;1;1;1;;0;0;0;0;0;0,8;0;0;0;0;1,5;0;0,1;0;0;0;0,4;0,5;16,9;0;0;4;3,5;1,2;0;40,3;4,5;2,6;0;0;0,4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/12/2001;1;141,1;431,2;31;19;1;1;1;;0;19,4;36;0;0;0;3,2;0;0;0;0;0;0;0,6;0;41,1;43,7;22,1;7,4;12,1;0;1,4;21,2;0;8,9;5,1;2,6;14,7;11,1;16,6;22,9;141,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/04/2002;1;21,2;26,7;10;3;1;1;1;;0;0;0;0;0;0;0;0;0;1,4;21,2;0;0;0;0;0;0;0;0;0;4,1;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/06/2002;1;0,4;0,4;30;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;1;01/05/2002;1;11,2;21,1;20;5;1;1;1;;0;0;0;0;0;7,6;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;11,2;0;0,5;1,2;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/07/2002;1;2,7;4,8;13;2;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;2,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/01/2002;1;76,1;262,2;19;18;1;1;1;;0;1,4;9,9;5,5;0;0;0;0;7,6;0;0;11,6;3,2;0;4,1;40;7,5;11,2;10,6;76,1;5,7;0;0;0;0;0;28,1;3,7;0,6;8,7;0;26,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/08/2002;1;0,7;2,1;22;5;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0,2;0;0,4;0,7;0,4;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/10/2002;1;21,6;57,9;31;4;1;1;1;;0;0;13,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,6;0;0;0;2,5;0;0;0;21,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;1;01/09/2002;1;46,4;110,5;24;10;1;1;1;;0;1,9;4,7;0,4;0;0;0;0;22,8;0;0;0;0;0;0;0;0;0,2;0;0;0;0;1,5;1;46,4;13,2;18,4;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/01/2001;1;43,3;186,1;1;16;1;1;1;;0;43,3;17,2;16,1;4,7;0;0;0;0;0;3,4;0;0;3,7;1,2;0,8;0;0;0;0,4;0;39,5;7,6;17,9;20,2;0;0;0;0;3,9;1,1;5,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/02/2001;1;24,7;44,4;8;5;1;1;1;;0;1,4;0;0;0;0;0;0;24,7;0,2;0;0;0;1,8;16,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
1943035;2;01/03/2001;1;36,1;123,2;11;11;1;1;1;;0;0;0;0;8,1;2,8;0,1;14,1;9,7;0;9,7;36,1;20,1;15,2;0;2,1;0;0;0;0;0;0;0;0;0;0;0;0;5,2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/04/2001;1;14,9;31,3;18;4;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;14,2;0;0;0;0,3;0;14,9;0;0;0;0;1,9;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/05/2001;1;21,3;38,9;17;5;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,7;0;0;21,3;0;0;0;0;0;0;0;0,3;0,1;0;0,5;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/06/2001;1;0,4;0,7;6;2;1;1;1;;0;0;0;0;0,3;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/07/2001;1;3,1;3,1;20;1;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/08/2001;1;22,7;48,8;25;6;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,5;0,3;0;0;0;8,8;22,7;0;0;9,7;0;0;0,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/09/2001;1;25;47,4;15;8;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;14,8;2,7;0;0;0;0;0;0;0,5;0;1,2;0;0,2;0,4;2,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/10/2001;1;38,6;97,9;3;13;1;1;1;;0;0,3;0;38,6;0;1,1;0;0;3,4;10;10,5;0,6;0,9;0;0;0;0;0;0;0;17,2;9,7;5,2;0,3;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/11/2001;1;48,5;304,4;13;21;1;1;1;;0;22,1;1,3;40,8;0,3;1,5;15;0;0;0;0;0;0;48,5;23,6;0,2;17,3;20,2;1,7;5,3;27,4;3,6;0,6;1,5;31,1;13,7;1;0;0;0;27,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/12/2001;1;141,1;431,2;31;19;1;1;1;;0;19,4;36;0;0;0;3,2;0;0;0;0;0;0;0,6;0;41,1;43,7;22,1;7,4;12,1;0;1,4;21,2;0;8,9;5,1;2,6;14,7;11,1;16,6;22,9;141,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/01/2000;1;54,1;403,7;31;24;1;1;0;;0;8,4;31;21,2;5,9;17,8;0;0;0;0,2;0;0,3;0;0;0;10,2;15;0,3;22,2;0,8;5;33,9;30,4;2,8;3,1;8,7;28,7;14,4;49,1;30,2;10;54,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/02/2000;1;60,8;242,8;8;15;1;1;0;;0;1,5;6,5;19,9;4;0;19,3;30,8;60,8;5,4;18,2;0;0;0;0,1;0;0;0;23;14,2;32,7;6;0,4;0;0;0;0;0;0;0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
1943035;2;01/03/2000;1;60,3;223,9;13;16;1;1;0;;0;0;0,2;0;0;17,1;0,5;0;0;14,3;0,4;40,1;24;60,3;2,6;0;0,5;23,3;10;21,9;6,6;0;0;0;0,8;0;0;0;0;0;1,3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/04/2000;1;13,5;42,1;3;7;1;1;0;;0;0;0;13,5;0,3;0;0;0;0;0;0,4;7;0;0;0;0;0,2;0;0;0;10,2;10,5;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/05/2000;1;0,9;1,3;29;2;1;1;0;;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/06/2000;1;0;0;1;;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/07/2000;1;14,3;15;26;2;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0;0;0;0;0;0;0;0;0;0;14,3;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/08/2000;1;19,5;30,9;29;2;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,5;11,4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/09/2000;1;21,1;73,3;3;7;1;1;1;;0;0;0;21,1;15,7;0;0;16,8;0;0;2,4;0;0;0;0;13,4;0;0;0,6;0;0;0;0;0;0;0;0;3,3;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/10/2000;1;9,7;17,3;7;6;1;1;1;;0;0;0,7;0;0;0;0,6;9,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;3,1;0;0;0;0;0;0;2,1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943035;2;01/11/2000;1;32,3;281,7;27;21;1;1;1;;0;0;0,4;0;6,3;8;29,5;9,5;12,2;3;0;0;14;11,3;26,2;13,2;19,7;4,7;4,3;0;3,3;19;22;0;0;0;0;32,3;11,2;2,2;29,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943035;2;01/12/2000;1;73;396;18;19;1;1;1;;0;26,4;20,5;22,7;19,5;4,3;8,4;28,1;0;0;0;2,1;0;0;0,1;2,4;2,2;0,6;73;0;0;42;33,1;0;20,3;0;0;0;7,5;23,2;59,6;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
