//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2013 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado
//
// Restrições da consulta:
//	Código da Estação:1943003
//
//------------------------------------------------------------------------------
//EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status;
1943003;1;01/07/2011;1;0,2;0,5;2;3;1;1;1;;0;0;0,2;0,2;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943003;1;01/08/2011;1;0,6;1;24;3;1;1;1;;0;0;0;0;0;0;0;0;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943003;1;01/05/2011;1;1;3,4;17;10;1;1;1;;0;0,1;0,2;0,1;0;0,9;0,1;0;0;0,3;0;0;0;0;0;0;0;1;0,1;0;0;0;0;0,1;0;0;0;0,5;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943003;1;01/06/2011;1;2,3;3,8;10;9;1;1;1;;0;0,2;0;0,1;0;0;0;0;0,1;0,2;2,3;0;0;0;0,1;0;0,1;0;0;0;0;0;0;0,5;0,2;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943003;1;01/09/2011;1;1,9;3,9;16;4;1;1;1;;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9;0;0;0;0;0;0;0;0;0,4;0,8;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943003;1;01/04/2011;1;19,7;63,7;5;14;1;1;1;;0;14,2;0;0;8,7;19,7;13,7;0,1;0;0;0;0,5;0;1,9;0,1;0;0;0,3;0,2;0,3;0;0;3,6;0;0,3;0,1;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943003;1;01/08/2012;1;7,5;20;19;12;1;1;1;;0;0;1,2;0;0;0;0;0;0;0;0;0;0,3;0;0;0,3;2,2;1,1;1,8;7,5;0;0,2;3;0;2;0,2;0;0,2;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943003;1;01/05/2012;1;32,3;84,7;15;10;1;1;1;;0;15,7;9,8;0;0;0;0;0;0;0,5;0;0;0;0;6,6;32,3;12,2;2,5;0;0,5;0;0;1,1;0;0;0;0;3,5;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1943003;1;01/06/2012;1;3,8;4,8;8;6;1;1;1;;0;0;0;0;0;0;0;0;3,8;0;0;0,2;0;0;0,2;0;0;0,2;0;0;0,3;0;0;0,1;0;0;0;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1943003;1;01/09/2012;1;14,4;18,2;14;8;1;1;1;;0;0,2;0,2;0,1;0;0;0;0;0;0;0;0;0;0;14,4;0;0;0;0;0;0;0,3;0,7;1;0;0;0;1,3;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
