,gauge,date,total_pr,num_days_pr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,2030_1981,2040_1981,total_pr_scenario,num_days_pr_scenario
0,1943035,01/11/1955,,3,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.127016575829333,4.940579609435539,7.737134105342449,0.0,0.0,0.0,,11,1955,0.9602963492983824,0.9321848319689696,17.80473029060732,3
1,1943035,01/11/1955,,3,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.127016575829333,4.940579609435539,7.737134105342449,0.0,0.0,0.0,,11,1955,0.9602963492983824,0.9321848319689696,17.80473029060732,3
2,1943035,01/12/1955,535.7,23,19.4186673770468,6.373306216056386,28.58029506262785,7.468718221941077,20.016164834802087,16.43118008827037,0.5974974577552861,10.75495423959515,1.5933265540140964,6.2737233064305045,0.0,0.0,0.9958290962588102,22.40615466582323,0.29874872887764303,0.0,22.904069213952635,55.36809775198985,25.891556502729067,70.70386583437552,0.0,0.29874872887764303,13.941607347623343,16.929094636399775,31.866531080281927,26.887385598987876,15.435350992011559,25.891556502729067,13.941607347623343,33.85818927279955,38.339420205964196,12,1955,1.005607658136071,0.9958290962588102,533.4656468658446,23
3,1943035,01/12/1955,535.7,23,19.4186673770468,6.373306216056386,28.58029506262785,7.468718221941077,20.016164834802087,16.43118008827037,0.5974974577552861,10.75495423959515,1.5933265540140964,6.2737233064305045,0.0,0.0,0.9958290962588102,22.40615466582323,0.29874872887764303,0.0,22.904069213952635,55.36809775198985,25.891556502729067,70.70386583437552,0.0,0.29874872887764303,13.941607347623343,16.929094636399775,31.866531080281927,26.887385598987876,15.435350992011559,25.891556502729067,13.941607347623343,33.85818927279955,38.339420205964196,12,1955,1.005607658136071,0.9958290962588102,533.4656468658446,23
4,1943035,01/01/1956,34.0,2,23.971150603823126,0.31961534138430836,0.7457691298967195,11.186536948450792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1956,1.0394555321493826,1.0653844712810279,36.22307202355495,2
5,1943035,01/01/1956,34.0,2,23.971150603823126,0.31961534138430836,0.7457691298967195,11.186536948450792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1956,1.0394555321493826,1.0653844712810279,36.22307202355495,2
6,1943035,01/02/1956,83.7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.330729237086145,0.0,42.744358542605525,1.110243079028715,3.330729237086145,13.544965564150322,0.0,3.330729237086145,13.32291694834458,4.44097231611486,2.22048615805743,0.0,0.0,0.0,0.0,0.0,5.551215395143575,,,2,1956,1.09924722553628,1.110243079028715,92.92734571470343,10
7,1943035,01/02/1956,83.7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.330729237086145,0.0,42.744358542605525,1.110243079028715,3.330729237086145,13.544965564150322,0.0,3.330729237086145,13.32291694834458,4.44097231611486,2.22048615805743,0.0,0.0,0.0,0.0,0.0,5.551215395143575,,,2,1956,1.09924722553628,1.110243079028715,92.92734571470343,10
8,1943035,01/03/1956,145.6,10,8.073260815371532,16.146521630743063,24.219782446114593,0.0,18.164836834585945,27.24725525187892,19.17399443650739,0.10091576019214415,0.0,0.0,0.0,4.036630407685766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.706046043232433,0.0,0.0,4.036630407685766,3.027472805764324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1956,1.0037575292744128,1.0091576019214414,146.93334683976187,10
9,1943035,01/03/1956,145.6,10,8.073260815371532,16.146521630743063,24.219782446114593,0.0,18.164836834585945,27.24725525187892,19.17399443650739,0.10091576019214415,0.0,0.0,0.0,4.036630407685766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.706046043232433,0.0,0.0,4.036630407685766,3.027472805764324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1956,1.0037575292744128,1.0091576019214414,146.93334683976187,10
10,1943035,01/04/1956,29.3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9414895531434095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.897606718000967,17.736702989145343,0.2956117164857557,,4,1956,0.982911475012294,0.9853723882858524,28.871410976775476,3
11,1943035,01/04/1956,29.3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9414895531434095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.897606718000967,17.736702989145343,0.2956117164857557,,4,1956,0.982911475012294,0.9853723882858524,28.871410976775476,3
12,1943035,01/05/1956,73.2,12,0.0,3.232881338462475,0.0,0.0,0.0,2.77104114725355,0.0,0.0,17.54992726593915,3.6947215296714,1.8473607648357,2.77104114725355,0.0,3.6947215296714,0.09236803824178501,0.0,1.10841645890142,11.26890066549777,0.0,0.0,2.77104114725355,5.72681837099067,0.0,0.0,0.0,11.0841645890142,0.0,0.0,0.0,0.0,0.0,5,1956,0.9194793277416528,0.92368038241785,67.6134039929866,12
13,1943035,01/05/1956,73.2,12,0.0,3.232881338462475,0.0,0.0,0.0,2.77104114725355,0.0,0.0,17.54992726593915,3.6947215296714,1.8473607648357,2.77104114725355,0.0,3.6947215296714,0.09236803824178501,0.0,1.10841645890142,11.26890066549777,0.0,0.0,2.77104114725355,5.72681837099067,0.0,0.0,0.0,11.0841645890142,0.0,0.0,0.0,0.0,0.0,5,1956,0.9194793277416528,0.92368038241785,67.6134039929866,12
14,1943035,01/06/1956,76.3,9,0.0,0.0,21.692809269278488,3.9612956056943323,1.886331240806825,0.0,0.0,0.0,0.0,0.0,3.77266248161365,13.392951809728457,3.77266248161365,3.4897127954926264,16.976981167261425,3.01812998529092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1956,0.9563406153073052,0.9431656204034125,71.96353683678038,9
15,1943035,01/06/1956,76.3,9,0.0,0.0,21.692809269278488,3.9612956056943323,1.886331240806825,0.0,0.0,0.0,0.0,0.0,3.77266248161365,13.392951809728457,3.77266248161365,3.4897127954926264,16.976981167261425,3.01812998529092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1956,0.9563406153073052,0.9431656204034125,71.96353683678038,9
16,1943035,01/07/1956,9.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.19547601729295008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.352970562020878,0.0,0.0,2.9321402593942514,7,1956,0.9849453460199308,0.9773800864647504,9.48058683870808,2
17,1943035,01/07/1956,9.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.19547601729295008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.352970562020878,0.0,0.0,2.9321402593942514,7,1956,0.9849453460199308,0.9773800864647504,9.48058683870808,2
18,1943035,01/08/1956,5.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795548518803823,0.0,0.0,0.0,0.0,0.0,8,1956,0.859125665672413,0.9048204752460044,4.795548518803823,1
19,1943035,01/08/1956,5.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.795548518803823,0.0,0.0,0.0,0.0,0.0,8,1956,0.859125665672413,0.9048204752460044,4.795548518803823,1
20,1943035,01/09/1956,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9,1956,0.8775338109786647,0.8276648135962478,0.0,0
21,1943035,01/09/1956,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9,1956,0.8775338109786647,0.8276648135962478,0.0,0
22,1943035,01/10/1956,15.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1544401440348455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4926640864209073,0.0,0.0,0.0,1.9110424662560288,0.0,0.0,0.0,0.0,0.0,0.0,4.1544401440348455,10,1956,0.860191643499509,0.8308880288069691,12.712586840746628,4
23,1943035,01/10/1956,15.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1544401440348455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4926640864209073,0.0,0.0,0.0,1.9110424662560288,0.0,0.0,0.0,0.0,0.0,0.0,4.1544401440348455,10,1956,0.860191643499509,0.8308880288069691,12.712586840746628,4
24,1943035,01/11/1956,243.2,13,1.3050587647565575,0.0,0.0,0.0,0.9321848319689696,4.660924159844848,0.37287393278758785,0.0,0.0,0.0,26.10117529513115,1.8643696639379392,0.0,1.3050587647565575,4.660924159844848,0.0,0.0,0.0,0.0,0.0,0.0,5.593108991813818,4.660924159844848,9.321848319689696,91.35411353295902,24.23680563119321,22.37243596725527,27.499452543084605,0.4660924159844848,0.0,,11,1956,0.9602963492983824,0.9321848319689696,226.70735113485344,13
25,1943035,01/11/1956,243.2,13,1.3050587647565575,0.0,0.0,0.0,0.9321848319689696,4.660924159844848,0.37287393278758785,0.0,0.0,0.0,26.10117529513115,1.8643696639379392,0.0,1.3050587647565575,4.660924159844848,0.0,0.0,0.0,0.0,0.0,0.0,5.593108991813818,4.660924159844848,9.321848319689696,91.35411353295902,24.23680563119321,22.37243596725527,27.499452543084605,0.4660924159844848,0.0,,11,1956,0.9602963492983824,0.9321848319689696,226.70735113485344,13
26,1943035,01/12/1956,609.8,22,0.0,0.0,0.0,1.7924923732658584,0.0,0.0,20.912411021435016,27.883214695246686,20.912411021435016,61.741403968046235,0.0,1.9916581925176204,2.9874872887764305,23.899898310211444,48.7956257166817,31.866531080281927,59.25183122739921,0.0,0.0,19.916581925176203,46.20647006640879,10.954120058846913,6.970803673811671,21.41032556956442,11.452034606976317,19.916581925176203,87.23462883227177,52.77894210171694,21.211159750312657,0.0,7.169969493063434,12,1956,1.005607658136071,0.9958290962588102,607.2565828986224,22
27,1943035,01/12/1956,609.8,22,0.0,0.0,0.0,1.7924923732658584,0.0,0.0,20.912411021435016,27.883214695246686,20.912411021435016,61.741403968046235,0.0,1.9916581925176204,2.9874872887764305,23.899898310211444,48.7956257166817,31.866531080281927,59.25183122739921,0.0,0.0,19.916581925176203,46.20647006640879,10.954120058846913,6.970803673811671,21.41032556956442,11.452034606976317,19.916581925176203,87.23462883227177,52.77894210171694,21.211159750312657,0.0,7.169969493063434,12,1956,1.005607658136071,0.9958290962588102,607.2565828986224,22
28,1943035,01/01/1957,317.8,15,25.56922731074467,15.448074833574903,7.457691298967195,0.0,0.0,0.0,0.0,0.0,14.91538259793439,0.0,5.32692235640514,20.24230495433953,52.31037753989847,64.9884527481427,14.91538259793439,14.91538259793439,15.448074833574903,39.41922543739803,33.55961084535238,0.0,0.0,0.0,0.21307689425620557,0.0,0.0,0.0,0.0,0.0,0.0,7.457691298967195,6.392306827686167,1,1957,1.0394555321493826,1.0653844712810279,338.57918497311067,15
29,1943035,01/01/1957,317.8,15,25.56922731074467,15.448074833574903,7.457691298967195,0.0,0.0,0.0,0.0,0.0,14.91538259793439,0.0,5.32692235640514,20.24230495433953,52.31037753989847,64.9884527481427,14.91538259793439,14.91538259793439,15.448074833574903,39.41922543739803,33.55961084535238,0.0,0.0,0.0,0.21307689425620557,0.0,0.0,0.0,0.0,0.0,0.0,7.457691298967195,6.392306827686167,1,1957,1.0394555321493826,1.0653844712810279,338.57918497311067,15
30,1943035,01/02/1957,348.5,20,0.0,0.0,0.0,3.330729237086145,108.80382174481407,3.330729237086145,12.212673869315864,4.44097231611486,0.0,0.0,11.10243079028715,13.32291694834458,7.771701553201005,3.330729237086145,27.756076975717875,13.32291694834458,15.54340310640201,59.95312626755061,0.0,15.54340310640201,4.44097231611486,6.66145847417229,27.200955436203518,19.98437542251687,21.094618501545586,7.771701553201005,0.0,0.0,,,,2,1957,1.09924722553628,1.110243079028715,386.9197130415072,20
31,1943035,01/02/1957,348.5,20,0.0,0.0,0.0,3.330729237086145,108.80382174481407,3.330729237086145,12.212673869315864,4.44097231611486,0.0,0.0,11.10243079028715,13.32291694834458,7.771701553201005,3.330729237086145,27.756076975717875,13.32291694834458,15.54340310640201,59.95312626755061,0.0,15.54340310640201,4.44097231611486,6.66145847417229,27.200955436203518,19.98437542251687,21.094618501545586,7.771701553201005,0.0,0.0,,,,2,1957,1.09924722553628,1.110243079028715,386.9197130415072,20
32,1943035,01/03/1957,148.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12820642690018,9.082418417292972,14.12820642690018,10.596154820175135,5.045788009607207,21.19230964035027,28.25641285380036,0.0,0.0,0.0,3.027472805764324,1.0091576019214414,0.0,0.0,0.0,0.0,7.06410321345009,5.045788009607207,31.283885659564685,0.0,0.0,0.0,0.0,0.0,3,1957,1.0037575292744128,1.0091576019214414,149.85990388533403,12
33,1943035,01/03/1957,148.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12820642690018,9.082418417292972,14.12820642690018,10.596154820175135,5.045788009607207,21.19230964035027,28.25641285380036,0.0,0.0,0.0,3.027472805764324,1.0091576019214414,0.0,0.0,0.0,0.0,7.06410321345009,5.045788009607207,31.283885659564685,0.0,0.0,0.0,0.0,0.0,3,1957,1.0037575292744128,1.0091576019214414,149.85990388533403,12
34,1943035,01/04/1957,138.1,6,0.0,0.0,0.0,24.141623513003385,6.40492052385804,83.26396681015453,14.386436868973444,4.926861941429262,0.0,0.0,0.0,0.0,0.0,0.9853723882858524,0.0,0.0,0.0,0.0,1.9707447765717048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,1957,0.982911475012294,0.9853723882858524,136.07992682227624,6
35,1943035,01/04/1957,138.1,6,0.0,0.0,0.0,24.141623513003385,6.40492052385804,83.26396681015453,14.386436868973444,4.926861941429262,0.0,0.0,0.0,0.0,0.0,0.9853723882858524,0.0,0.0,0.0,0.0,1.9707447765717048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,1957,0.982911475012294,0.9853723882858524,136.07992682227624,6
36,1943035,01/05/1957,67.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6947215296714,4.61840191208925,12.9315253538499,9.698644015387424,0.0,0.0,0.0,0.0,0.0,16.164406692312376,0.0,0.0,0.0,0.0,0.0,4.61840191208925,5.5420822945071,0.0,0.0,0.0,0.0,4.61840191208925,0.0,0.0,5,1957,0.9194793277416528,0.92368038241785,61.88658562199595,8
37,1943035,01/05/1957,67.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6947215296714,4.61840191208925,12.9315253538499,9.698644015387424,0.0,0.0,0.0,0.0,0.0,16.164406692312376,0.0,0.0,0.0,0.0,0.0,4.61840191208925,5.5420822945071,0.0,0.0,0.0,0.0,4.61840191208925,0.0,0.0,5,1957,0.9194793277416528,0.92368038241785,61.88658562199595,8
38,1943035,01/06/1957,6.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77266248161365,0.0,1.886331240806825,0.0,0.0,0.2829496861210237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1957,0.9563406153073052,0.9431656204034125,5.941943408541498,2
39,1943035,01/06/1957,6.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77266248161365,0.0,1.886331240806825,0.0,0.0,0.2829496861210237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1957,0.9563406153073052,0.9431656204034125,5.941943408541498,2
40,1943035,01/07/1957,10.0,3,0.0,0.0,0.0,0.9773800864647504,0.9773800864647504,0.0,0.0,0.0,1.9547601729295008,2.9321402593942514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9321402593942514,0.0,0.0,0.0,0.0,0.0,0.0,7,1957,0.9849453460199308,0.9773800864647504,9.773800864647505,3
41,1943035,01/07/1957,10.0,3,0.0,0.0,0.0,0.9773800864647504,0.9773800864647504,0.0,0.0,0.0,1.9547601729295008,2.9321402593942514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9321402593942514,0.0,0.0,0.0,0.0,0.0,0.0,7,1957,0.9849453460199308,0.9773800864647504,9.773800864647505,3
42,1943035,01/08/1957,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1957,0.859125665672413,0.9048204752460044,0.0,0
43,1943035,01/08/1957,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1957,0.859125665672413,0.9048204752460044,0.0,0
