year,num_days_pr,num_days_pr_2030,num_days_pr_2040
1955,54.0,50.84545555662162,50.307613002230084
1956,194.0,182.66700699971472,180.7347578228266
1957,225.0,211.85606481925677,209.61505417595868
1958,189.0,177.95909444817568,176.0766455078053
1959,168.0,158.18586173171173,156.5125737847158
1960,232.0,218.4471423914114,216.1364114169885
1961,172.0,161.95219177294294,160.23906363673285
1962,262.0,246.69461770064564,244.08508530711632
1963,82.0,77.20976584524024,76.39304196634939
1964,260.0,244.81145268003004,242.2218403811078
1965,249.0,234.45404506664414,231.97399328806094
1966,232.0,218.4471423914114,216.1364114169885
1967,147.0,138.41262901524775,136.94850206162633
1968,121.0,113.93148374724474,112.72631802351556
1969,104.0,97.92458107201202,96.88873615244312
1970,129.0,121.46414382970721,120.17929772754964
1971,99.0,93.21666852047298,92.23062383742182
1972,100.0,94.15825103078078,93.16224630042608
1973,118.0,111.10673621632132,109.93145063450277
1974,118.0,111.10673621632132,109.93145063450277
1975,102.0,96.0414160513964,95.0254912264346
1976,118.0,111.10673621632132,109.93145063450277
1977,95.0,89.45033847924174,88.50413398540478
1978,127.0,119.58097880909159,118.31605280154112
1979,134.0,126.17205638124625,124.83741004257094
1980,115.0,108.2819886853979,107.13658324548999
1981,135.0,127.11363889155406,125.7690325055752
1982,101.0,95.09983354108859,94.09386876343034
1983,124.0,116.75623127816817,115.52118541252834
1984,93.0,87.56717345862613,86.64088905939626
1985,125.0,117.69781378847598,116.4528078755326
1986,157.0,147.82845411832582,146.26472669166895
1987,188.0,177.01751193786788,175.14502304480104
1988,197.0,185.49175453063813,183.52962521183937
1989,200.0,188.31650206156155,186.32449260085215
1990,142.0,133.7047164637087,132.29038974660503
1991,236.0,222.21347243264265,219.86290126900553
1992,222.0,209.03131728833333,206.8201867869459
1993,156.0,146.88687160801803,145.33310422866467
1994,179.0,168.5432693450976,166.76042087776267
1995,168.0,158.18586173171173,156.5125737847158
1996,171.0,161.01060926263514,159.3074411737286
1997,236.0,222.21347243264265,219.86290126900553
1998,234.0,220.33030741202703,217.999656342997
1999,92.0,86.62559094831832,85.70926659639198
2000,242.0,227.86296749448948,225.45263604703112
2001,186.0,175.13434691725226,173.28177811879252
2002,114.0,107.3404061750901,106.20496078248573
2003,27.0,25.42272777831081,25.153806501115042
2004,127.0,119.58097880909159,118.31605280154112
2005,213.0,200.55707469556307,198.43558461990753
2006,117.0,110.16515370601351,108.9998281714985
2007,89.0,83.8008434173949,82.9143992073792
2008,112.0,105.45724115447447,104.34171585647721
2009,135.0,127.11363889155406,125.7690325055752
2010,108.0,101.69091111324325,100.61522600446017
2011,109.0,102.63249362355106,101.54684846746443
2012,97.0,91.33350349985736,90.3673789114133
2013,35.0,32.95538786077327,32.60678620514913
