,Unnamed: 0,1980_2000,2030_2050,2040_2060,20302050_to_19802000_ratio,20402060_to_19802000_ratio,20302050_to_19802000_percdelta,20402060_to_19802000_percdelta
0,value,118.2717142857143,110.79072857142856,109.61878571428569,0.9367474652797069,0.926838563018328,-6.3,-7.3
