,gauge,date,total_pr,num_days_pr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,20302050_to_19802000_ratio,20402060_to_19802000_ratio,total_pr_scenario,num_days_pr_scenario
12,1843002,01/10/1942,111.6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.96351888301428,0.0,0.0,0.0,1.3732059254205833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53050406946282,3.604665554229031,54.928237016823324,4.462919257616895,1.3732059254205833,1.544856666098156,10,1942,0.8582537033878644,0.8290161072979904,95.78111329808566,8
13,1843002,01/11/1942,302.1,23,1.7258115305464625,5.081556173275695,4.218650408002464,11.026018111824621,2.876352550910771,0.0,0.0,0.0,5.27331301000308,22.24379306037663,0.0,4.314528826366156,12.655951224007392,12.464194387280008,14.765276428008624,6.136218775276312,4.602164081457233,0.0,0.0,22.052036223649242,30.105823366199402,0.0,2.205203622364924,2.4928388774560015,3.9310151529113866,1.4381762754553855,21.09325204001232,64.81381081385604,13.231221734189546,20.901495203284934,,11,1942,0.9587841836369236,0.9307169331332966,289.6487018767146,23
14,1843002,01/12/1942,417.4,22,40.721858823928336,75.62630924443835,71.21310286943132,1.2036017386382758,0.802401159092184,3.8114055056878735,10.230614778425345,0.6018008693191379,4.212606085233966,4.714106809666581,0.0,29.889443176183853,6.419209272737472,10.832415647744483,0.0,0.0,27.883440278453392,29.08704201709167,2.00600289773046,0.0,0.0,0.0,1.604802318184368,0.0,4.513506519893535,10.832415647744483,7.422210721602702,20.260629267077643,3.00900434659569,16.649824051162817,35.105050710283045,12,1942,1.00300144886523,0.9932482298524692,418.652804756347,22
15,1843002,01/01/1943,253.3,16,6.873875633093687,31.661487764552742,12.497955696533978,2.1871422468934463,5.832379325049189,12.289656434925078,0.31244889241334944,24.162714346632356,13.956050527796275,0.0,17.913736498365367,17.49713797514757,0.0,6.040678586658089,4.895032647809141,5.41578080183139,63.531274790714384,29.161896625245948,8.956868249182683,0.6248977848266989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1943,1.041496308044498,1.0674761537828517,263.81101482767133,16
16,1843002,01/02/1943,143.3,10,0.0,0.0,15.041141223214881,0.0,0.0,0.0,25.437224127495753,0.0,0.0,0.0,35.16972727192891,1.6589493996192883,11.944435677258877,11.723242423976304,23.446484847952608,10.617276157563445,0.0,12.829208690389162,10.617276157563445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,1943,1.105966266412859,1.1170293309815396,158.48496597696268,10
17,1843002,01/03/1943,233.3,12,1.411745994775722,0.0,0.0,6.151178977237074,8.672153967908006,39.73056585297389,14.722493945518243,0.0,5.0419499813418645,1.3109069951488848,61.31011177311707,26.41981790223137,0.0,0.30251699888051187,9.075509966415357,43.96580383730106,0.0,0.0,0.0,0.6050339977610237,0.0,0.5041949981341864,0.5041949981341864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.529205942532943,3,1943,1.008389996268373,1.0138149909285097,235.2573861294114,12
18,1843002,01/04/1943,22.3,3,8.99538917069324,1.799077834138648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19989753712651645,0.0,0.0,10.594569467705371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6996413799428075,0.0,0.0,0.0,0.0,,4,1943,0.9994876856325822,1.0019901007277976,22.28857538960658,3
19,1843002,01/05/1943,2.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9195167346089351,1.4712267753742962,0.0,0.0,0.0,0.0,0.0,5,1943,0.9195167346089351,0.9237179601952225,2.3907435099832313,1
20,1843002,01/06/1943,5.1,2,0.0,0.0,0.0,0.0,0.0,0.0,2.1911657729327514,2.6675061583529147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1943,0.9526807708403268,0.939556195662868,4.8586719312856665,2
21,1843002,01/07/1943,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1943,0.9705055190897932,0.9630511702964129,0.0,0
22,1843002,01/08/1943,17.2,2,0.0,0.0,0.0,0.0,9.6172663095215,4.892995139931991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1943,0.8436198517124124,0.8884899446647965,14.510261449453491,2
23,1843002,01/09/1943,23.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.277564238529738,0.0,0.0,0.0,0.0,,9,1943,0.8519984974172159,0.8035806355571271,20.277564238529738,1
24,1843002,01/10/1943,228.0,14,0.0,0.0,0.0,2.4031103694860203,16.993423327079718,0.0,12.53050406946282,0.0,0.0,0.0,0.0,0.0,0.0,24.88935739824807,20.426438140631173,34.845100357547295,0.0,0.0,0.0,12.358853328785248,0.2574761110163593,21.45634258469661,20.083136659276025,3.4330148135514578,5.149522220327187,0.0,10.127393699976801,3.1755387025350985,0.0,0.0,7.552632589813208,10,1943,0.8582537033878644,0.8290161072979904,195.68184437243312,14
25,1843002,01/11/1943,201.2,15,0.0,0.0,0.0,4.314528826366156,13.614735407644314,1.342297857091693,0.0,0.0,0.0,0.0,2.396960459092309,2.3010820407286166,4.122771989638771,3.068109387638156,0.0,0.0,0.0,12.17655913218893,29.147039182562477,19.75095418292063,68.64894754840373,9.587841836369236,0.0,0.0,5.752705101821542,13.8064922443717,0.0,2.876352550910771,0.0,0.0,,11,1943,0.9587841836369236,0.9307169331332966,192.90737774774902,15
26,1843002,01/12/1943,394.2,19,4.513506519893535,57.772883454637245,7.622811011375747,6.519509417623994,1.604802318184368,0.0,0.0,0.0,2.00600289773046,0.200600289773046,0.0,18.05402607957414,5.015007244326149,1.4042020284113217,5.616808113645287,15.045021732978448,4.613806664780057,106.51875386948741,21.063030426169828,47.94346925575799,38.11405505687873,23.470233903446378,24.673835642084658,0.0,0.0,0.0,0.0,0.0,0.0,3.610805215914828,0.0,12,1943,1.00300144886523,0.9932482298524692,395.38317114267363,19
27,1843002,01/01/1944,64.2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8746933544800966,0.0,0.0,0.0,3.332788185742394,7.707072679529286,2.082992616088996,0.0,17.080539451929766,3.1244889241334945,5.41578080183139,2.603740770111245,2.082992616088996,2.9161896625245944,1.666394092871197,0.0,15.205846097449673,1.7705437236756467,0.0,1,1944,1.041496308044498,1.0674761537828517,66.86406297645678,13
28,1843002,01/02/1944,168.6,11,7.741763864890013,14.81994796993231,0.0,15.483527729780025,0.5529831332064294,37.824046311319776,10.838469410846018,0.0,8.184150371455155,53.307574041099805,0.0,0.0,0.0,0.0,7.962957118172584,15.483527729780025,12.38682218382402,0.0,0.0,0.0,1.8801426529018601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1944,1.105966266412859,1.1170293309815396,186.46591251720804,11
29,1843002,01/03/1944,158.7,12,0.0,0.0,26.82317390073872,0.0,0.0,0.0,5.0419499813418645,0.0,0.0,0.0,0.0,0.0,20.772833923128484,2.016779992536746,0.0,0.0,3.6302039865661424,1.6134239940293966,12.907391952235173,12.504035953727824,18.756053930591737,17.14262993656234,23.596325912679923,14.924171944771919,0.0,0.10083899962683729,0.0,0.0,0.0,0.20167799925367458,0.0,3,1944,1.008389996268373,1.0138149909285097,160.03149240779078,12
30,1843002,01/04/1944,27.7,4,1.9989753712651643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.390573415639512,2.9984630568977466,4.2977970482201036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,1944,0.9994876856325822,1.0019901007277976,27.68580889202253,4
31,1843002,01/05/1944,3.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1263568976703793,0.0,0.0,0.0,0.0,0.0,0.0,5,1944,0.9195167346089351,0.9237179601952225,3.1263568976703793,1
32,1843002,01/06/1944,1.0,0,0.0,0.0,0.0,0.9526807708403268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1944,0.9526807708403268,0.939556195662868,0.9526807708403268,0
33,1843002,01/07/1944,3.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.687920972541214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1944,0.9705055190897932,0.9630511702964129,3.687920972541214,1
34,1843002,01/08/1944,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1944,0.8436198517124124,0.8884899446647965,0.0,0
35,1843002,01/09/1944,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9,1944,0.8519984974172159,0.8035806355571271,0.0,0
36,1843002,01/10/1944,114.7,10,2.145634258469661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.031103694860203,0.0,0.0,6.179426664392624,15.1910905499652,0.0,0.0,12.53050406946282,0.0,0.0,0.0,0.0,0.0,3.86214166524539,1.544856666098156,0.0,1.7165074067757289,23.17284999147234,8.067584811845926,10,1944,0.8582537033878644,0.8290161072979904,98.44169977858806,10
37,1843002,01/11/1944,141.1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75095418292063,0.0,0.0,0.0,0.0,0.0,0.0,2.396960459092309,11.505410203643084,14.957033264736008,10.738382856733544,14.765276428008624,1.1505410203643083,2.9722309692744635,0.0,45.2546134676628,0.0,1.9175683672738473,4.218650408002464,0.0,0.0,3.3557446427292326,2.3010820407286166,,11,1944,0.9587841836369236,0.9307169331332966,135.28444831116994,13
38,1843002,01/12/1944,323.1,18,2.00600289773046,1.504502173297845,38.11405505687873,43.32966259097793,13.44021941479408,0.0,13.239619125021035,15.847422892070632,14.04202028411322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00900434659569,4.212606085233966,14.242620573886263,7.622811011375747,0.0,0.0,37.311653897786556,9.227613329560114,45.536265778481436,10.230614778425345,38.31465534665178,0.0,12.838418545474944,0.0,12,1944,1.00300144886523,0.9932482298524692,324.0697681283557,18
39,1843002,01/01/1945,349.0,18,0.0,0.0,21.24652468410776,3.1244889241334945,0.0,6.248977848266989,7.8112223103337355,0.0,5.51993043263584,36.035772258339634,18.122035759974267,100.40024409548963,35.61917373512184,0.0,0.0,0.0,0.0,10.83156160366278,6.144828217462539,24.995911393067956,5.832379325049189,33.32788185742394,0.0,0.0,0.0,8.748568987573785,15.622444620667471,21.45482394571666,0.0,0.20829926160889964,2.1871422468934463,1,1945,1.041496308044498,1.0674761537828517,363.4822115075298,18
40,1843002,01/02/1945,207.8,10,3.8708819324450063,1.2165628930541448,0.0,65.69439622492382,0.0,62.597690678967815,16.810687249475453,35.390920525211484,5.9722178386294384,0.0,0.0,0.0,0.0,0.0,3.7602853058037202,0.0,0.0,25.437224127495753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.068923384585442,,,,2,1945,1.105966266412859,1.1170293309815396,229.81979016059208,10
41,1843002,01/03/1945,172.1,16,1.6134239940293966,12.100679955220475,2.420135991044095,22.184579917904202,9.882221963430055,5.747822978729726,15.529205942532943,1.008389996268373,0.0,15.125849944025592,1.008389996268373,0.0,0.0,0.0,2.016779992536746,0.0,0.0,0.0,0.0,21.57954592014318,0.5041949981341864,6.252017976863912,18.151019932830714,0.0,7.260407973132285,13.109069951488848,14.52081594626457,3.529364986939305,0.0,0.0,0.0,3,1945,1.008389996268373,1.0138149909285097,173.543918357787,18
42,1843002,01/04/1945,249.5,15,23.58790938092894,75.3613714966967,28.98514288334488,23.58790938092894,3.598155668277296,15.392110358741766,3.198360594024263,0.0,0.0,1.6991290655753897,0.0,6.19682365092201,0.0,0.0,0.0,0.0,12.39364730184402,8.795491633566725,14.192725135982666,0.0,0.0,8.395696559313691,0.0,0.0,6.996413799428075,0.0,0.0,0.0,16.991290655753897,0.0,,4,1945,0.9994876856325822,1.0019901007277976,249.37217756532925,15
43,1843002,01/05/1945,92.6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0559111780333,22.98791836522338,1.103420081530722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1945,0.9195167346089351,0.9237179601952225,85.1472496247874,3
44,1843002,01/06/1945,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1945,0.9526807708403268,0.939556195662868,0.0,0
45,1843002,01/07/1945,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1945,0.9705055190897932,0.9630511702964129,0.0,0
46,1843002,01/08/1945,4.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.049375288219579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1945,0.8436198517124124,0.8884899446647965,4.049375288219579,1
47,1843002,01/09/1945,11.3,2,0.0,4.5155920363112445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.111990984503295,,9,1945,0.8519984974172159,0.8035806355571271,9.62758302081454,2
48,1843002,01/10/1945,164.2,15,0.8582537033878644,0.0,0.0,0.0,0.0,0.0,2.0598088881308745,6.522728145747769,27.120817027056518,2.5747611101635934,15.44856666098156,2.66058648050238,1.7165074067757289,4.462919257616895,0.0,0.0,7.380981849135634,1.2873805550817967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4590312957593694,7.209331108458062,3.690490924567817,0.0,54.75658627614575,1.7165074067757289,10,1945,0.8582537033878644,0.8290161072979904,140.92525809628734,15
49,1843002,01/11/1945,266.2,18,0.0,19.75095418292063,8.820814489459696,0.0,19.367440509465858,2.588717295819694,15.724060611645546,14.381762754553854,14.19000591782647,0.0,0.0,0.0,35.47501479456618,1.342297857091693,0.0,0.0,1.342297857091693,0.0,2.396960459092309,0.0,0.0,18.21689948910155,34.32447377420186,27.99649816219817,4.410407244729848,8.149665560913851,14.765276428008624,11.697167040370468,0.0,0.28763525509107707,,11,1945,0.9587841836369236,0.9307169331332966,255.2283496841491,18
50,1843002,01/12/1945,433.7,22,0.0,0.0,0.0,0.0,0.0,37.71285447733265,12.03601738638276,0.0,16.44922376138977,12.838418545474944,7.422210721602702,23.26963361367333,16.44922376138977,22.06603187503506,30.691844335276038,29.08704201709167,34.30264955119087,7.422210721602702,23.26963361367333,39.11705650574397,60.781887801232934,9.02701303978707,0.0,2.8084040568226434,5.3159076789857185,0.0,8.224611880694885,10.030014488652299,0.200600289773046,20.060028977304597,6.419209272737472,12,1945,1.00300144886523,0.9932482298524692,435.00172837285027,22
51,1843002,01/01/1946,177.9,13,26.24570696272135,14.580948312622974,6.769726002289238,3.1244889241334945,4.999182278613591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.24734240549417,39.57685970569093,0.0,0.0,0.0,13.747751266187374,20.20502837606326,0.0,7.498773417920386,9.373466772400484,12.081357173316178,10.83156160366278,0.0,0.0,0.0,0.0,0.0,1,1946,1.041496308044498,1.0674761537828517,185.2821932011162,13
52,1843002,01/02/1946,38.5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.77364436764804,3.5390920525211484,13.713981703519451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5529831332064294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2,1946,1.105966266412859,1.1170293309815396,42.57970125689507,3
53,1843002,01/03/1946,162.8,14,0.0,0.0,0.0,0.0,0.0,10.487255961191078,16.940951937308665,24.403037909694625,12.907391952235173,0.0,0.0,25.209749906709323,3.529364986939305,0.0,11.495645957459452,6.050339977610237,9.27718796566903,14.722493945518243,0.20167799925367458,2.420135991044095,0.0,0.0,0.0,18.352697932084386,0.0,6.050339977610237,0.0,0.0,2.117618992163583,0.0,0.0,3,1946,1.008389996268373,1.0138149909285097,164.1658913924911,14
54,1843002,01/04/1946,107.6,9,0.0,10.394671930578856,2.9984630568977466,0.0,30.984118254610046,0.0,10.394671930578856,0.0,17.191188192880414,1.299333991322357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.387499529435004,0.0,4.597643353909878,0.0,0.0,0.29984630568977466,0.7995901485060658,0.0,0.0,0.0,4.197848279656846,0.0,0.0,,4,1946,0.9994876856325822,1.0019901007277976,107.54487497406583,9
55,1843002,01/05/1946,9.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1946,0.9195167346089351,0.9237179601952225,,0
56,1843002,01/06/1946,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1946,0.9526807708403268,0.939556195662868,0.0,0
57,1843002,01/07/1946,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1946,0.9705055190897932,0.9630511702964129,0.0,0
58,1843002,01/08/1946,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1946,0.8436198517124124,0.8884899446647965,0.0,0
59,1843002,01/09/1946,99.0,7,0.0,8.349585274688716,0.0,0.0,0.0,0.0,2.726395191735091,8.179185575205272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.416779865390692,22.833559730781385,12.779977461258238,18.062368145244978,,9,1946,0.8519984974172159,0.8035806355571271,84.34785124430438,7
60,1843002,01/10/1946,9.3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8660296271029155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1157298144042238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1946,0.8582537033878644,0.8290161072979904,7.98175944150714,2
61,1843002,01/11/1946,249.9,15,0.0,0.0,8.820814489459696,2.396960459092309,4.985677754912003,32.02339173347325,4.793920918184618,26.270686631651706,29.338796019289866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16311234655139,23.010820407286168,20.709738366557552,9.012571326187082,15.148790101463394,11.888923877097854,6.711489285458465,0.0,34.32447377420186,,11,1946,0.9587841836369236,0.9307169331332966,239.6001674908672,15
62,1843002,01/12/1946,185.9,13,11.634816806836666,1.7051024630708909,0.0,0.0,6.218608982964426,25.075036221630747,3.209604636368736,0.0,2.00600289773046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00600289773046,0.0,0.0,0.0,0.0,0.0,16.248623471616725,0.0,20.86243013639678,57.37168287509115,24.473235352311608,8.625812460240978,7.02101014205661,12,1946,1.00300144886523,0.9932482298524692,186.45796934404626,13
63,1843002,01/01/1947,267.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1947,1.041496308044498,1.0674761537828517,,0
64,1843002,01/02/1947,173.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1947,1.105966266412859,1.1170293309815396,,0
65,1843002,01/03/1947,241.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1947,1.008389996268373,1.0138149909285097,,0
66,1843002,01/04/1947,51.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.98872908391681,4.097899511093587,0.0,0.0,0.0,0.0,0.0,0.0,14.5925202102357,0.0,0.0,0.29984630568977466,7.3962088736811085,2.9984630568977466,0.0,0.0,0.0,0.0,0.0,,4,1947,0.9994876856325822,1.0019901007277976,51.37366704151472,5
67,1843002,01/05/1947,3.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1263568976703793,0.0,0.0,0.0,0.0,0.0,5,1947,0.9195167346089351,0.9237179601952225,3.1263568976703793,1
