gauge,month,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1843002,11,1980,0.64,0.83,0.0,0.0,0.0,0.0,0.0,0.0,8.23,0.0,0.0,39.04,26.29,0.64,0.0,0.0,0.0,10.47,0.0,25.17,0.0,0.0,0.0,0.0,13.82,28.71,0.0,0.0,0.0,0.0,
1843002,12,1980,2.68,34.27,7.35,3.28,11.22,8.24,72.01,0.0,17.18,0.97,21.25,0.0,2.68,5.26,0.77,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,5.26
1843002,1,1981,45.09,27.26,0.0,0.91,0.0,0.0,0.0,0.0,0.0,48.51,13.39,11.14,4.95,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.95,4.95,4.95,0.0,0.06,4.63,4.53,0.0,0.0,0.0
1843002,2,1981,30.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1843002,3,1981,0.0,25.66,0.0,0.0,0.0,2.55,25.77,29.92,27.49,9.24,15.53,0.0,3.56,0.0,0.0,0.0,0.0,27.59,27.49,2.35,29.92,30.53,0.0,0.0,3.36,6.2,8.63,51.01,24.65,2.35,4.58
1843002,4,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.89,0.0,0.0,0.0,4.74,0.0,19.77,
1843002,5,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,8.54,0.0,0.0
1843002,6,1981,0.0,0.0,0.0,17.19,0.0,0.0,18.41,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,7,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,8,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,0.0,0.0,8.11,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,9,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,0.0,0.0,
1843002,10,1981,6.66,12.71,5.08,0.0,0.0,0.0,0.0,0.0,4.34,0.0,2.68,15.78,13.29,0.0,10.06,17.52,5.0,0.0,0.0,8.56,15.2,0.0,0.0,0.0,0.0,2.76,3.34,8.48,53.91,37.5,0.0
1843002,11,1981,7.9,0.0,11.35,0.0,12.46,0.0,0.0,0.0,0.0,30.05,9.58,28.38,19.72,6.97,12.46,0.73,0.08,38.52,19.72,0.0,35.92,6.04,27.17,8.74,22.51,3.9,23.82,0.0,0.0,39.55,
1843002,12,1981,0.0,0.0,25.38,0.0,0.0,0.0,0.0,0.0,19.12,35.01,12.17,0.0,27.06,0.0,8.39,0.0,4.22,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,47.92,8.39,0.0,0.17
1843002,1,1982,0.0,6.68,3.69,3.69,64.22,43.93,47.35,0.0,0.0,0.0,0.0,2.52,33.58,0.0,30.27,0.0,0.0,0.0,16.61,32.19,14.04,0.0,0.0,49.27,11.91,0.0,0.0,0.0,0.0,0.0,0.0
1843002,2,1982,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,0.0,5.11,0.0,5.0,7.57,,,
1843002,3,1982,0.0,0.0,32.0,76.61,0.0,0.0,0.0,49.64,5.95,0.0,0.0,0.0,11.12,0.0,0.0,0.0,0.0,22.07,12.94,0.0,0.0,0.0,46.6,29.37,31.39,0.0,20.85,0.0,21.86,0.0,0.0
1843002,4,1982,0.0,0.0,0.0,0.0,0.0,0.78,19.72,0.0,0.18,0.0,0.0,0.0,0.0,0.0,22.02,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,5,1982,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,21.58,0.0,0.0,13.17,2.92,0.0,0.0,0.0,0.0
1843002,6,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,7,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,8,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,9,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,0.0,0.0,
1843002,10,1982,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.54,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39
1843002,11,1982,0.0,10.93,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,6.37,0.92,0.0,8.42,3.48,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,12,1982,0.0,13.03,8.46,2.4,17.3,0.0,0.0,21.27,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,8.36,0.0,0.0,0.0,6.08,9.16,24.95
1843002,1,1983,92.19,19.38,7.96,6.57,58.03,125.06,46.5,3.59,0.0,0.0,32.41,11.16,26.86,0.0,57.07,5.93,0.0,0.0,6.57,13.3,6.89,0.0,18.42,26.86,6.57,26.96,3.8,12.98,0.0,0.0,0.0
1843002,2,1983,0.0,0.0,9.52,5.94,0.0,0.0,0.0,10.41,5.72,43.7,32.86,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,0.0,37.33,6.05,,,
1843002,3,1983,5.52,4.41,38.78,19.82,0.0,4.41,0.0,0.0,0.0,3.6,0.0,0.0,0.0,33.6,10.39,20.63,0.0,0.0,0.0,21.84,8.46,2.38,15.36,0.0,0.0,12.62,2.48,0.0,6.64,0.0,3.29
1843002,4,1983,0.0,0.0,0.0,0.0,0.0,0.0,6.7,31.35,2.7,10.31,3.7,7.51,10.71,0.0,38.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.51,0.0,0.0,0.0,0.0,0.98,0.0,0.0,
1843002,5,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.38,5.68,0.0,0.0,13.07,0.0
1843002,6,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,7,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,8,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,9,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,10,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,12.24,16.63,18.79,0.0,0.0,18.12,0.0,16.3,0.52,0.0,5.69,8.92,65.46,0.6,0.0,0.0,0.0,0.0,0.0
1843002,11,1983,0.0,3.64,6.15,4.57,19.18,12.95,0.0,0.0,0.0,0.64,0.73,0.64,0.0,30.26,9.04,19.18,0.0,0.83,15.64,0.0,19.27,0.0,3.27,0.0,21.88,31.56,0.0,11.83,4.2,0.0,
1843002,12,1983,0.0,18.58,50.06,46.49,19.37,48.37,4.37,17.58,0.0,10.33,0.0,36.16,9.54,9.64,0.0,0.0,12.42,0.0,0.0,0.0,0.0,18.48,0.0,12.72,0.97,17.28,54.33,0.0,0.0,0.0,0.0
1843002,1,1984,0.0,0.0,0.27,0.0,0.0,0.0,10.23,67.87,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,27.52,0.91,7.03,9.27,0.0,0.0,0.0,0.0
1843002,2,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.15,0.0,0.0,28.45,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,,
1843002,3,1984,0.0,0.0,0.0,0.0,0.0,0.0,14.37,65.26,16.4,0.0,8.39,0.0,90.41,0.0,0.0,0.0,0.0,0.0,0.0,18.63,0.0,8.39,26.74,2.41,0.0,0.0,11.73,36.67,0.0,0.0,6.26
1843002,4,1984,0.0,0.0,4.27,0.0,4.87,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,5,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,6,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,7,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,8,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0
1843002,9,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,19.96,0.0,0.0,29.61,0.55,7.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,10,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,8.48,41.64,5.99,13.79,0.0,11.8,12.87,0.0,0.0,0.0,0.0,0.0
1843002,11,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78,13.71,0.0,0.0,0.0,0.0,0.0,0.0,30.28,60.81,3.1,9.62,0.64,0.0,0.0,0.0,9.62,13.53,18.37,
1843002,12,1984,26.03,21.26,29.11,31.89,18.29,5.08,22.06,3.39,37.85,19.28,0.0,8.25,17.19,0.0,26.23,45.1,11.23,0.0,5.27,0.0,0.0,24.24,0.0,0.0,0.0,0.0,9.15,12.23,0.0,21.96,4.08
1843002,1,1985,0.0,17.46,24.72,0.06,0.0,33.69,3.58,29.42,14.37,25.04,45.43,5.61,14.15,91.22,53.54,32.62,17.57,15.33,0.91,9.78,18.42,0.91,12.98,9.13,5.51,21.52,19.6,7.96,5.93,15.43,0.0
1843002,2,1985,0.0,0.0,0.0,0.0,0.0,0.0,35.46,0.23,0.0,9.65,0.0,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,35.34,4.18,0.0,0.0,8.31,3.84,,,
1843002,3,1985,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.18,13.95,0.91,0.91,8.27,0.91,0.0,4.92,0.0,26.52,6.85,5.84,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.99,0.0,51.46,0.0
1843002,4,1985,0.0,0.0,0.0,0.0,24.31,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,5,1985,0.0,3.92,7.61,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,6,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,
1843002,7,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,8,1985,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,9,1985,0.0,0.0,0.0,0.0,0.0,0.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.38,25.33,0.0,0.0,6.68,14.72,5.72,
1843002,10,1985,13.92,0.0,0.44,0.0,0.0,0.0,0.0,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,20.55,0.0,0.0,0.0,8.95,0.0,0.0,6.29,0.0,0.6,0.0,0.0,0.0,7.37
1843002,11,1985,0.0,10.58,0.0,10.86,5.27,0.92,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.95,0.73,17.09,20.82,47.99,36.64,18.95,5.27,
1843002,12,1985,16.37,0.0,0.0,0.0,11.41,18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,7.44,8.23,40.01,0.0,0.0,0.0,26.41,10.22,4.46,24.32,17.47,0.0,24.12,0.0,10.61,0.0
1843002,1,1986,32.34,60.21,60.31,0.0,8.86,18.57,29.04,66.72,9.07,46.33,0.0,5.87,0.0,24.77,16.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,4.59,2.56,7.9
1843002,2,1986,0.0,0.0,0.0,25.93,20.57,8.39,0.0,2.81,0.0,0.0,0.0,0.0,18.33,0.0,0.0,21.68,0.0,7.27,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1843002,3,1986,0.0,16.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,0.2,0.0,0.0,0.0,0.0,0.0,18.35,0.0,0.0,0.0
1843002,4,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.76,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.98,0.0,0.0,0.0,
1843002,5,1986,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,6,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,7,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0
1843002,8,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,14.85,0.0,0.0,0.91,8.9,0.91,0.0,0.0,0.0,0.0
1843002,9,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,
1843002,10,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,11,1986,0.0,0.0,0.73,0.0,0.0,0.0,13.82,0.0,0.0,0.0,0.0,22.95,45.66,7.12,0.0,0.0,0.83,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,5.54,11.78,11.87,
1843002,12,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.48,0.0,0.0,0.77,110.04,61.17,34.16,6.35,13.5,0.0,0.0,0.0,0.0,0.0,0.0,4.66,15.29,0.97,21.24,0.0,15.48,6.74,11.51,9.52
1843002,1,1987,18.83,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,7.09,34.42,50.75,41.04,0.0,8.91,17.34,8.8,10.94,8.05,0.0,32.5,0.0,0.0
1843002,2,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1843002,3,1987,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.5,8.74,7.73,13.91,75.45,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,4,1987,0.0,0.0,0.0,57.41,75.45,34.37,8.62,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,
1843002,5,1987,6.97,0.0,0.0,0.0,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,6,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69,0.0,0.0,0.0,0.0,0.0,
1843002,7,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1843002,8,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,9,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,4.56,3.84,4.48,0.0,0.0,0.0,0.0,0.0,
1843002,10,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.07,4.6,25.32,0.0,0.0,0.0,0.0,0.0,0.44,17.78
1843002,11,1987,0.0,0.0,0.0,0.0,0.0,0.0,8.25,10.02,0.0,0.0,35.15,0.0,0.0,0.0,0.0,33.38,31.24,0.0,10.11,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,19.51,3.41,
1843002,12,1987,0.0,14.36,2.44,6.12,15.06,6.52,26.18,10.09,0.0,0.0,9.3,18.24,0.17,18.44,12.38,0.0,0.0,0.0,29.16,24.3,3.24,18.04,3.24,0.0,0.0,13.27,0.0,0.0,0.0,0.0,0.0
1843002,1,1988,28.32,17.43,0.0,17.22,9.0,0.06,3.66,27.89,17.22,0.0,16.37,0.0,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,10.81
1843002,2,1988,0.0,15.0,41.58,0.0,6.95,5.17,0.0,0.0,10.3,6.95,41.8,35.1,0.0,0.0,0.0,0.0,4.83,22.59,0.0,0.0,0.0,0.0,0.0,8.18,2.49,0.0,0.0,0.0,0.0,,
1843002,3,1988,0.0,0.0,0.0,7.2,9.33,18.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,4,1988,2.48,0.0,19.41,0.0,19.21,18.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,0.0,11.2,7.29,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,5,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.55,0.0,0.0,0.0,5.77
1843002,6,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1843002,7,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,8,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843002,9,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
