gauge,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,total_pr_tgt,num_days_pr,total_pr_adj,total_pr_diff,num_days_pr_adj,pr_add_per_day,total_pr_readj,num_days_pr_readj,total_pr_diff_again
1943025,01/11/1983,0.0,0.43,28.45,0.0,3.88,0.0,0.0,4.34,4.99,0.0,36.45,5.74,2.02,9.09,8.25,15.05,5.27,19.7,0.0,0.0,6.67,6.3,0.62,0.0,2.02,0.0,0.0,32.54,0.24,0.06,,11,1983,192.0999749987124,17,181.6346165321458,10.465358466566613,16,0.6540849041604133,192.11,16,-0.01
1943025,01/12/1983,0.0,45.57,22.13,21.43,3.16,6.24,23.92,52.03,13.19,21.93,1.67,17.96,7.03,0.0,0.1,5.84,0.1,0.0,0.0,0.0,10.41,29.28,13.98,7.83,0.89,14.98,12.99,0.0,0.0,0.0,0.0,12,1983,332.63883217759195,20,321.63883217759195,11.0,19,0.5789473684210527,332.65999999999997,19,-0.02
1943025,01/01/1984,0.0,0.35,0.0,0.0,0.0,0.0,35.62,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,8.93,46.08,32.2,0.35,6.58,4.98,0.0,0.0,0.0,0.0,1,1984,145.2835045298461,8,139.85651406833298,5.426990461513128,8,0.678373807689141,145.26999999999998,8,0.01
1943025,01/02/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.49,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,,,2,1984,51.71845802444528,1,49.995052158248974,1.723405866196309,1,1.723405866196309,51.720000000000006,1,-0.0
1943025,01/03/1984,0.0,0.0,0.0,0.0,0.0,0.0,31.58,22.46,0.01,0.0,0.0,0.51,9.89,26.51,3.6,0.51,0.0,0.0,0.0,0.0,0.0,1.78,47.2,4.72,0.0,0.0,4.01,7.45,7.05,0.0,0.0,3,1984,167.27947350320412,13,160.0767105050184,7.202762998185705,11,0.6547966361987004,167.28,11,-0.0
1943025,01/04/1984,0.0,0.0,0.0,0.0,0.0,34.47,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,1984,46.4923406737698,2,45.4923406737698,1.0,2,0.5,46.489999999999995,2,0.0
1943025,01/05/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1984,11.08461552234267,1,10.58461552234267,0.5,1,0.5,11.08,1,0.0
1943025,01/06/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,1984,0.0,0,0.0,0.0,0,,0.0,0,0.0
1943025,01/07/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1984,0.0,0,0.0,0.0,0,,0.0,0,0.0
1943025,01/08/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.26,5.65,1.83,18.53,0.0,3.25,8,1984,55.26407455815034,7,51.40867858028442,3.8553959778659177,7,0.5507708539808454,55.27,7,-0.01
1943025,01/09/1984,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,5.74,10.56,0.0,11.36,0.0,0.0,0.0,0.0,0.0,14.57,0.0,0.0,0.0,,9,1984,56.8935089974446,7,53.23279287033317,3.660716127111428,6,0.6101193545185714,56.9,6,-0.01
1943025,01/10/1984,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.89,0.0,0.0,0.0,0.0,0.0,0.0,1.73,40.69,4.22,8.36,3.72,0.0,43.84,2.73,0.0,0.0,0.0,0.0,0.0,10,1984,140.84983662992855,9,136.26693501919874,4.582901610729806,8,0.5728627013412257,140.84,8,0.01
1943025,01/11/1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,0.0,0.0,0.0,0.0,0.0,4.56,0.0,59.66,22.81,20.94,0.24,0.0,0.0,3.82,8.85,2.7,1.96,,11,1984,138.6768230368612,9,133.30453626360787,5.372286773253336,9,0.596920752583704,138.67,9,0.01
1943025,01/12/1984,2.06,20.93,9.41,51.72,0.0,10.0,29.87,17.35,28.88,0.2,0.0,20.93,23.91,8.02,1.66,9.01,7.92,0.0,7.82,2.06,2.55,0.99,0.0,0.0,0.0,0.0,0.0,4.04,28.88,44.77,12.98,12,1984,345.9483584576151,22,333.95173434268884,11.996624114926249,21,0.571267814996488,345.96000000000004,21,-0.01
