index,gauge,month,year,day,pr,wet_marker
5979,1943025,4,1984,27,0.0,0
6207,1943025,4,1984,28,0.0,0
6435,1943025,4,1984,29,0.0,0
6663,1943025,4,1984,30,0.0,0
52,1943025,5,1984,1,0.0,0
280,1943025,5,1984,2,0.0,0
508,1943025,5,1984,3,0.0,0
736,1943025,5,1984,4,0.0,0
964,1943025,5,1984,5,0.0,0
1192,1943025,5,1984,6,0.0,0
1420,1943025,5,1984,7,0.0,0
1648,1943025,5,1984,8,0.0,0
1876,1943025,5,1984,9,0.0,0
2104,1943025,5,1984,10,0.0,0
2332,1943025,5,1984,11,0.0,0
2560,1943025,5,1984,12,0.0,0
2788,1943025,5,1984,13,0.0,0
3016,1943025,5,1984,14,0.0,0
3244,1943025,5,1984,15,0.0,0
3472,1943025,5,1984,16,0.0,0
3700,1943025,5,1984,17,12.0,1
3928,1943025,5,1984,18,0.0,0
4156,1943025,5,1984,19,0.0,0
4384,1943025,5,1984,20,0.0,0
4612,1943025,5,1984,21,0.0,0
4840,1943025,5,1984,22,0.0,0
5068,1943025,5,1984,23,0.0,0
5296,1943025,5,1984,24,0.0,0
5524,1943025,5,1984,25,0.0,0
5752,1943025,5,1984,26,0.0,0
5980,1943025,5,1984,27,0.0,0
6208,1943025,5,1984,28,0.0,0
6436,1943025,5,1984,29,0.0,0
6664,1943025,5,1984,30,0.0,0
6892,1943025,5,1984,31,0.0,0
53,1943025,6,1984,1,0.0,0
281,1943025,6,1984,2,0.0,0
509,1943025,6,1984,3,0.0,0
737,1943025,6,1984,4,0.0,0
965,1943025,6,1984,5,0.0,0
1193,1943025,6,1984,6,0.0,0
1421,1943025,6,1984,7,0.0,0
1649,1943025,6,1984,8,0.0,0
1877,1943025,6,1984,9,0.0,0
2105,1943025,6,1984,10,0.0,0
2333,1943025,6,1984,11,0.0,0
2561,1943025,6,1984,12,0.0,0
2789,1943025,6,1984,13,0.0,0
3017,1943025,6,1984,14,0.0,0
3245,1943025,6,1984,15,0.0,0
3473,1943025,6,1984,16,0.0,0
3701,1943025,6,1984,17,0.0,0
3929,1943025,6,1984,18,0.0,0
4157,1943025,6,1984,19,0.0,0
4385,1943025,6,1984,20,0.0,0
4613,1943025,6,1984,21,0.0,0
4841,1943025,6,1984,22,0.0,0
5069,1943025,6,1984,23,0.0,0
5297,1943025,6,1984,24,0.0,0
5525,1943025,6,1984,25,0.0,0
5753,1943025,6,1984,26,0.0,0
5981,1943025,6,1984,27,0.0,0
6209,1943025,6,1984,28,0.0,0
6437,1943025,6,1984,29,0.0,0
6665,1943025,6,1984,30,0.0,0
54,1943025,7,1984,1,0.0,0
282,1943025,7,1984,2,0.0,0
510,1943025,7,1984,3,0.0,0
738,1943025,7,1984,4,0.0,0
966,1943025,7,1984,5,0.0,0
1194,1943025,7,1984,6,0.0,0
1422,1943025,7,1984,7,0.0,0
1650,1943025,7,1984,8,0.0,0
1878,1943025,7,1984,9,0.0,0
2106,1943025,7,1984,10,0.0,0
2334,1943025,7,1984,11,0.0,0
2562,1943025,7,1984,12,0.0,0
2790,1943025,7,1984,13,0.0,0
3018,1943025,7,1984,14,0.0,0
3246,1943025,7,1984,15,0.0,0
3474,1943025,7,1984,16,0.0,0
3702,1943025,7,1984,17,0.0,0
3930,1943025,7,1984,18,0.0,0
4158,1943025,7,1984,19,0.0,0
4386,1943025,7,1984,20,0.0,0
4614,1943025,7,1984,21,0.0,0
4842,1943025,7,1984,22,0.0,0
5070,1943025,7,1984,23,0.0,0
5298,1943025,7,1984,24,0.0,0
5526,1943025,7,1984,25,0.0,0
5754,1943025,7,1984,26,0.0,0
5982,1943025,7,1984,27,0.0,0
6210,1943025,7,1984,28,0.0,0
6438,1943025,7,1984,29,0.0,0
6666,1943025,7,1984,30,0.0,0
6894,1943025,7,1984,31,0.0,0
55,1943025,8,1984,1,0.0,0
283,1943025,8,1984,2,0.0,0
511,1943025,8,1984,3,0.0,0
739,1943025,8,1984,4,0.0,0
967,1943025,8,1984,5,0.0,0
1195,1943025,8,1984,6,0.0,0
1423,1943025,8,1984,7,0.0,0
1651,1943025,8,1984,8,0.0,0
1879,1943025,8,1984,9,0.0,0
2107,1943025,8,1984,10,0.0,0
2335,1943025,8,1984,11,0.0,0
2563,1943025,8,1984,12,0.0,0
2791,1943025,8,1984,13,0.0,0
3019,1943025,8,1984,14,0.0,0
3247,1943025,8,1984,15,0.0,0
3475,1943025,8,1984,16,2.2,1
3703,1943025,8,1984,17,0.0,0
3931,1943025,8,1984,18,1.9,1
4159,1943025,8,1984,19,0.2,0
4387,1943025,8,1984,20,0.0,0
4615,1943025,8,1984,21,0.0,0
4843,1943025,8,1984,22,0.0,0
5071,1943025,8,1984,23,0.0,0
5299,1943025,8,1984,24,0.0,0
5527,1943025,8,1984,25,0.0,0
5755,1943025,8,1984,26,25.0,1
5983,1943025,8,1984,27,6.3,1
6211,1943025,8,1984,28,2.0,1
6439,1943025,8,1984,29,20.8,1
6667,1943025,8,1984,30,0.2,0
6895,1943025,8,1984,31,3.6,1
56,1943025,9,1984,1,2.8,1
284,1943025,9,1984,2,0.0,0
512,1943025,9,1984,3,0.2,0
740,1943025,9,1984,4,0.0,0
968,1943025,9,1984,5,0.0,0
1196,1943025,9,1984,6,0.0,0
1424,1943025,9,1984,7,0.0,0
1652,1943025,9,1984,8,0.0,0
1880,1943025,9,1984,9,14.0,1
2108,1943025,9,1984,10,0.0,0
2336,1943025,9,1984,11,0.0,0
2564,1943025,9,1984,12,0.0,0
2792,1943025,9,1984,13,0.0,0
3020,1943025,9,1984,14,0.0,0
3248,1943025,9,1984,15,0.0,0
3476,1943025,9,1984,16,0.0,0
3704,1943025,9,1984,17,1.8,1
3932,1943025,9,1984,18,7.0,1
4160,1943025,9,1984,19,13.0,1
4388,1943025,9,1984,20,0.0,0
4616,1943025,9,1984,21,14.0,1
4844,1943025,9,1984,22,0.0,0
5072,1943025,9,1984,23,0.0,0
5300,1943025,9,1984,24,0.0,0
5528,1943025,9,1984,25,0.0,0
5756,1943025,9,1984,26,0.0,0
5984,1943025,9,1984,27,18.0,1
6212,1943025,9,1984,28,0.0,0
6440,1943025,9,1984,29,0.0,0
6668,1943025,9,1984,30,0.0,0
57,1943025,10,1984,1,1.4,1
285,1943025,10,1984,2,0.0,0
513,1943025,10,1984,3,0.0,0
741,1943025,10,1984,4,0.0,0
969,1943025,10,1984,5,0.0,0
1197,1943025,10,1984,6,0.0,0
1425,1943025,10,1984,7,0.0,0
1653,1943025,10,1984,8,0.0,0
1881,1943025,10,1984,9,0.0,0
2109,1943025,10,1984,10,0.0,0
2337,1943025,10,1984,11,0.0,0
2565,1943025,10,1984,12,42.0,1
2793,1943025,10,1984,13,0.0,0
3021,1943025,10,1984,14,0.0,0
3249,1943025,10,1984,15,0.0,0
3477,1943025,10,1984,16,0.0,0
3705,1943025,10,1984,17,0.0,0
3933,1943025,10,1984,18,0.0,0
4161,1943025,10,1984,19,2.0,1
4389,1943025,10,1984,20,49.0,1
4617,1943025,10,1984,21,5.0,1
4845,1943025,10,1984,22,10.0,1
5073,1943025,10,1984,23,4.4,1
5301,1943025,10,1984,24,0.1,0
5529,1943025,10,1984,25,52.8,1
5757,1943025,10,1984,26,3.2,1
5985,1943025,10,1984,27,0.0,0
6213,1943025,10,1984,28,0.0,0
6441,1943025,10,1984,29,0.0,0
6669,1943025,10,1984,30,0.0,0
6897,1943025,10,1984,31,0.0,0
58,1943025,11,1984,1,0.0,0
286,1943025,11,1984,2,0.0,0
514,1943025,11,1984,3,0.0,0
742,1943025,11,1984,4,0.0,0
970,1943025,11,1984,5,0.0,0
1198,1943025,11,1984,6,0.0,0
1426,1943025,11,1984,7,0.0,0
1654,1943025,11,1984,8,0.0,0
1882,1943025,11,1984,9,0.0,0
2110,1943025,11,1984,10,0.0,0
2338,1943025,11,1984,11,0.0,0
2566,1943025,11,1984,12,0.0,0
2794,1943025,11,1984,13,14.0,1
3022,1943025,11,1984,14,0.3,0
3250,1943025,11,1984,15,0.1,0
3478,1943025,11,1984,16,0.0,0
3706,1943025,11,1984,17,0.0,0
3934,1943025,11,1984,18,0.0,0
4162,1943025,11,1984,19,4.8,1
4390,1943025,11,1984,20,0.0,0
4618,1943025,11,1984,21,64.0,1
4846,1943025,11,1984,22,24.4,1
5074,1943025,11,1984,23,22.4,1
5302,1943025,11,1984,24,0.8,0
5530,1943025,11,1984,25,0.0,0
5758,1943025,11,1984,26,0.0,0
5986,1943025,11,1984,27,4.0,1
6214,1943025,11,1984,28,9.4,1
6442,1943025,11,1984,29,2.8,1
6670,1943025,11,1984,30,2.0,1
59,1943025,12,1984,1,2.0,1
287,1943025,12,1984,2,21.0,1
515,1943025,12,1984,3,9.4,1
743,1943025,12,1984,4,52.0,1
971,1943025,12,1984,5,0.0,0
1199,1943025,12,1984,6,10.0,1
1427,1943025,12,1984,7,30.0,1
1655,1943025,12,1984,8,17.4,1
1883,1943025,12,1984,9,29.0,1
2111,1943025,12,1984,10,0.7,0
2339,1943025,12,1984,11,0.0,0
2567,1943025,12,1984,12,21.0,1
2795,1943025,12,1984,13,24.0,1
3023,1943025,12,1984,14,8.0,1
3251,1943025,12,1984,15,1.6,1
3479,1943025,12,1984,16,9.0,1
3707,1943025,12,1984,17,7.9,1
3935,1943025,12,1984,18,0.3,0
4163,1943025,12,1984,19,7.8,1
4391,1943025,12,1984,20,2.0,1
4619,1943025,12,1984,21,2.5,1
4847,1943025,12,1984,22,1.5,1
5075,1943025,12,1984,23,0.0,0
5303,1943025,12,1984,24,0.0,0
5531,1943025,12,1984,25,0.0,0
5759,1943025,12,1984,26,0.0,0
5987,1943025,12,1984,27,0.2,0
6215,1943025,12,1984,28,4.0,1
6443,1943025,12,1984,29,29.0,1
6671,1943025,12,1984,30,45.0,1
6899,1943025,12,1984,31,13.0,1
60,1943025,1,1985,1,2.5,1
288,1943025,1,1985,2,6.2,1
516,1943025,1,1985,3,32.8,1
744,1943025,1,1985,4,11.5,1
972,1943025,1,1985,5,1.0,1
1200,1943025,1,1985,6,33.0,1
1428,1943025,1,1985,7,0.1,0
1656,1943025,1,1985,8,11.0,1
1884,1943025,1,1985,9,18.0,1
2112,1943025,1,1985,10,44.4,1
2340,1943025,1,1985,11,18.0,1
2568,1943025,1,1985,12,1.8,1
2796,1943025,1,1985,13,1.6,1
3024,1943025,1,1985,14,72.7,1
3252,1943025,1,1985,15,11.4,1
3480,1943025,1,1985,16,32.0,1
3708,1943025,1,1985,17,13.2,1
3936,1943025,1,1985,18,13.4,1
4164,1943025,1,1985,19,7.0,1
4392,1943025,1,1985,20,21.4,1
4620,1943025,1,1985,21,29.0,1
4848,1943025,1,1985,22,13.4,1
5076,1943025,1,1985,23,4.4,1
5304,1943025,1,1985,24,28.4,1
5532,1943025,1,1985,25,60.5,1
5760,1943025,1,1985,26,59.0,1
5988,1943025,1,1985,27,52.0,1
6216,1943025,1,1985,28,4.5,1
6444,1943025,1,1985,29,8.0,1
6672,1943025,1,1985,30,20.0,1
6900,1943025,1,1985,31,23.4,1
61,1943025,2,1985,1,23.0,1
289,1943025,2,1985,2,2.0,1
517,1943025,2,1985,3,0.0,0
745,1943025,2,1985,4,0.0,0
973,1943025,2,1985,5,0.0,0
1201,1943025,2,1985,6,0.0,0
1429,1943025,2,1985,7,13.0,1
1657,1943025,2,1985,8,2.5,1
1885,1943025,2,1985,9,0.2,0
2113,1943025,2,1985,10,87.0,1
2341,1943025,2,1985,11,0.0,0
2569,1943025,2,1985,12,0.2,0
2797,1943025,2,1985,13,0.0,0
3025,1943025,2,1985,14,0.0,0
3253,1943025,2,1985,15,0.0,0
3481,1943025,2,1985,16,0.0,0
3709,1943025,2,1985,17,0.0,0
3937,1943025,2,1985,18,0.0,0
4165,1943025,2,1985,19,0.0,0
4393,1943025,2,1985,20,0.0,0
4621,1943025,2,1985,21,0.0,0
4849,1943025,2,1985,22,0.0,0
5077,1943025,2,1985,23,52.0,1
5305,1943025,2,1985,24,14.0,1
5533,1943025,2,1985,25,2.2,1
5761,1943025,2,1985,26,0.8,0
5989,1943025,2,1985,27,33.4,1
6217,1943025,2,1985,28,14.8,1
6445,1943025,2,1985,29,,0
62,1943025,3,1985,1,7.0,1
290,1943025,3,1985,2,1.2,1
518,1943025,3,1985,3,0.0,0
746,1943025,3,1985,4,0.0,0
974,1943025,3,1985,5,0.0,0
1202,1943025,3,1985,6,0.0,0
1430,1943025,3,1985,7,0.0,0
1658,1943025,3,1985,8,4.0,1
1886,1943025,3,1985,9,10.4,1
2114,1943025,3,1985,10,17.0,1
2342,1943025,3,1985,11,2.6,1
2570,1943025,3,1985,12,0.1,0
2798,1943025,3,1985,13,33.0,1
3026,1943025,3,1985,14,39.4,1
3254,1943025,3,1985,15,0.0,0
3482,1943025,3,1985,16,7.4,1
3710,1943025,3,1985,17,15.0,1
3938,1943025,3,1985,18,27.0,1
4166,1943025,3,1985,19,41.4,1
4394,1943025,3,1985,20,88.0,1
4622,1943025,3,1985,21,29.0,1
4850,1943025,3,1985,22,0.2,0
5078,1943025,3,1985,23,0.8,0
5306,1943025,3,1985,24,0.5,0
5534,1943025,3,1985,25,0.0,0
5762,1943025,3,1985,26,0.0,0
5990,1943025,3,1985,27,0.0,0
6218,1943025,3,1985,28,18.0,1
6446,1943025,3,1985,29,0.0,0
6674,1943025,3,1985,30,0.0,0
6902,1943025,3,1985,31,0.0,0
63,1943025,4,1985,1,0.0,0
291,1943025,4,1985,2,8.0,1
519,1943025,4,1985,3,0.0,0
747,1943025,4,1985,4,0.0,0
975,1943025,4,1985,5,0.0,0
1203,1943025,4,1985,6,0.0,0
1431,1943025,4,1985,7,0.0,0
1659,1943025,4,1985,8,0.0,0
1887,1943025,4,1985,9,2.2,1
2115,1943025,4,1985,10,1.8,1
2343,1943025,4,1985,11,0.0,0
2571,1943025,4,1985,12,0.0,0
2799,1943025,4,1985,13,1.5,1
3027,1943025,4,1985,14,0.0,0
3255,1943025,4,1985,15,0.0,0
3483,1943025,4,1985,16,0.0,0
3711,1943025,4,1985,17,0.0,0
3939,1943025,4,1985,18,0.0,0
4167,1943025,4,1985,19,0.2,0
4395,1943025,4,1985,20,2.7,1
4623,1943025,4,1985,21,0.0,0
4851,1943025,4,1985,22,0.0,0
5079,1943025,4,1985,23,0.0,0
5307,1943025,4,1985,24,0.0,0
5535,1943025,4,1985,25,0.0,0
5763,1943025,4,1985,26,0.0,0
5991,1943025,4,1985,27,0.0,0
6219,1943025,4,1985,28,0.0,0
6447,1943025,4,1985,29,0.0,0
6675,1943025,4,1985,30,0.0,0
64,1943025,5,1985,1,0.0,0
292,1943025,5,1985,2,80.0,1
520,1943025,5,1985,3,1.0,1
748,1943025,5,1985,4,17.5,1
976,1943025,5,1985,5,0.6,0
1204,1943025,5,1985,6,1.4,1
1432,1943025,5,1985,7,0.0,0
1660,1943025,5,1985,8,0.0,0
1888,1943025,5,1985,9,0.0,0
2116,1943025,5,1985,10,0.0,0
2344,1943025,5,1985,11,11.0,1
2572,1943025,5,1985,12,25.0,1
2800,1943025,5,1985,13,3.4,1
3028,1943025,5,1985,14,0.0,0
3256,1943025,5,1985,15,0.0,0
3484,1943025,5,1985,16,0.0,0
3712,1943025,5,1985,17,0.0,0
3940,1943025,5,1985,18,0.0,0
4168,1943025,5,1985,19,0.0,0
4396,1943025,5,1985,20,0.0,0
4624,1943025,5,1985,21,0.0,0
4852,1943025,5,1985,22,0.0,0
5080,1943025,5,1985,23,0.0,0
5308,1943025,5,1985,24,0.0,0
5536,1943025,5,1985,25,0.0,0
5764,1943025,5,1985,26,0.0,0
5992,1943025,5,1985,27,0.0,0
6220,1943025,5,1985,28,0.0,0
6448,1943025,5,1985,29,0.0,0
6676,1943025,5,1985,30,0.0,0
6904,1943025,5,1985,31,0.0,0
65,1943025,6,1985,1,1.2,1
293,1943025,6,1985,2,1.2,1
521,1943025,6,1985,3,0.0,0
749,1943025,6,1985,4,0.5,0
977,1943025,6,1985,5,0.0,0
1205,1943025,6,1985,6,0.0,0
1433,1943025,6,1985,7,0.0,0
1661,1943025,6,1985,8,0.0,0
1889,1943025,6,1985,9,0.0,0
2117,1943025,6,1985,10,0.0,0
2345,1943025,6,1985,11,0.0,0
2573,1943025,6,1985,12,0.0,0
2801,1943025,6,1985,13,0.0,0
3029,1943025,6,1985,14,0.0,0
3257,1943025,6,1985,15,0.0,0
3485,1943025,6,1985,16,0.0,0
3713,1943025,6,1985,17,0.0,0
3941,1943025,6,1985,18,0.0,0
4169,1943025,6,1985,19,0.0,0
4397,1943025,6,1985,20,0.0,0
4625,1943025,6,1985,21,0.0,0
4853,1943025,6,1985,22,0.0,0
5081,1943025,6,1985,23,0.0,0
5309,1943025,6,1985,24,0.0,0
5537,1943025,6,1985,25,0.0,0
5765,1943025,6,1985,26,0.0,0
5993,1943025,6,1985,27,0.0,0
6221,1943025,6,1985,28,0.0,0
6449,1943025,6,1985,29,0.0,0
6677,1943025,6,1985,30,0.0,0
66,1943025,7,1985,1,0.0,0
294,1943025,7,1985,2,0.0,0
522,1943025,7,1985,3,0.0,0
750,1943025,7,1985,4,0.0,0
978,1943025,7,1985,5,0.0,0
1206,1943025,7,1985,6,0.0,0
1434,1943025,7,1985,7,0.0,0
1662,1943025,7,1985,8,0.0,0
1890,1943025,7,1985,9,0.0,0
2118,1943025,7,1985,10,0.0,0
2346,1943025,7,1985,11,0.0,0
2574,1943025,7,1985,12,0.0,0
2802,1943025,7,1985,13,0.0,0
3030,1943025,7,1985,14,0.0,0
3258,1943025,7,1985,15,0.0,0
3486,1943025,7,1985,16,0.0,0
3714,1943025,7,1985,17,0.0,0
3942,1943025,7,1985,18,0.0,0
4170,1943025,7,1985,19,0.0,0
4398,1943025,7,1985,20,0.0,0
4626,1943025,7,1985,21,0.0,0
4854,1943025,7,1985,22,0.0,0
5082,1943025,7,1985,23,0.0,0
5310,1943025,7,1985,24,0.0,0
5538,1943025,7,1985,25,0.0,0
5766,1943025,7,1985,26,0.0,0
5994,1943025,7,1985,27,0.0,0
6222,1943025,7,1985,28,0.0,0
6450,1943025,7,1985,29,0.0,0
6678,1943025,7,1985,30,0.0,0
6906,1943025,7,1985,31,2.7,1
67,1943025,8,1985,1,8.2,1
295,1943025,8,1985,2,0.0,0
523,1943025,8,1985,3,0.0,0
751,1943025,8,1985,4,0.0,0
979,1943025,8,1985,5,0.0,0
1207,1943025,8,1985,6,0.0,0
1435,1943025,8,1985,7,0.0,0
1663,1943025,8,1985,8,0.0,0
1891,1943025,8,1985,9,0.0,0
2119,1943025,8,1985,10,0.0,0
2347,1943025,8,1985,11,0.0,0
2575,1943025,8,1985,12,0.0,0
2803,1943025,8,1985,13,0.0,0
3031,1943025,8,1985,14,0.0,0
3259,1943025,8,1985,15,0.0,0
3487,1943025,8,1985,16,0.0,0
3715,1943025,8,1985,17,0.0,0
3943,1943025,8,1985,18,0.0,0
4171,1943025,8,1985,19,0.1,0
4399,1943025,8,1985,20,1.7,1
4627,1943025,8,1985,21,0.0,0
4855,1943025,8,1985,22,0.0,0
5083,1943025,8,1985,23,0.7,0
5311,1943025,8,1985,24,0.0,0
5539,1943025,8,1985,25,0.0,0
5767,1943025,8,1985,26,0.0,0
5995,1943025,8,1985,27,0.0,0
6223,1943025,8,1985,28,0.0,0
6451,1943025,8,1985,29,0.0,0
6679,1943025,8,1985,30,0.0,0
6907,1943025,8,1985,31,0.0,0
68,1943025,9,1985,1,0.0,0
296,1943025,9,1985,2,0.0,0
524,1943025,9,1985,3,0.0,0
752,1943025,9,1985,4,0.0,0
980,1943025,9,1985,5,0.0,0
1208,1943025,9,1985,6,19.8,1
1436,1943025,9,1985,7,5.5,1
1664,1943025,9,1985,8,0.0,0
1892,1943025,9,1985,9,0.0,0
2120,1943025,9,1985,10,0.0,0
2348,1943025,9,1985,11,0.0,0
2576,1943025,9,1985,12,0.0,0
2804,1943025,9,1985,13,0.0,0
3032,1943025,9,1985,14,0.0,0
3260,1943025,9,1985,15,0.0,0
3488,1943025,9,1985,16,0.0,0
3716,1943025,9,1985,17,0.0,0
3944,1943025,9,1985,18,0.0,0
4172,1943025,9,1985,19,0.0,0
4400,1943025,9,1985,20,0.0,0
4628,1943025,9,1985,21,0.0,0
4856,1943025,9,1985,22,2.2,1
5084,1943025,9,1985,23,0.0,0
5312,1943025,9,1985,24,16.6,1
5540,1943025,9,1985,25,2.5,1
5768,1943025,9,1985,26,2.5,1
5996,1943025,9,1985,27,8.0,1
6224,1943025,9,1985,28,0.0,0
6452,1943025,9,1985,29,1.4,1
6680,1943025,9,1985,30,2.5,1
69,1943025,10,1985,1,0.0,0
297,1943025,10,1985,2,1.8,1
525,1943025,10,1985,3,1.2,1
753,1943025,10,1985,4,0.0,0
981,1943025,10,1985,5,0.0,0
1209,1943025,10,1985,6,0.0,0
1437,1943025,10,1985,7,0.0,0
1665,1943025,10,1985,8,0.1,0
1893,1943025,10,1985,9,15.6,1
2121,1943025,10,1985,10,0.0,0
2349,1943025,10,1985,11,0.0,0
2577,1943025,10,1985,12,0.0,0
2805,1943025,10,1985,13,0.0,0
3033,1943025,10,1985,14,0.0,0
3261,1943025,10,1985,15,0.0,0
3489,1943025,10,1985,16,13.4,1
3717,1943025,10,1985,17,0.0,0
3945,1943025,10,1985,18,8.0,1
4173,1943025,10,1985,19,0.0,0
4401,1943025,10,1985,20,0.0,0
4629,1943025,10,1985,21,0.0,0
4857,1943025,10,1985,22,9.0,1
5085,1943025,10,1985,23,0.2,0
5313,1943025,10,1985,24,0.0,0
5541,1943025,10,1985,25,2.0,1
5769,1943025,10,1985,26,14.0,1
5997,1943025,10,1985,27,24.4,1
6225,1943025,10,1985,28,0.0,0
6453,1943025,10,1985,29,0.0,0
6681,1943025,10,1985,30,11.6,1
6909,1943025,10,1985,31,11.8,1
70,1943025,11,1985,1,0.0,0
298,1943025,11,1985,2,3.0,1
526,1943025,11,1985,3,9.0,1
754,1943025,11,1985,4,26.0,1
982,1943025,11,1985,5,11.0,1
1210,1943025,11,1985,6,1.6,1
1438,1943025,11,1985,7,0.6,0
1666,1943025,11,1985,8,0.0,0
1894,1943025,11,1985,9,0.0,0
2122,1943025,11,1985,10,0.0,0
2350,1943025,11,1985,11,0.0,0
2578,1943025,11,1985,12,0.0,0
2806,1943025,11,1985,13,0.0,0
3034,1943025,11,1985,14,0.0,0
3262,1943025,11,1985,15,0.0,0
3490,1943025,11,1985,16,0.0,0
3718,1943025,11,1985,17,0.0,0
3946,1943025,11,1985,18,0.0,0
4174,1943025,11,1985,19,0.0,0
4402,1943025,11,1985,20,0.0,0
4630,1943025,11,1985,21,0.0,0
4858,1943025,11,1985,22,13.2,1
5086,1943025,11,1985,23,21.5,1
5314,1943025,11,1985,24,3.0,1
5542,1943025,11,1985,25,0.6,0
5770,1943025,11,1985,26,10.4,1
5998,1943025,11,1985,27,12.0,1
6226,1943025,11,1985,28,21.0,1
6454,1943025,11,1985,29,18.0,1
6682,1943025,11,1985,30,11.0,1
71,1943025,12,1985,1,50.0,1
299,1943025,12,1985,2,0.0,0
527,1943025,12,1985,3,0.0,0
755,1943025,12,1985,4,12.0,1
983,1943025,12,1985,5,22.4,1
1211,1943025,12,1985,6,0.0,0
1439,1943025,12,1985,7,22.6,1
1667,1943025,12,1985,8,0.8,0
1895,1943025,12,1985,9,2.7,1
2123,1943025,12,1985,10,0.5,0
2351,1943025,12,1985,11,0.0,0
2579,1943025,12,1985,12,0.0,0
2807,1943025,12,1985,13,0.0,0
3035,1943025,12,1985,14,58.7,1
3263,1943025,12,1985,15,85.0,1
3491,1943025,12,1985,16,13.1,1
3719,1943025,12,1985,17,0.0,0
3947,1943025,12,1985,18,12.3,1
4175,1943025,12,1985,19,0.0,0
4403,1943025,12,1985,20,0.0,0
4631,1943025,12,1985,21,0.2,0
4859,1943025,12,1985,22,21.7,1
5087,1943025,12,1985,23,3.1,1
5315,1943025,12,1985,24,16.6,1
5543,1943025,12,1985,25,37.0,1
5771,1943025,12,1985,26,33.0,1
5999,1943025,12,1985,27,1.0,1
6227,1943025,12,1985,28,29.0,1
6455,1943025,12,1985,29,11.0,1
6683,1943025,12,1985,30,1.0,1
6911,1943025,12,1985,31,25.0,1
72,1943025,1,1986,1,64.6,1
300,1943025,1,1986,2,26.0,1
528,1943025,1,1986,3,17.4,1
756,1943025,1,1986,4,13.4,1
984,1943025,1,1986,5,2.2,1
1212,1943025,1,1986,6,58.0,1
1440,1943025,1,1986,7,27.0,1
1668,1943025,1,1986,8,66.2,1
1896,1943025,1,1986,9,20.9,1
2124,1943025,1,1986,10,10.6,1
2352,1943025,1,1986,11,6.1,1
2580,1943025,1,1986,12,0.0,0
2808,1943025,1,1986,13,12.0,1
3036,1943025,1,1986,14,23.3,1
3264,1943025,1,1986,15,7.4,1
3492,1943025,1,1986,16,5.5,1
3720,1943025,1,1986,17,3.5,1
3948,1943025,1,1986,18,0.0,0
4176,1943025,1,1986,19,0.0,0
4404,1943025,1,1986,20,0.0,0
4632,1943025,1,1986,21,0.0,0
4860,1943025,1,1986,22,0.0,0
5088,1943025,1,1986,23,0.0,0
5316,1943025,1,1986,24,0.0,0
5544,1943025,1,1986,25,0.0,0
5772,1943025,1,1986,26,0.0,0
6000,1943025,1,1986,27,0.0,0
6228,1943025,1,1986,28,0.0,0
6456,1943025,1,1986,29,12.6,1
6684,1943025,1,1986,30,3.6,1
6912,1943025,1,1986,31,0.0,0
73,1943025,2,1986,1,0.0,0
301,1943025,2,1986,2,0.0,0
529,1943025,2,1986,3,0.0,0
757,1943025,2,1986,4,0.6,0
985,1943025,2,1986,5,64.0,1
1213,1943025,2,1986,6,30.8,1
1441,1943025,2,1986,7,1.6,1
1669,1943025,2,1986,8,0.0,0
1897,1943025,2,1986,9,0.0,0
2125,1943025,2,1986,10,0.0,0
2353,1943025,2,1986,11,0.0,0
2581,1943025,2,1986,12,0.0,0
2809,1943025,2,1986,13,0.0,0
3037,1943025,2,1986,14,2.0,1
3265,1943025,2,1986,15,1.8,1
3493,1943025,2,1986,16,7.6,1
3721,1943025,2,1986,17,0.0,0
3949,1943025,2,1986,18,6.2,1
4177,1943025,2,1986,19,0.1,0
4405,1943025,2,1986,20,0.0,0
4633,1943025,2,1986,21,0.0,0
4861,1943025,2,1986,22,0.0,0
5089,1943025,2,1986,23,0.0,0
5317,1943025,2,1986,24,0.0,0
5545,1943025,2,1986,25,0.0,0
5773,1943025,2,1986,26,0.0,0
6001,1943025,2,1986,27,0.0,0
6229,1943025,2,1986,28,0.0,0
6457,1943025,2,1986,29,,0
74,1943025,3,1986,1,0.0,0
302,1943025,3,1986,2,0.0,0
530,1943025,3,1986,3,0.0,0
758,1943025,3,1986,4,0.0,0
986,1943025,3,1986,5,5.5,1
1214,1943025,3,1986,6,0.0,0
1442,1943025,3,1986,7,0.0,0
1670,1943025,3,1986,8,0.0,0
1898,1943025,3,1986,9,0.0,0
2126,1943025,3,1986,10,0.0,0
2354,1943025,3,1986,11,0.0,0
2582,1943025,3,1986,12,0.0,0
2810,1943025,3,1986,13,1.3,1
3038,1943025,3,1986,14,0.0,0
3266,1943025,3,1986,15,0.0,0
3494,1943025,3,1986,16,0.0,0
3722,1943025,3,1986,17,0.0,0
3950,1943025,3,1986,18,0.0,0
4178,1943025,3,1986,19,0.0,0
4406,1943025,3,1986,20,0.0,0
4634,1943025,3,1986,21,2.8,1
4862,1943025,3,1986,22,0.0,0
5090,1943025,3,1986,23,0.0,0
5318,1943025,3,1986,24,0.0,0
5546,1943025,3,1986,25,0.0,0
5774,1943025,3,1986,26,0.0,0
6002,1943025,3,1986,27,0.0,0
6230,1943025,3,1986,28,35.4,1
6458,1943025,3,1986,29,0.0,0
6686,1943025,3,1986,30,0.0,0
